"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|A6NHR9|SMHD1_HUMAN",21,24,29,22,20,24,0.955479325919026,0.971432255969535,28.7412041842156,28.6671655865582,28.9224734403602,28.8113795339536,28.6391684753339,28.8574061597462
"sp|A6NKT7|RGPD3_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN",1,1,1,1,1,1,0.556127451506961,0.69632281443293,24.780041829084,24.861706740751,25.1108871918221,24.8685085665579,24.9993722635022,25.1623422944531
"sp|A8MTA8|F166B_HUMAN",1,1,2,1,2,2,0.542307243091197,0.683824762569363,23.7108732115589,23.8547520085262,24.7302111754787,20.2528985298094,24.7509277883755,24.795852760438
"sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN",3,3,3,3,3,3,0.220799386413267,0.39367467553873,29.1593746520889,29.0530344010395,29.6229094902144,29.6044784601605,29.7794202984016,29.314972308134
"sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN",0,1,1,1,1,1,0.53042942985008,0.677163086765375,NA,21.8526836752541,23.2082338836403,22.0850611839869,23.4229518443506,23.3134987272878
"sp|C9JLW8|MCRI1_HUMAN",2,2,2,2,2,2,0.70193370604647,0.808133798041151,24.2724867992751,24.5329776890249,24.318511603424,24.5840894390604,24.5097236305659,24.2146481364637
"sp|Cont_P00330|ADH1_YEAST;sp|P00330|ADH1_YEAST;sp|P00331|ADH2_YEAST",13,13,13,13,13,13,0.00662460497651359,0.0328179443902285,34.9716144958204,34.344461935003,34.7622733052801,33.8272947715125,33.9515786185077,33.9753287419246
"sp|P00722|BGAL_ECOLI;sp|Cont_P00722|BGAL_ECOLI",1,3,3,3,5,5,0.00408317472101362,0.0223068722969039,22.2520582266606,24.3893618033106,24.154156776233,25.8466089555401,26.8897975342172,26.9918950314684
"sp|Cont_P01017|ANGT_BOVIN",3,3,2,2,2,2,0.19368240979708,0.366547379444699,24.147205489201,24.24012417999,23.9165001329379,22.738468607021,24.1947881228201,23.7016423242704
"sp|P05783|K1C18_HUMAN;sp|Cont_P05783|K1C18_HUMAN;sp|Cont_P05784|K1C18_MOUSE;CON__P05784;CON__H-INV:HIT000015463;CON__Q92764;sp|Q92764|KRT35_HUMAN;sp|Cont_Q92764|KRT35_HUMAN;sp|Cont_Q497I4|KRT35_MOUSE;CON__Q497I4",12,12,13,13,12,14,0.262385148193245,0.437264346575935,30.2550660274028,30.1429695299578,30.3841446402086,30.4113947442033,30.3129559417612,30.5327360415489
"sp|Cont_P32503|GAG_SCVLA",11,12,12,10,10,10,0.000297962789978418,0.00405480688289907,30.0792705842879,29.9980271665807,29.8797384935358,28.9042561839215,28.5517814846273,28.9530643514571
"sp|Cont_P33433|HRG_BOVIN",2,3,3,3,3,2,0.19176728658577,0.3641885669586,25.4881381020046,25.3754511972695,25.7291210490566,25.5803981064515,25.9969245150168,25.7537358206653
"sp|P60709|ACTB_HUMAN;sp|Cont_P60712|ACTB_BOVIN;sp|P0CG38|POTEI_HUMAN;sp|Q9BYX7|ACTBM_HUMAN;sp|P0CG39|POTEJ_HUMAN",19,19,19,19,19,19,0.354446252872486,0.527466459314194,30.4678118294921,30.7052613724298,30.4649465802719,30.964977646954,30.4866798439526,30.6896872032211
"sp|P63104|1433Z_HUMAN;sp|Cont_P63103|1433Z_BOVIN",13,12,13,12,12,13,0.294770506265008,0.469426368846017,31.5089832731304,31.4482413371236,31.3643142171654,31.5036118398075,31.6589261573051,31.5497016416034
"sp|Cont_P68103|EF1A1_BOVIN;sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN",16,16,16,15,15,16,0.414578386135666,0.57605419150344,33.437803893312,33.1498271799952,33.1664877725665,33.3985863717857,33.2887578239648,33.4123833294765
"sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|Cont_P68138|ACTS_BOVIN;sp|P62736|ACTA_HUMAN;sp|P63267|ACTH_HUMAN",2,2,3,1,2,1,0.0290469403656456,0.10244658592661,30.2269539903741,30.2449588562589,30.4340869439455,30.7308874358981,30.5405196426409,30.7237706608371
"sp|Cont_P81948|TBA4A_BOVIN;sp|P68366|TBA4A_HUMAN;sp|Q9H853|TBA4B_HUMAN",3,4,4,4,4,4,0.391438668976465,0.558597569941778,26.8430307507844,28.0231269503664,27.5420052966155,27.9617219342918,27.602623927794,27.7184765883937
"sp|Cont_Q2HJ86|TBA1D_BOVIN;sp|P0DPH8|TBA3D_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|Q6PEY2|TBA3E_HUMAN",1,1,1,1,1,1,0.840941750438512,0.90032578873962,31.3521647155079,31.565164937492,30.8244757256421,31.4085256892183,31.1037323771966,31.0870358846723
"sp|P07437|TBB5_HUMAN;sp|Cont_Q2KJD0|TBB5_BOVIN;sp|A6NNZ2|TBB8B_HUMAN;sp|Q9H4B7|TBB1_HUMAN",4,4,4,4,4,4,0.14176007360473,0.302450976098079,32.9119758388902,32.4997559923362,32.7563327780789,32.9704471160071,32.93206332813,32.9928409926989
"sp|Cont_Q3SYV4|CAP1_BOVIN;sp|P40123|CAP2_HUMAN",1,1,1,1,1,1,0.127162422698138,0.283475203971381,28.5033389779104,28.2874683793022,28.2624382423241,28.9163758472129,28.4955555125789,28.5196237634929
"sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN;sp|Q9BZK3|NACP4_HUMAN",4,4,4,4,4,4,0.0389787466950568,0.127244203445279,30.6052953173414,30.6289359793716,30.3956986785038,30.9187316447623,30.8132318934218,30.8599110102821
"sp|O00115|DNS2A_HUMAN",2,2,2,2,2,2,0.907150869971314,0.940456087776594,24.2625200944655,24.2538103719041,24.5863602874289,24.0007866203676,24.4512016127613,24.5779451738584
"sp|O00116|ADAS_HUMAN",11,10,11,11,10,11,0.228251965350356,0.401352795154718,27.75936064826,27.5997942214712,27.8625421714906,28.1903275770975,27.6783578550255,28.0583932174794
"sp|O00139|KIF2A_HUMAN",5,7,6,5,5,7,0.814014406129937,0.883852580870666,25.739781174032,26.2226570454588,26.4734833105184,26.0289488390211,26.1796478536403,26.3923085358175
"sp|O00148|DX39A_HUMAN",7,7,8,7,7,7,0.930933346315503,0.955527574991738,29.3044999786877,29.1784219320897,29.1703231455093,29.4507460347243,29.1014144643678,29.1393720251596
"sp|O00151|PDLI1_HUMAN",13,14,14,14,14,14,0.195668109299102,0.368498756904269,29.2821645589255,29.6100495419674,29.3929306947485,29.8823091717772,29.6717877179397,29.4537228520318
"sp|O00154|BACH_HUMAN",4,3,5,4,6,5,0.223258960834048,0.395562347077736,27.6515697770707,27.6141585990769,26.4607987584707,28.0339543325156,27.5964699276266,27.5785331165162
"sp|O00161|SNP23_HUMAN",4,7,7,6,5,6,0.859462858760727,0.911728855571957,26.4998426192739,26.9902782919536,26.974504792816,26.991576224461,26.6661328259525,26.9102839814252
"sp|O00165|HAX1_HUMAN",2,2,2,2,2,1,0.512481757415114,0.662593751862176,24.3423146070948,24.1889956883041,24.447657109365,24.7039797493086,24.3100214151332,23.0755815855632
"sp|O00170|AIP_HUMAN",7,6,6,7,5,7,0.643389903776424,0.76294897250968,27.1272508828253,26.5661905658933,26.7642203410487,27.3293674382684,26.6929298647444,26.7824801577229
"sp|O00178|GTPB1_HUMAN",3,4,4,4,4,5,0.00549600233333098,0.028216975615897,25.5186196776466,24.929976188246,24.9207843084421,25.9888442501652,26.3632444332663,25.9187531826316
"sp|O00186|STXB3_HUMAN",2,2,1,2,1,2,0.955229207075771,0.971432255969535,24.305220479881,24.1480190882328,23.1239517898812,24.3575616457333,23.4469334340559,23.7032481067426
"sp|O00193|SMAP_HUMAN",3,3,3,2,3,3,0.525560870933264,0.672848969928163,26.6346755047043,26.557020197781,26.7029077163581,26.4986604817513,26.7308258373562,26.9855168770029
"sp|O00203|AP3B1_HUMAN;sp|Q13367|AP3B2_HUMAN",6,5,6,6,5,5,0.218317446878835,0.392136151638226,26.4619285703778,26.5843582612097,26.5691861529379,26.7915252915285,26.833632866576,26.5337587418492
"sp|O00217|NDUS8_HUMAN",2,2,3,1,1,2,0.313695760628691,0.487539541286696,24.4331044650039,24.55298186053,25.7820962588813,25.8623049450939,24.639572965493,25.9693844687388
"sp|O00231|PSD11_HUMAN",17,18,18,18,19,19,0.144161410903026,0.305068503259893,30.4489557021507,30.2655413957197,30.1370717558808,30.4554059431894,30.4840920494635,31.5221136224162
"sp|O00232|PSD12_HUMAN",11,11,12,11,11,13,0.57273465934486,0.708741492993722,28.5693267465607,28.5013286264103,28.8459934807443,28.484967086305,28.7380513322608,29.0283323722637
"sp|O00233|PSMD9_HUMAN",6,6,6,6,6,5,0.78480952604511,0.864897534824831,27.4584367551616,27.4968026749468,27.5150616745231,27.4695432617639,27.624449044225,27.2613306149031
"sp|O00244|ATOX1_HUMAN",3,3,3,3,2,2,0.257927217454735,0.433363766627181,26.2554286669522,26.6431183955564,26.571499237757,26.8472456198047,26.636139286832,26.5768233163197
"sp|O00267|SPT5H_HUMAN",14,16,14,15,12,15,0.0837727720993749,0.21490058665705,28.0113084689841,28.0734195272538,27.9639325070883,28.3341641459371,28.135511341356,28.3048238218349
"sp|O00273|DFFA_HUMAN",7,10,8,7,8,10,0.67482695879302,0.788879809818342,27.0806259451703,27.1470984950264,27.132915019943,26.7110989140293,27.3079260266787,27.6809594389085
"sp|O00291|HIP1_HUMAN",1,1,1,1,2,1,0.0590160691100475,0.171056586931989,20.5630882763557,21.9168768628793,21.378067083779,21.611995486531,22.9126668777955,22.7116891549645
"sp|O00299|CLIC1_HUMAN",13,13,13,13,13,13,0.504670447697622,0.656014582926029,33.5695680930816,33.6592077620665,33.3972865809297,33.6979124165191,33.5544492016325,33.6383151015
"sp|O00303|EIF3F_HUMAN",7,6,6,7,7,6,0.164631307438882,0.330234626939981,28.6534313193172,28.3704473649503,28.7793604932695,28.8288635424153,28.7344582559398,28.9717128123527
"sp|O00410|IPO5_HUMAN",21,21,18,22,18,22,0.1492912389056,0.311258798973466,29.1658829184849,29.1765160582669,29.5011273960507,29.529799087614,29.3851193349242,29.7123845372004
"sp|O00411|RPOM_HUMAN",2,2,2,2,3,3,0.166215956499239,0.332180764307402,24.1430599376723,23.8471865589183,23.7184818828966,23.7877521822325,24.5027681335488,24.7541474001526
"sp|O00422|SAP18_HUMAN",3,4,5,5,5,3,0.270593677779437,0.445208389004914,25.5919256210689,25.8870914659769,26.486702491594,26.4089030908386,26.5230789137189,26.0259182719823
"sp|O00425|IF2B3_HUMAN",12,12,13,13,13,14,0.0108325281644674,0.0479347328570652,28.432743204193,28.5439176453551,28.5953559504772,28.8882728880648,28.9493493783932,28.9478881898699
"sp|O00429|DNM1L_HUMAN",12,12,12,13,12,12,0.0861724057652654,0.219602678386623,27.8220810786943,27.9247409553511,27.7315509022718,28.2501067927191,27.9756673384083,28.0568240044998
"sp|O00442|RTCA_HUMAN",4,4,3,5,5,4,0.198840263250772,0.372454522954804,25.5958031409829,25.7104290069874,24.6518865562985,26.2396763736335,26.0319057951784,25.3227992859342
"sp|O00471|EXOC5_HUMAN",2,2,2,0,1,3,0.636066679530015,0.758245186838155,23.1367393452625,24.0824307466052,23.3606249817055,NA,21.6539058342623,24.4939279533011
"sp|O00483|NDUA4_HUMAN",3,4,3,3,4,4,0.344459008950736,0.517248543853584,26.9178603072227,27.1586054289706,26.7413701742912,26.7495274403837,27.4044795137322,27.3630050562257
"sp|O00487|PSDE_HUMAN",5,6,6,6,5,7,0.407366466211021,0.571252878538253,26.1331328944757,26.6624583930991,26.2530338313261,26.8471072384281,25.9990696742661,27.046977562778
"sp|O00505|IMA4_HUMAN",5,4,4,4,4,5,0.876776644144607,0.921441469701172,27.1980441453467,25.9695792453378,26.3191782631231,26.4880321619809,25.9828899368228,26.8310257549994
"sp|O00507|USP9Y_HUMAN",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,23.1568300980025
"sp|O00541|PESC_HUMAN",7,7,8,8,6,8,0.293344197108081,0.468743811219106,27.2609540145589,27.4918670045807,27.422331710376,27.6353773245943,27.3352511861277,27.7333495467586
"sp|O00560|SDCB1_HUMAN",2,2,2,2,2,2,0.141786446962313,0.302450976098079,24.4225182248132,24.2766422070696,23.8918499674741,24.9421354998529,24.4066484939852,24.3870261302005
"sp|O00566|MPP10_HUMAN",8,9,10,9,8,10,0.376249585283134,0.545644251938249,27.6402715755607,27.6182710840574,27.9836295650188,27.9908248207768,27.6667362248734,28.0923473881651
"sp|O00567|NOP56_HUMAN",3,3,4,4,4,4,0.693131786024243,0.802143803600802,25.9813867158069,26.0280085553341,26.1710819737408,25.8495408138024,26.2315286696351,26.2999320488461
"sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN",24,24,24,21,24,25,0.398287891858498,0.564174870994591,30.6161738414014,30.5723134850491,30.5805182427209,30.652087841841,30.605007777321,30.8290736063595
"sp|O00584|RNT2_HUMAN",1,0,0,2,0,2,0.0147548672798969,0.0604922780132253,23.3375212630733,NA,NA,24.7783195543518,NA,24.5632096415486
"sp|O00629|IMA3_HUMAN",8,10,9,8,10,9,0.973656641855433,0.982573309783972,28.9103225801155,28.6704602443691,28.5670828986155,28.5895839745464,28.8477753243469,28.7255310433289
"sp|O00743|PPP6_HUMAN",2,2,2,1,1,2,0.158696546220525,0.322968917037988,24.6779031226687,24.9241255190366,25.0192858047371,23.2877395539311,23.3345318567109,25.2766291045013
"sp|O00763|ACACB_HUMAN",1,1,0,1,1,1,0.0938986579339148,0.231320057323071,20.7037763892659,21.7102930298239,NA,22.3505030784467,21.8314931165734,21.7722850639884
"sp|O00764|PDXK_HUMAN",6,6,6,6,6,6,0.837359634216566,0.898193453796402,27.3723319846238,27.2097612188035,27.2037674532565,27.4390185078236,27.0495461682978,27.3943291174376
"sp|O13516|RS9A_YEAST",7,6,6,6,7,7,0.00069480138071111,0.00619900479647025,25.3501025052608,25.2222438706907,24.9927878285402,24.275122343846,24.2716219874987,24.358267137219
"sp|O13535|YH11B_YEAST;sp|P0CX68|YL11A_YEAST;sp|P0CX67|YG13A_YEAST;sp|Q12088|YL11B_YEAST;sp|Q04670|YM14B_YEAST;sp|P0C2I2|YD14B_YEAST;sp|Q03855|YD11B_YEAST;sp|Q03619|YE12B_YEAST;sp|P0CX69|YM14A_YEAST;sp|P0C2I4|YH11A_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX66|YE12A_YEAST;sp|Q12316|YG13B_YEAST;sp|Q03856|YD11A_YEAST;sp|Q12485|YG12A_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|P0C2J0|YP13B_YEAST;sp|Q92393|YO12B_YEAST;sp|Q12269|YG12B_YEAST;sp|Q12141|YG11B_YEAST;sp|Q04711|YM11B_YEAST;sp|Q03434|YM12B_YEAST;sp|P47100|YJ12B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I7|YL14B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|Q99231|YD12B_YEAST;sp|P0C2I8|YL14A_YEAST;sp|P0CX74|YJ11A_YEAST;sp|P0CX75|YL13A_YEAST;sp|Q12441|YD12A_YEAST;sp|Q12193|YB12B_YEAST;sp|P47099|YJ12A_YEAST;sp|Q04706|YM11A_YEAST;sp|Q12217|YB12A_YEAST;sp|Q12085|YG11A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P47098|YJ11B_YEAST;sp|P0CX76|YM12A_YEAST;sp|Q92392|YO11A_YEAST;sp|Q12273|YO11B_YEAST",1,1,1,1,1,1,0.000684062317095117,0.0061450759472981,24.9607878092756,25.0065008240424,25.0195711690681,23.9120231651629,24.0675266986964,24.2941165312301
"sp|O13563|RPN13_YEAST",2,2,2,2,2,2,0.000636255682595373,0.00588538720532667,25.7252816043369,25.7783320295673,25.9348098024394,24.893970936683,25.0781177078787,25.0206956226511
"sp|O14455|RL36B_YEAST",4,4,4,3,3,4,0.000977638028524367,0.00780383147150723,27.8569647134023,27.5777274482494,27.2908655479337,26.1345894548168,26.3251679058092,26.5776442733075
"sp|O14467|MBF1_YEAST",4,4,4,4,4,4,0.000286550696299927,0.00397190142587429,29.2782238297315,29.1825324976027,29.1517504954889,28.0515962857572,28.3381946991195,28.258688237498
"sp|O14497|ARI1A_HUMAN;sp|Q8NFD5|ARI1B_HUMAN",13,13,17,14,15,14,0.264793345429009,0.439991296303149,27.2896648099751,27.2823703772284,27.5961633537485,27.3727915877241,27.8282491412324,27.6029993709737
"sp|O14530|TXND9_HUMAN",4,4,4,5,4,4,0.315367226883081,0.488959893980014,26.3746283710256,26.3104955673719,26.6224105162875,25.6742731577094,26.5327971288373,26.2835220705086
"sp|O14545|TRAD1_HUMAN",5,7,7,7,7,8,0.11179101576324,0.26028944225698,25.5892051429262,26.1160424801558,26.431609523964,26.3519550081948,26.5156060252395,26.5932896649505
"sp|O14562|UBFD1_HUMAN",1,1,3,2,1,2,0.395603721223757,0.562232655705861,23.6627647830813,NA,24.2679435129934,24.0103093944861,24.2096839828736,24.344634666877
"sp|O14579|COPE_HUMAN",8,8,7,8,8,8,0.00711214298457152,0.0345620506034982,28.0962785873826,28.2233242317612,28.1813450711769,28.6710325049783,28.5599675575036,28.5967022501015
"sp|O14617|AP3D1_HUMAN",3,2,3,4,3,3,0.186171449581634,0.356106100427528,25.037584474731,23.9407184532805,24.6466768505615,25.2800102643007,24.9116919426533,24.8207069266306
"sp|O14646|CHD1_HUMAN",8,7,8,7,8,7,0.546702771882168,0.687121760508634,26.4036374127237,25.713281570885,26.6641904310997,26.2058434932699,26.7876120232981,26.3537053275199
"sp|O14647|CHD2_HUMAN",1,0,1,0,0,1,0.525377519039144,0.672804884075638,23.7429318014098,NA,24.702663378134,NA,NA,24.6165373612089
"sp|O14737|PDCD5_HUMAN",7,7,6,6,7,6,0.315756345376542,0.489227424009334,28.9884462930683,29.0136996312248,28.5720465308727,29.2503684206763,29.2387818383457,28.7619812979539
"sp|O14744|ANM5_HUMAN",14,14,15,14,15,15,0.284026638028035,0.458788827533308,29.5705587312425,29.6396565022838,29.600238323439,29.6164223467249,29.7691794929317,29.8319434999673
"sp|O14745|NHRF1_HUMAN",7,7,5,6,7,5,0.383424105960979,0.551515476196021,27.4380626494854,27.3655988103545,27.0370663307912,27.3970984119335,27.6189621038989,27.2904991019847
"sp|O14757|CHK1_HUMAN",3,2,1,4,2,1,0.826912338146397,0.89207018714074,24.7393138286956,24.5164819073138,23.2768039801359,25.128977307114,24.4446242451901,23.3577574410325
"sp|O14773|TPP1_HUMAN",3,3,2,2,3,3,0.568205307640942,0.705949550713881,26.3702583340055,26.151445224204,24.6705871927923,25.8567345281288,26.1371966458942,26.0340559529417
"sp|O14776|TCRG1_HUMAN",14,14,14,14,12,12,0.326385225908083,0.501738159459925,28.6773771744365,28.7946435586667,28.6104126767528,28.9216093892226,28.760502828566,28.7794208619302
"sp|O14777|NDC80_HUMAN",6,6,7,7,8,9,0.148610045047454,0.31065458351406,25.8814469455199,25.8100220892707,26.5317883963847,26.073609854207,26.7334202722087,26.964434034602
"sp|O14787|TNPO2_HUMAN",5,3,3,5,3,4,0.865195702696177,0.914803226019501,26.0423991944732,25.5995372844878,24.3179316488251,26.2426461614708,24.7298080308841,25.2933171434602
"sp|O14802|RPC1_HUMAN",3,5,4,3,4,3,0.733684505320424,0.831607274219187,24.1415575444651,25.1166924275468,24.3736872226995,24.84790966571,24.8267721922093,24.2848296947681
"sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN",10,9,9,10,9,10,0.266114845247599,0.441699805594655,30.3651794563742,30.4665128913323,30.2660318350742,30.6501062536702,30.3596152566227,30.5794214124465
"sp|O14828|SCAM3_HUMAN",5,5,5,6,5,5,0.267391847726099,0.442564886531867,26.9454725384306,26.8916956028026,26.9999462710277,27.2914260053705,26.9803373971603,27.0451980442398
"sp|O14841|OPLA_HUMAN",6,6,7,6,6,8,0.00459314405515682,0.0244714915580171,25.8269553786865,25.6477884280288,25.7929251363687,26.4067264005456,26.1965925646189,26.29617956852
"sp|O14880|MGST3_HUMAN",3,3,3,3,3,3,0.0799562007264934,0.208208711747722,25.8539188625111,25.6877715188426,25.8335398773306,26.1858698877697,25.9989940170397,25.9725297066014
"sp|O14893|GEMI2_HUMAN",1,1,2,1,2,2,0.52408125977109,0.671978886137704,22.836048490944,23.265518259973,23.8614481281133,22.5331558781371,24.1709883542985,24.3887734900968
"sp|O14908|GIPC1_HUMAN",1,1,2,0,1,1,0.745546095456264,0.839903234681269,23.6598043955018,23.5382473932442,24.4387756852483,NA,22.9415707297218,24.4426991369414
"sp|Q5SRD1|TI23B_HUMAN;sp|O14925|TIM23_HUMAN",2,2,2,2,2,2,0.937276802472569,0.960012830099992,25.8122550204783,25.5180105291744,25.6156072815999,25.9331936836516,25.2931313334285,25.7693417884877
"sp|O14929|HAT1_HUMAN",6,6,6,6,6,6,0.103799106544485,0.24695332457503,28.639019439835,28.4408418149663,28.5530438992773,28.8490088198489,28.6855447379715,28.7815303913681
"sp|P19105|ML12A_HUMAN;sp|O14950|ML12B_HUMAN;sp|P24844|MYL9_HUMAN",8,9,9,9,9,9,0.185542723883119,0.355354822595987,28.617525423981,28.6132498529317,28.6716713732608,28.714956308487,28.7657743772187,28.9567502725037
"sp|O14964|HGS_HUMAN",3,4,2,4,2,2,0.789615615755053,0.8682120593773,25.9541073746585,25.9240278065845,25.3462494149418,25.9866348389298,25.1560021024536,25.840815459899
"sp|O14965|AURKA_HUMAN",4,2,2,4,2,3,0.352366539457667,0.52523656392931,25.1207169672623,23.5343609304122,23.8433461207355,25.7828120840509,23.7468486479124,24.9216227157186
"sp|O14974|MYPT1_HUMAN",6,10,8,8,8,8,0.435912271846435,0.596081006114466,26.4715096950414,26.911051600803,26.9630518398981,26.7921004714587,27.0146708679625,26.9749620390644
"sp|O14976|GAK_HUMAN",2,2,2,0,1,3,0.714834795226978,0.817833275471129,22.9220359831939,22.785294103361,22.9067676874446,NA,21.8695092280917,24.4797100753962
"sp|O14979|HNRDL_HUMAN",6,6,6,6,6,6,0.0698118005151742,0.191041620065147,29.8574863103368,29.8368797589559,29.8509630167744,30.1618211494085,30.0206923817576,30.0711530646883
"sp|O14980|XPO1_HUMAN",27,28,28,26,27,28,0.12188014303612,0.275464975606399,30.4975861595777,30.4093757610201,30.6340618991743,30.6216699529851,30.7941923917964,30.8002027838769
"sp|O15027|SC16A_HUMAN",7,5,5,6,6,4,0.813683786579823,0.883852580870666,26.2143407031908,25.1059134437946,25.7542665559083,25.7690293798742,26.1137940226076,25.4351695534478
"sp|O15042|SR140_HUMAN",10,10,8,10,10,11,0.105421491406655,0.249630135311984,28.0286836656365,27.8612475355919,27.8076239739835,28.1774524006124,28.0738738688066,28.1217732746815
"sp|O15063|GRRE1_HUMAN",0,0,2,0,0,2,0.532894307401692,0.677879837971935,NA,NA,24.1367018393429,NA,NA,24.3766230888691
"sp|O15067|PUR4_HUMAN",24,25,25,23,23,26,0.137326591555853,0.296861981171934,29.3176930926721,29.434870747731,29.2701412515051,29.6140455331513,29.4492370868413,29.5576205096074
"sp|O15078|CE290_HUMAN",1,1,1,1,1,2,0.161403117436137,0.326564838592238,25.5484371889548,25.1671345161861,25.4026929251067,25.5997141496897,25.616317653636,27.4521009559662
"sp|O15084|ANR28_HUMAN;sp|Q8N8A2|ANR44_HUMAN",4,3,4,6,5,6,0.0181375909571281,0.0710100831406454,25.4870946367191,24.9375854798027,25.4763187816293,26.2081080671817,25.712748266675,26.2038591057955
"sp|O15105|SMAD7_HUMAN",1,2,1,0,0,1,0.0222142391202106,0.083358747794943,28.2344610764586,28.478322649399,28.4974026185662,NA,NA,27.5999047569692
"sp|O15116|LSM1_HUMAN",3,3,2,3,3,3,0.127286153142048,0.283475203971381,26.2539571129777,25.0309513861134,25.1968919571784,26.4669159912183,25.9509668374248,25.9936184610493
"sp|O15126|SCAM1_HUMAN",2,1,2,1,1,1,0.865799482138473,0.915227435728034,23.388036069518,22.1478182816292,23.4976266966986,23.9109643840784,22.5948188554446,22.2275939776894
"sp|O15143|ARC1B_HUMAN;sp|Q92747|ARC1A_HUMAN",6,6,6,6,6,5,0.358637777230686,0.531083227502785,27.5726097040381,26.8513647965296,27.5010156328682,27.5516607904175,27.679459809936,27.3754118437997
"sp|O15144|ARPC2_HUMAN",4,3,4,4,4,5,0.0183582027298173,0.0716874329587853,25.9903009334042,26.043310914223,26.1127775398946,26.294616034224,26.5508355960254,26.6904780244002
"sp|O15145|ARPC3_HUMAN",3,3,3,2,3,3,0.216388807068549,0.390745255929538,26.4938810253327,25.0210088840626,25.1802047803823,24.5146231300359,25.0721848177124,25.265395529437
"sp|O15160|RPAC1_HUMAN",5,6,6,6,6,6,0.0752454581977933,0.199858306959218,27.3542287511396,27.4377994875789,27.516894711909,27.6404966736462,27.6368201933805,27.7722970162772
"sp|O15164|TIF1A_HUMAN",4,5,2,4,4,4,0.480663844729898,0.635167958610611,24.5976735463318,24.8234950878206,22.7248660429295,24.3744056416395,24.1278165201569,25.0076369086487
"sp|O15212|PFD6_HUMAN",3,3,3,3,3,3,0.0618998500194708,0.17648549187261,27.7145928419412,27.9720576970598,28.0458050402416,28.3194266903261,28.0933166110223,28.3278989095075
"sp|O15213|WDR46_HUMAN",2,1,3,3,3,2,0.199857978136839,0.373601947149608,23.9006700155186,22.8537838724191,25.0557091141669,24.5544265089133,24.8655200185862,24.7512881302531
"sp|O15226|NKRF_HUMAN",4,5,6,6,6,7,0.0703295691403731,0.191993349472027,26.2583876656899,26.5818830181887,26.5549831506137,26.5928970880194,26.9027960945975,27.1108501349254
"sp|O15235|RT12_HUMAN",2,2,2,2,2,2,0.222388733364904,0.394949802414558,24.9413642441284,25.1548299355657,25.2205737410691,25.6516640108192,25.2182882921847,25.1712531237097
"sp|O15247|CLIC2_HUMAN",6,6,6,6,6,6,0.0550844610634099,0.16298074334282,27.0269495491578,27.0466536076178,27.3220009046332,27.5376663595938,27.3242221203565,27.5560766574171
