"","protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","abundance_Cu.complex_1","abundance_DMSO_1","abundance_Mn.complex_1","abundance_Cu.complex_2","abundance_DMSO_2","abundance_Mn.complex_2","abundance_Cu.complex_3","abundance_DMSO_3","abundance_Mn.complex_3","abundance_Cu.complex_4","abundance_DMSO_4","abundance_Mn.complex_4","abundance_Cu.complex_5","abundance_DMSO_5","abundance_Mn.complex_5","abundance_Cu.complex_6","abundance_DMSO_6","abundance_Mn.complex_6","log_ratios_DMSO..vs.Cu.complex.","log_ratios_Mn.complex..vs.Cu.complex.","log_ratios_Mn.complex..vs.DMSO.","differential_abundance_qvalue_DMSO..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.DMSO."
"726","sp|P62753|RS6_HUMAN",2,NA,1,1,1,1,4,4,4,5,4,3,3,1,2,1,2,2,21.5120517689091,23.2815985621503,20.6759781315686,20.1339704674023,23.045177730468,19.8798729087814,21.5896217754629,22.6619797407692,20.4924026023562,20.5361039485322,22.7206180395899,21.0458388005189,20.2610309079636,22.9221330326238,20.4765765151482,20.713895980373,23.2006609787983,18.9027038455791,2.18091553929273,-0.545550340781783,-2.72646588007452,4.15098073705993e-06,0.167744003164397,1.88521431018805e-06
"727","sp|Q9P258|RCC2_HUMAN",2,NA,2,NA,NA,2,2,2,2,3,4,6,3,2,2,2,3,2,19.4990737338679,20.5250655269566,19.2741355571775,15.2755152761475,19.3284649820799,19.1545509899817,18.7586712541831,19.3743326955222,18.9034729473344,17.8512726875199,19.7257584778998,20.3562859253885,17.7977056595907,20.3093635278564,19.3972710451614,18.7798820325588,20.7662500572965,19.488069714303,2.01118577062392,1.43527758924643,-0.575908181377483,0.000747444445094485,0.030776115126181,0.304573729252203
"728","sp|O00264|PGRC1_HUMAN",6,6,5,6,6,5,4,3,3,2,4,4,4,4,3,4,3,4,21.4582634148661,20.4357845742019,20.6061335142035,21.8290649779385,20.2114806353122,20.6973600077027,20.9380968458559,20.2365583429054,20.4535776009325,21.4312540134211,20.2728734998154,21.7919344068121,21.175283190727,20.8953254708043,20.710012878815,20.9931690411366,21.2201762222478,20.7450023433957,-0.7588221231097,-0.47018512201395,0.28863700109575,0.00639497256607875,0.113547400822558,0.140800376094494
"729","sp|Q9NNW7|TRXR2_HUMAN",NA,2,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9258925898404,19.3446849236118,NA,18.3437661144159,18.8349660334984,18.0000877222435,17.9100794190646,18.7133979604835,15.6617883947485,17.1037291563965,NA,NA,17.8126359106441,18.469552631664,NA,16.773813895301,19.2002854615219,17.3759597486884,1.43425788787884,-0.465707559050285,-1.89996544692912,0.00203601832393491,0.433760954874491,0.00332354416770818
"730","sp|Q14444|CAPR1_HUMAN",NA,NA,NA,NA,NA,NA,6,5,4,4,3,4,1,1,1,1,1,1,15.8955016784431,21.468029968037,19.3440272416401,NA,21.2519676073467,19.3847463410021,16.9586384635223,21.075933145399,19.323748586032,NA,21.1715069856463,19.9028630615755,NA,20.5897051968303,19.5160324077046,15.7914628251815,21.4560678471502,18.8585900257873,4.95366746935262,3.17313362157463,-1.78053384777798,7.31733885298318e-10,1.48106511703267e-06,2.69055659188763e-05
"731","sp|P30520|PURA2_HUMAN",NA,NA,NA,NA,NA,NA,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,17.7877888881087,19.8118918650794,17.5697328079266,17.8355145721797,19.7289432093436,17.4787268093675,18.2539159774059,19.8338422708145,17.1408115013653,17.8705099354835,19.7270739134986,19.3723671905365,18.1783232266042,19.4476717281295,17.031651778304,17.5791057502439,19.4956987925512,17.0985650971602,1.75666057156515,-0.302217194227634,-2.05887776579278,2.37964743190897e-05,0.313875390741922,2.38828039287577e-05
"732","sp|O76003|GLRX3_HUMAN",2,NA,1,NA,NA,1,6,6,7,6,3,4,2,NA,NA,2,1,1,19.0843636522721,21.2314623231576,19.7115857988497,19.4672884969255,20.8889408057896,19.3043254278644,18.9899954606343,20.9468201830671,19.0935536101818,18.8849247073708,21.2036980897533,20.6370566454085,19.4088684778731,20.8955894229001,19.8500799845758,19.1186738672157,21.3679078023051,19.747526245335,1.93005066078022,0.565002174987282,-1.36504848579293,3.07484556513713e-07,0.0600534679699294,8.7105859909493e-05
"733","sp|Q6IBS0|TWF2_HUMAN",3,NA,2,NA,NA,1,4,4,1,3,2,4,NA,1,NA,NA,NA,NA,19.6100302920686,20.8352015392422,18.0088047308232,NA,19.9509976587486,18.6071320451587,18.8430316025311,18.0689968611239,18.4590643420273,NA,20.5494873999034,17.1809465284548,16.237335085517,19.9262063042816,16.2853660932336,17.9479840446864,20.5118183872242,18.3704785707116,1.81418943555321,-0.340963204465908,-2.15515264001912,0.00755431907308068,0.700594620185029,0.00355509877481949
"734","sp|Q7Z4W1|DCXR_HUMAN",3,4,4,3,4,4,6,7,6,6,4,4,4,3,3,4,3,4,22.0686283961271,22.8551561977888,22.1711108120827,22.7122723632918,22.4870534553517,21.7689171570792,21.7051427811134,22.606985615814,21.7665157659842,22.6125962092234,22.493672121739,22.7019815518744,22.4465468481407,22.2501036424551,21.9836747098937,22.1719949512544,22.6233405583271,21.8828218535986,0.266521673720817,-0.240359949773,-0.506881623493817,0.0960633854334642,0.302928781026678,0.0249007707591508
"735","sp|P35659|DEK_HUMAN",2,NA,2,1,1,2,4,3,4,4,6,6,3,3,4,4,2,3,20.8016430437264,21.057761241144,21.4167246081388,17.0051453401367,20.5724511298394,21.4090599145181,20.6051168526924,21.1353062896074,21.319896168683,19.4582758126018,21.2639545634784,22.2525401289076,19.563804095776,21.5935064732335,21.1411632341639,20.0435673651624,21.9568694828971,21.2288465743469,1.68371611168402,1.88177968644377,0.19806357475975,0.00145640597266049,0.00291984336860793,0.111763722658664
"736","sp|P07741|APT_HUMAN",1,NA,3,1,1,1,5,3,5,4,4,4,3,4,3,2,2,2,20.4543018040986,22.4448667742852,21.0002053326724,19.0128652425509,22.1406399211205,20.864502239232,20.2648191119996,22.2373491497022,20.9334227696574,19.8774168813889,22.2204202510648,21.5428139086964,18.9861859466071,21.7655346856632,21.0803798687642,20.3396592041811,22.1221259102058,20.9502232159154,2.33261475020258,1.23938319068527,-1.09323155951732,1.22841885737077e-07,0.000863630844856385,0.00180260862723781
"737","sp|Q02878|RL6_HUMAN",2,4,3,3,2,3,5,5,4,5,4,5,3,3,2,2,1,3,21.5184300894752,22.854848033446,19.8669334469105,20.3253071022616,22.9255088949655,19.7184726733324,20.6779251964523,21.6147287129455,19.5782217884422,20.038140680177,22.1202535420487,20.2456118920068,19.8629868874089,22.1039997584625,18.6318502482142,20.3950265035285,22.3190666321993,19.2012358354239,1.85343151912733,-0.92924842916225,-2.78267994828958,1.52821303478222e-05,0.0247654205441043,8.16496240902994e-07
"738","sp|Q13085|ACACA_HUMAN",NA,NA,NA,NA,NA,NA,4,1,1,2,2,3,NA,NA,NA,NA,NA,NA,19.4423214092234,19.7637521480606,18.2377896919491,16.5435398347959,19.0816690578794,18.3926499392823,19.3126492303185,18.4036530992639,18.3081817779078,17.3190751959924,18.778573682957,18.1048457026385,17.7629354276643,19.1259439046465,17.961934483097,17.656330725249,19.3222237316643,18.0165206077567,1.07316063353803,0.16417839656465,-0.908982236973383,0.00976158766901803,0.630295428249541,0.047845067725226
"739","sp|Q14376|GALE_HUMAN",NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,17.6086373084231,19.1542230674461,NA,15.265048727352,18.4376596337092,17.5890686789169,17.3247267640764,19.0457496645514,17.1393686857948,15.6864329539846,18.9304767574958,18.6783002112143,15.7066225505086,18.4665743895549,15.470124372959,15.7409217646074,18.8320062881094,15.0533341093147,2.58904995531912,0.563974200147924,-2.02507575517119,0.000115471852775297,0.440643063858695,0.00465212778676396
"740","sp|P62081|RS7_HUMAN",2,1,2,2,1,3,5,8,4,5,6,5,1,3,2,1,1,3,21.0104007340643,23.2134099692066,20.3840767649885,19.3406589916791,23.3546830672476,20.4493111413758,21.4488845818317,22.5791367083853,20.2354536260604,20.2506985866465,22.7397384868859,21.1975334767398,20.2573763321739,23.0478672786172,20.0944612681818,20.521377589155,23.2058964364624,20.2435868825386,2.55188918854242,-0.0374956092776001,-2.58938479782002,1.71434539300883e-07,0.474006340320307,9.10902938601647e-07
"741","sp|Q9BT09|CNPY3_HUMAN",2,5,3,6,5,1,2,2,1,3,2,2,3,2,1,3,2,3,20.0789768719426,20.3530970075227,20.8347123374764,21.9283521046038,19.8721625123345,19.7951633478833,20.182256732303,19.947863596756,20.2350494979722,21.8818774010056,19.9279110330832,21.2864902205536,21.4735801634377,19.9015688674804,20.0411270468934,20.9986488771897,19.8545024231433,20.4373119200592,-1.11443111836038,-0.652306296607383,0.462124821753,0.00242496849108774,0.115136617550851,0.0861818112187155
"742","sp|P16152|CBR1_HUMAN",NA,NA,NA,1,NA,1,3,4,3,5,4,4,1,1,NA,1,3,2,17.6216206514821,20.5620975220161,19.3661983981013,NA,20.1038238780145,19.3206610639347,18.2154508106536,20.4039410453504,18.9072245206685,15.6528214506085,20.4407700863645,19.6299006447516,16.2264609265775,19.9561831126277,19.5032122588108,18.5594652993341,20.4138969755841,19.5103528587001,3.05828827559506,2.11776112976334,-0.940527145831716,1.08619746804859e-06,0.000376380396414006,0.0232784949215374
"743","sp|O43252|PAPS1_HUMAN",1,NA,2,NA,NA,1,3,3,5,5,4,3,1,2,3,2,1,3,18.3865957594117,20.1249353552504,17.1670450746829,NA,20.0255738570793,18.3179062121253,19.0451562351909,19.9708334093835,17.8578753858492,16.4259865556221,20.29545899195,18.6996579155807,16.7319814843437,19.5106480536108,17.9154988430391,18.431228004162,20.390203726398,17.9085575135702,2.24875262453259,0.173567216395154,-2.07518540813743,3.46418672253279e-05,0.57828074067466,0.000236488255962628
"744","sp|O00429|DNM1L_HUMAN",1,NA,NA,NA,NA,NA,4,2,NA,1,1,2,1,NA,1,NA,NA,1,15.3483474465938,19.4977179772197,17.2371251685537,NA,19.0966981191404,15.4230906259857,NA,NA,15.3402416536675,NA,18.0691466915944,17.8606670890156,NA,18.550963398798,NA,NA,18.1390077813202,15.2088371338027,3.32235934702074,0.865644887611239,-2.4567144594095,0.00203072052303887,0.271575319162216,0.00172287418751453
"745","sp|Q9Y3A6|TMED5_HUMAN",3,4,3,4,4,3,2,3,2,NA,2,3,3,3,4,4,3,3,20.5367102413243,18.9544141309407,20.3752360885168,21.675534780238,18.8974357587869,20.4220981394464,20.3715254161683,18.907423406778,20.4243133013299,21.2052369260814,18.9161620317718,21.200828129298,20.9807277705216,19.4178042330968,20.428538183864,20.7606829993698,19.7964541630728,20.2423978435057,-1.7734540682094,-0.406167741290433,1.36728632691897,2.01046466201972e-06,0.203543048863272,0.000184256332783378
"746","sp|Q13155|AIMP2_HUMAN",4,NA,4,NA,NA,NA,5,5,6,4,5,4,3,2,3,3,2,1,20.7079969651337,21.6184706420989,20.5050371393574,16.8783462536082,21.3664325457571,22.6771543224079,20.8111215272915,21.1338922501349,20.1891387963673,20.400760510079,21.3101039136187,21.2018101400943,17.8745812237347,21.024081160636,20.537589772302,20.8085229483725,21.5274240288383,20.1216391163807,1.74984585214405,1.29183997644833,-0.458005875695717,0.00511101827553524,0.0906419001755544,0.407877172570851
"747","sp|P10768|ESTD_HUMAN",2,NA,4,NA,NA,1,5,5,4,4,3,4,2,3,2,3,1,4,19.2645611476113,21.151593544628,18.6502610638084,NA,21.0310167888601,19.3021385333598,19.9921015301627,20.9227638588594,19.0185942858365,15.5666439379527,20.8255423841953,20.3582967908455,16.6875116952155,20.4130235532573,18.5030429946632,17.7220089993975,20.7679724518392,19.4879398686832,3.00541996820528,1.37348012746483,-1.63193984074045,6.35613021822235e-05,0.064106938006453,0.0130032527597501
"748","sp|Q9BVK6|TMED9_HUMAN",4,4,3,4,4,4,1,1,1,1,3,1,5,4,3,3,4,4,22.0744657109276,19.5934091417769,21.5624158451065,22.537692137499,19.8446725300456,21.1888892732736,21.7367117942436,20.0891122839657,21.5391625984199,22.3022484444591,20.1010023296299,21.8104494506407,21.9090801298312,20.6047111201737,21.7968626744921,21.9990791690538,20.5519748075844,21.378362731513,-1.96239919547302,-0.547189135428084,1.41521006004493,1.03791431027667e-07,0.0360069614189139,3.00691379384939e-05
"749","sp|P08754|GNAI3_HUMAN",3,1,4,1,2,1,2,2,3,2,3,3,2,2,2,2,2,3,21.005225504969,19.4584588020036,19.3916784833686,19.4368228456108,19.472696669087,19.6998522031625,20.7138956700083,20.1805499281911,19.7923858074985,19.4967804161648,19.7673528125771,20.4843186860096,19.0473164819617,20.6853910764217,20.1344546730633,19.6528865387939,20.3888036476455,19.8737235487371,0.100054246402917,0.00391432405518385,-0.0961399223477327,0.209669143934697,0.759882578402871,0.423292072048733
"750","sp|P48449|LSS_HUMAN",2,3,1,2,NA,2,5,6,4,5,4,4,3,2,4,2,2,2,19.3049996293182,20.6748961062529,19.1238416544971,18.3443057917302,20.3808651557175,19.5118323788389,19.0562110187747,20.2450795739621,19.443269121334,18.1307150884971,20.4554118912192,19.9868968232245,17.3107868956401,20.0079778462389,18.8739395092767,19.1968798902284,20.3073250678381,18.9600644250933,1.78794288784,0.759324266345967,-1.02861862149403,1.50028121181579e-05,0.0521338232581893,0.00718474300934194
"751","sp|Q15019|SEPT2_HUMAN",2,1,1,1,NA,1,1,3,6,2,6,3,1,1,2,2,2,1,19.4332367542348,20.3130699965956,19.4919568019625,18.4453070228284,20.415233976078,19.6499038896721,18.7575753740818,21.1662719020986,19.2247824734774,18.5471170385193,20.7461495484768,20.1302527061613,18.4931637784452,20.9583217181892,19.8595440676844,18.319014669343,20.9111567892733,19.1914175731791,2.08579821554317,0.925407145780716,-1.16039106976245,1.42118379932606e-07,0.00425220355254431,0.00048429026950163
"752","sp|Q9BPW8|NIPS1_HUMAN",5,6,3,4,4,5,4,4,2,3,4,2,3,3,4,3,2,3,21.092074148935,20.9846169820495,20.2550138698716,21.6768501176042,20.6732476028291,20.8463064354155,20.74157592375,20.2644116732198,20.1018272756222,20.9647934159752,20.589734113649,20.5962374279877,20.9622330574095,20.0200680811687,19.7567513539704,20.1142413172368,20.4733962181604,20.1012372227621,-0.4243822183057,-0.649065732546867,-0.224683514241166,0.0299089556731478,0.0514571818307576,0.420376189519875
"753","sp|Q9UQ35|SRRM2_HUMAN",1,NA,NA,NA,NA,NA,5,4,4,6,3,3,1,2,1,NA,2,NA,17.6250586848586,20.5663158564102,19.0235827870306,NA,20.2363281187744,19.0313912760081,17.3539533249307,20.1521088822863,19.0091014456241,NA,20.6556679537771,19.9120768812581,16.3173675641739,19.7927996338711,19.3014127313884,17.5590528151871,20.0163834118858,18.4067214545401,3.02274254554657,1.90018966535399,-1.12255288019258,9.14819861501536e-08,0.00010635939854755,0.00267502512033435
"754","sp|Q9NSD9|SYFB_HUMAN",NA,NA,NA,NA,NA,NA,4,4,3,6,4,5,1,1,3,1,2,NA,17.4528033160231,20.9214992064386,19.5529538661554,NA,20.2476130528892,18.3636300202928,18.632033820722,20.0878810424384,19.4854940069433,NA,20.6430026832688,20.2914215551841,NA,20.4310515900317,19.2725044949716,16.2260727040465,20.7223903251031,17.5198021612179,3.07193636976443,1.64399773719698,-1.42793863256745,3.30654446085807e-05,0.0216264955975817,0.0100403047646561
"755","sp|Q9UBQ7|GRHPR_HUMAN",NA,NA,NA,NA,NA,NA,4,6,4,3,2,2,1,1,1,1,NA,NA,17.0214963189812,20.5431976470752,17.5961294678463,16.3186660181673,20.7662573376387,17.3750962947357,16.9805095778961,20.3658938825967,17.7453593959166,17.6425550643676,20.6703341410373,19.3701100115084,18.5673980577141,20.0329902163069,17.3619644999945,17.5621599761851,19.6033307935923,17.3135722566184,2.98153650082262,0.444907818884751,-2.53662868193787,4.73478830605036e-07,0.357867938713514,1.89284739964991e-05
"756","sp|Q9Y2B0|CNPY2_HUMAN",5,6,6,6,4,6,4,4,4,4,4,4,3,5,4,6,5,6,22.064868881133,21.533200555251,22.2485038117563,22.8753423378449,21.1799774070228,21.901423860887,21.7658611122831,21.1745383708132,21.6933924121318,22.9034533636351,21.3370074267945,22.9494988484906,22.7501942027454,21.0558114967705,22.0979703787851,22.3045741406558,21.3145517141821,22.0378703171044,-1.17820117791053,-0.289272401523683,0.88892877638685,0.00012053110773187,0.358372980153703,0.00342029992263437
"757","sp|Q15427|SF3B4_HUMAN",1,1,NA,1,1,1,2,4,1,2,2,4,1,1,1,1,1,1,17.5418429594582,19.7371208600033,18.4154555079021,16.8339638250793,19.5918993991835,18.7768435257528,NA,18.5962868091869,18.7459502973183,17.61785705686,19.0560633061301,19.4169385944115,17.4576853097309,19.6083255621791,18.7951795066553,17.8721364742308,19.9009598265552,18.3817934865032,1.95041216880118,1.29066302801869,-0.659749140782485,2.18466732702243e-06,0.000942818279747342,0.0347017656211527
"758","sp|Q08380|LG3BP_HUMAN",4,4,3,3,5,5,3,2,2,4,3,3,4,1,2,2,3,4,20.5262960115222,20.41588706352,19.8685124921042,21.5388056005757,19.7579677712655,20.0182709879949,20.3543097828587,19.6103337031627,20.0155324544326,21.2276272532015,20.5221972987892,21.0288631518716,21.1770593643331,20.4656742589553,20.1267128152144,20.7107702865158,20.0201440630639,20.0203165406815,-0.790444023375067,-0.742776642784634,0.0476673805904332,0.00552649826666395,0.0301419222608266,0.364598389430916
"759","sp|Q99447|PCY2_HUMAN",1,NA,2,1,NA,NA,4,5,6,4,3,4,1,1,1,1,1,NA,18.5577065286434,20.4517159566923,17.1315797785398,NA,20.9966130461113,18.0993653282082,19.1762903360435,20.7891325115822,18.3014815478953,14.7842667641572,20.2595516269401,19.2141225280635,NA,20.0725482331551,18.4902514438363,16.3018941101586,21.0820042792768,18.2314098788378,3.40355484087562,1.03966231614614,-2.36389252472948,4.99513772432413e-05,0.193310021742416,0.00122530014178911
"760","sp|P62241|RS8_HUMAN",3,3,4,3,3,4,7,7,5,6,7,6,2,3,2,4,2,3,21.9376894549504,23.9338111179667,21.0822414800191,20.8403618824041,23.69003155137,21.1925012717815,22.0593832474681,23.2429863819091,20.903390749179,21.1122683181139,23.4178169834361,21.4998156026159,20.8513636973592,23.4895175015851,20.983377332587,21.257239493847,23.8896371771801,20.7839884680677,2.26758243655073,-0.268831864982084,-2.53641430153282,5.92298215546424e-08,0.187392786330076,1.42548030214005e-07
"761","sp|Q7L1Q6|BZW1_HUMAN",2,NA,4,1,NA,2,7,7,6,3,3,4,3,3,3,3,3,2,20.671725151169,21.5156410133794,20.0425051950646,16.4351626893562,21.2868520006635,20.1433833634733,20.567026034319,21.2114965223024,20.2203868896091,18.8622879246456,21.3985032488198,20.6003723350174,16.7949390885749,21.1346616369471,20.2907397059968,19.143306601668,21.32646926225,19.3563089041235,2.56652936577158,1.363208150592,-1.20332121517958,0.000196568838897114,0.0582763837217552,0.0148950713746762
"762","sp|Q13148|TADBP_HUMAN",3,NA,4,NA,NA,NA,3,3,4,4,3,5,3,1,NA,1,NA,1,19.7587666869593,21.2852320253761,19.2690597499993,15.3265239361738,20.7095157124247,17.9124033362823,19.9891761863326,20.4804470595966,15.9326516843272,15.0566711574804,20.8255189069615,17.9525230885787,NA,20.4874848262831,16.0149066218917,15.3470133127831,21.0718356483167,16.557074285328,3.71437544054728,0.177472871788693,-3.53690256875858,0.000310282123293799,0.618962166604792,0.000126445498387915
"763","sp|P35221|CTNA1_HUMAN",1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,18.5660763421972,19.8950167985403,NA,NA,19.4353271650355,17.4595069438211,19.1676726532063,19.1860571091574,17.6471415513399,16.2103347898272,19.402723517321,18.4811493867502,NA,18.3228713410778,17.0228533620569,NA,18.3090694193633,17.9052459630249,1.11048296333898,-0.278181820344966,-1.38866478368395,0.041366934510759,0.735228832258354,0.0182111322962563
"764","sp|O94906|PRP6_HUMAN",2,NA,NA,NA,NA,NA,4,3,NA,NA,2,2,NA,1,1,1,1,NA,19.1839242763015,21.3672619631955,21.6497851788267,22.2214118853644,20.751363132275,20.9332674241147,20.9534770474688,20.4693558892178,17.4185338902646,21.9025850697174,20.5944700595448,22.0905805707262,22.0192805509811,20.5153830745479,21.1797785196223,21.4736676042823,21.0758120720341,21.1539748507714,-0.496783373883401,-0.5547376666316,-0.0579542927481989,0.0948231746953792,0.499753283316583,0.766030193196439
"765","sp|P46781|RS9_HUMAN",5,2,3,2,2,4,8,8,2,7,7,7,4,3,4,3,4,3,23.1777850953021,24.3880806310686,21.7919697685258,21.159540938316,24.0351111928836,21.7438655220932,23.1090257414787,23.7284642585513,21.6152022622245,21.6577898899776,23.9308347723122,22.49790980845,21.1948458083853,23.9212974347816,21.4718511898723,22.2374718407722,24.2683793729284,21.5770341395997,1.9559513913823,-0.306437770577733,-2.26238916196003,1.36833450316781e-05,0.363521018056395,1.57313906137699e-05
"766","sp|P17812|PYRG1_HUMAN",NA,NA,NA,NA,NA,NA,4,3,5,3,3,1,NA,NA,NA,NA,NA,NA,16.1008390928103,19.6334205493321,16.4631895553521,NA,20.000009465894,NA,18.1690503000979,20.1737997221156,17.1554191067866,NA,19.8632138095046,17.399672211498,NA,19.416480056235,17.8404557345661,NA,19.4047598508853,18.3588899077543,2.61366921254033,0.308580606737319,-2.30508860580301,0.000170458899576172,0.511473572825072,0.000182271900326851
"767","sp|Q9BXS5|AP1M1_HUMAN",2,NA,2,1,1,NA,6,7,3,3,3,4,3,3,2,3,2,1,18.9112733033171,20.6879620999634,19.5854678119003,15.8099569928572,20.7128193683776,19.679959280297,18.7279821250555,20.2209270731551,19.1189193818611,17.7592817328171,20.390557994502,20.8159245270384,17.8718738419562,20.140492023878,19.5018087737908,17.5779175756154,20.7371010413436,19.2105465007496,2.70526233826687,1.87572345066978,-0.829538887597083,3.54526794344491e-06,0.000949760902268432,0.0751612357162487
"768","sp|Q9NR28|DBLOH_HUMAN",4,5,1,3,4,3,4,4,2,3,2,1,3,3,3,1,2,2,23.0141291299846,22.0587526288667,19.6025686077819,23.9108940201752,21.573784694837,19.2969048730632,22.639903709879,19.6064454271748,19.3779301518122,23.8247151364027,20.1070010393782,17.1374192685525,23.4385425107078,19.6421075710281,18.7896725206078,19.9038780808695,19.5561673593808,19.1911420818846,-2.3646339778922,-3.88940418071943,-1.52477020282723,0.000980130708179257,5.10182942658899e-05,0.0374625531553008
"769","sp|O00764|PDXK_HUMAN",NA,NA,1,NA,NA,NA,3,3,5,5,2,3,1,1,2,1,1,1,15.7137760823667,19.7414315993313,18.605147027034,14.7019485999312,19.9029671797465,17.6160590081653,16.5093854896425,20.0482255885553,17.8140879817591,14.992241773901,19.8094914276027,18.5062262133348,14.1813937731247,17.9944448731575,17.7371885104866,14.7026921698725,18.9979723725264,17.694757590388,4.28218252534685,2.8620047403882,-1.42017778495865,7.35854148897462e-09,1.15360415874449e-05,0.00438720951210278
"770","sp|O75947|ATP5H_HUMAN",3,6,5,6,4,6,2,1,3,NA,4,4,4,5,4,4,6,5,21.8802281886243,19.8450369783441,21.6287571203653,22.4587755589288,19.4930415855541,21.5078188309622,21.1367126871538,20.2264511423195,21.2230681057638,21.8444751459562,19.3584980077052,22.168282817622,21.3015394543757,20.5716723387044,21.4907967821031,21.5889688294543,20.5345634023258,21.6008929167028,-1.69690606825667,-0.0985138818289825,1.59839218642768,7.09855592940999e-06,0.725303801928628,7.33456384492099e-05
"771","sp|Q8NE71|ABCF1_HUMAN",2,NA,4,NA,NA,NA,3,5,3,3,4,5,1,3,2,1,2,1,19.4412555346659,20.8101970086581,19.0616081976236,NA,20.6555296313373,19.3389920257458,20.2718526747438,20.4242991933721,19.3693079160853,16.1215533477853,20.6280111510864,20.3611406160154,15.3725695684115,20.7101469161701,19.77476393188,17.5404229936628,20.9107573540092,19.4009224107076,2.94029271858501,1.80159169248909,-1.13870102609592,0.000174051488099181,0.0288316886164207,0.0260065055195002
"772","sp|O00754|MA2B1_HUMAN",1,7,1,5,4,2,NA,NA,1,1,NA,NA,2,2,1,2,1,1,19.8509533679447,19.0888128195503,19.649436004905,20.4182366106373,18.3464596276244,19.6171287737436,18.5288374054415,17.6366281604435,19.327473832256,20.17352709173,18.595533075041,19.918892258785,20.1187994807489,18.5896086508665,18.8248035843115,18.7212781924031,19.5582398082208,18.6571851797757,-0.999391667859834,-0.302785419188118,0.696606248671716,0.0099557775525179,0.498190943051458,0.043050474705151
"773","sp|Q9UKY3|CES1P_HUMAN",4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,3,4,4,23.7250806876416,22.5204318885152,23.9446874000388,24.844769063113,22.1690108342831,23.4836865173841,23.5177356982398,22.8788656369591,23.4218211178848,24.6821546018932,22.4959780792754,24.6686033751248,24.5965951622763,22.0243788088997,23.8658868164595,24.0409222746569,22.4912200613112,23.7160427139128,-1.80456202976285,-0.384421591169334,1.42014043859352,3.67980651863242e-06,0.26400450424837,0.000130661437193605
"774","sp|Q96I99|SUCB2_HUMAN",NA,NA,NA,NA,NA,NA,4,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,20.4773116232542,17.3525954035405,NA,19.6331138648315,16.1440728655965,NA,19.3599103826227,NA,NA,19.5903110946489,NA,NA,19.0140909944383,16.6944532493027,NA,20.0237660194979,17.6980418144612,NA,NA,-2.71079316332369,0.000669572674599349,0.18105021277481,4.87136708104645e-05
"775","sp|Q05682|CALD1_HUMAN",NA,NA,1,NA,NA,1,5,5,4,4,3,2,4,2,1,2,2,NA,16.8300613224325,20.5214449272034,19.3612307204507,NA,20.3459428174598,18.7299874376946,16.4879199336578,20.0984133305215,18.7041214775657,16.0085759042616,20.4748313260717,19.5236381600057,16.2896367327755,20.0286800666263,19.0061485087558,16.6141658844229,19.9730313039613,18.3102319561136,3.79431867313061,2.49315442125429,-1.30116425187632,2.82106847496509e-10,8.0327745746178e-07,0.000159202071326681
"776","sp|P53004|BIEA_HUMAN",2,NA,4,NA,NA,NA,7,7,6,7,5,6,2,3,2,3,5,1,20.2434552674477,21.6195410708366,20.7560247422381,19.9138933120591,21.2309345701981,20.3504219450444,20.4729032465064,21.2925305905786,19.7439815571007,19.877939186016,21.3617131793699,21.3102896455951,19.6921597862615,20.9838291601947,20.247548594959,19.494543604982,21.5074297942979,20.3594279906231,1.38351399370052,0.512133345381283,-0.871380648319234,2.63034250876893e-05,0.102933894016332,0.00560699950722377
"777","sp|O94925|GLSK_HUMAN",NA,NA,NA,NA,NA,NA,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,16.7777420398993,21.2094319466576,16.2239306157971,NA,20.672810212353,16.4925389022311,16.4114206181328,20.7323115368937,NA,15.5815754502958,20.6864203777021,18.8950866097474,NA,20.2435177352682,NA,17.7238888136817,20.9156970585846,16.2219797612038,4.1197080807408,0.33472724174245,-3.78498083899835,9.89652839855367e-07,0.658835534726285,1.46150775573655e-05
