"protein_group","number_of_peptides_12500.amol_1","number_of_peptides_12500.amol_2","number_of_peptides_12500.amol_3","number_of_peptides_125.amol_1","number_of_peptides_125.amol_2","number_of_peptides_125.amol_3","number_of_peptides_25000.amol_1","number_of_peptides_25000.amol_2","number_of_peptides_25000.amol_3","number_of_peptides_2500.amol_1","number_of_peptides_2500.amol_2","number_of_peptides_2500.amol_3","number_of_peptides_250.amol_1","number_of_peptides_250.amol_2","number_of_peptides_250.amol_3","number_of_peptides_50000.amol_1","number_of_peptides_50000.amol_2","number_of_peptides_50000.amol_3","number_of_peptides_5000.amol_1","number_of_peptides_5000.amol_2","number_of_peptides_5000.amol_3","number_of_peptides_500.amol_1","number_of_peptides_500.amol_2","number_of_peptides_500.amol_3","number_of_peptides_50.amol_1","number_of_peptides_50.amol_2","number_of_peptides_50.amol_3","differential_abundance_pvalue_X125.amol.12500.amol","differential_abundance_pvalue_X250.amol.12500.amol","differential_abundance_pvalue_X2500.amol.12500.amol","differential_abundance_pvalue_X25000.amol.12500.amol","differential_abundance_pvalue_X50.amol.12500.amol","differential_abundance_pvalue_X500.amol.12500.amol","differential_abundance_pvalue_X5000.amol.12500.amol","differential_abundance_pvalue_X50000.amol.12500.amol","differential_abundance_qvalue_X125.amol.12500.amol","differential_abundance_qvalue_X250.amol.12500.amol","differential_abundance_qvalue_X2500.amol.12500.amol","differential_abundance_qvalue_X25000.amol.12500.amol","differential_abundance_qvalue_X50.amol.12500.amol","differential_abundance_qvalue_X500.amol.12500.amol","differential_abundance_qvalue_X5000.amol.12500.amol","differential_abundance_qvalue_X50000.amol.12500.amol","abundance_12500.amol_1","abundance_12500.amol_2","abundance_12500.amol_3","abundance_125.amol_1","abundance_125.amol_2","abundance_125.amol_3","abundance_25000.amol_1","abundance_25000.amol_2","abundance_25000.amol_3","abundance_2500.amol_1","abundance_2500.amol_2","abundance_2500.amol_3","abundance_250.amol_1","abundance_250.amol_2","abundance_250.amol_3","abundance_50000.amol_1","abundance_50000.amol_2","abundance_50000.amol_3","abundance_5000.amol_1","abundance_5000.amol_2","abundance_5000.amol_3","abundance_500.amol_1","abundance_500.amol_2","abundance_500.amol_3","abundance_50.amol_1","abundance_50.amol_2","abundance_50.amol_3"
"P10599ups|THIO_HUMAN_UPS",1,2,2,0,0,0,2,1,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.000633959818378861,NA,NA,NA,1.14793888917401e-06,NA,NA,NA,0.0232836151477327,NA,NA,NA,4.84551046903976e-05,23.5355145225183,23.8359894530533,23.9379333446259,NA,NA,NA,24.5859688528796,24.4811916323488,24.4853652056772,NA,NA,NA,NA,NA,NA,25.6418761545183,25.5445293139554,25.6262367345207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P10636-8ups|TAU_HUMAN_UPS",14,6,7,0,0,0,11,9,12,2,2,3,1,0,0,14,13,14,5,5,4,0,0,0,0,0,0,NA,7.67709807016604e-13,8.93480641194488e-11,0.000210062380246267,NA,NA,2.31655979446064e-07,6.81960392694049e-08,NA,3.13225601262774e-10,7.23719319367535e-08,0.0130561848645372,NA,NA,3.79452494332654e-05,6.83665293675784e-06,27.2769952158668,26.8143850032408,26.8610694097484,NA,NA,NA,27.8896173490518,27.8204781925233,28.0092100424046,23.2748489601698,23.0797117990313,23.3839854723254,19.0102269277908,NA,NA,29.1031579516702,28.9942921377964,29.0715776361871,25.5098665033287,25.0166416710597,24.8735329228247,NA,NA,NA,NA,NA,NA
"P12081ups|SYHC_HUMAN_UPS",11,7,7,0,0,0,14,12,14,1,1,0,1,1,1,20,19,22,3,5,4,1,1,1,0,2,1,NA,NA,NA,0.000154386121095956,4.97296254791975e-08,NA,2.58062919888666e-06,1.15202199962805e-07,NA,NA,NA,0.0116347308415056,1.01572760041261e-05,NA,0.000199715174635,1.026579604113e-05,25.817565881708,25.49553573598,25.4614995203788,NA,NA,NA,27.0146170972003,26.9472145273579,27.0539586916828,NA,NA,NA,NA,NA,NA,28.7853456513567,28.4906307343185,28.6600813983965,23.1259593971278,24.0372581322476,22.9268088368084,NA,NA,NA,NA,22.051048125909,21.714073621049
"P15559ups|NQO1_HUMAN_UPS",4,3,2,0,0,0,4,4,3,0,1,1,0,0,0,5,6,6,1,1,1,0,0,0,0,0,0,NA,NA,2.16826323572556e-06,0.00470303142905032,NA,NA,6.84431446808701e-05,1.09073675018131e-05,NA,NA,0.00013362388419324,0.0760009878934531,NA,NA,0.00295025976282277,0.000257285551072179,24.7957146962513,24.8476952702964,23.6160052497385,NA,NA,NA,25.7504223355301,25.617712481015,25.646184010783,NA,21.473517703985,20.1783416657716,NA,NA,NA,26.9882415330849,27.1627311805207,27.2340518296253,22.2765548865461,22.0524618951767,22.3144552003002,NA,NA,NA,NA,NA,NA
"P16083ups|NQO2_HUMAN_UPS",8,5,5,0,0,0,7,7,6,0,0,1,0,0,0,11,11,12,1,1,2,0,0,0,0,0,0,NA,NA,0.00113482628031475,0.0681721268261531,NA,NA,0.000145011226199543,0.000977248969603198,NA,NA,0.0296519124856435,0.27960953540879,NA,NA,0.00516366061988808,0.00943283820538703,26.2979869047357,26.4784533644582,26.4374333378702,NA,NA,NA,27.2734188338917,27.5100409174587,27.3190384882601,NA,NA,23.3859802326193,NA,NA,NA,28.753766070773,28.3858621577455,28.6175553307056,22.1883244325846,24.0937561240286,24.4717576903856,NA,NA,NA,NA,NA,NA
"P41159ups|LEP_HUMAN_UPS",5,4,4,0,0,0,4,4,4,0,2,2,0,0,0,5,5,6,3,2,1,0,0,0,0,0,0,NA,NA,8.10822864976047e-08,0.00864475363975497,NA,NA,2.77132909668625e-06,2.94716596873789e-06,NA,NA,8.20958150788248e-06,0.0979315305324287,NA,NA,0.000199715174635,8.92137724879785e-05,26.219273750376,25.5656337002097,25.7645010713993,NA,NA,NA,26.5381263213357,26.5365268191615,26.6615240785702,NA,22.6189381811512,22.6136656734451,NA,NA,NA,28.1575300556651,27.6199919428584,27.8023179073801,24.2571489716418,23.7836142850254,23.4392957012072,NA,NA,NA,NA,NA,NA
"P51965ups|UB2E1_HUMAN_UPS",2,3,1,0,0,0,3,3,2,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,NA,NA,0.00492062261277034,0.012289411355249,NA,NA,NA,0.000275616197479482,NA,NA,0.0996426079085995,0.115463306686526,NA,NA,NA,0.00368406983964241,24.0730164870638,24.3264372570701,22.7438150798796,NA,NA,NA,24.998317790679,25.0321442072667,24.7417941980056,NA,NA,21.6659691125102,NA,NA,NA,26.0213362154979,26.1180770918564,26.0057676356003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P55957ups|BID_HUMAN_UPS",5,4,3,0,0,0,6,6,6,0,0,3,0,0,0,7,7,6,1,1,1,0,0,0,0,1,0,NA,NA,2.13791767126168e-05,0.000304184460440794,1.86995587408976e-09,NA,2.91741663738812e-10,7.21435853571365e-07,NA,NA,0.000911428059853662,0.0175557888597258,7.63876974565668e-07,NA,2.38936422602087e-07,3.85727703042823e-05,25.9518424023938,25.8361722726896,25.7115805767105,NA,NA,NA,26.9334320398741,26.6701158407895,26.7403035698239,NA,NA,23.967404676089,NA,NA,NA,27.8468148596694,27.7080244014117,27.7572666442378,21.6656985946794,21.5311512673136,20.9950593549976,NA,NA,NA,NA,20.663710258151,NA
"P61626ups|LYSC_HUMAN_UPS",3,2,2,0,0,0,2,2,2,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.00219838203097818,NA,NA,NA,2.18172099141992e-06,NA,NA,NA,0.0442608565019105,NA,NA,NA,7.29058431299489e-05,25.4928772127922,25.4559072385767,25.6708169371658,NA,NA,NA,26.380273481048,26.1327561173769,26.0133429565152,NA,NA,NA,NA,NA,NA,27.3005928349458,27.1864701343472,27.3979578152746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P61769ups|B2MG_HUMAN_UPS",3,2,3,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.000829730493837616,NA,NA,NA,7.71957725830624e-07,NA,NA,NA,0.0278168781672911,NA,NA,NA,3.869438100726e-05,23.7708045311742,23.8894192142578,24.3325181797064,NA,NA,NA,25.0498833040527,24.8245204900429,24.9856359739242,NA,NA,NA,NA,NA,NA,26.6855138841269,26.6795483918931,26.3695841038667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62937ups|PPIA_HUMAN_UPS",6,3,3,0,0,0,6,4,5,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.00783619877337448,NA,NA,NA,6.3930070044449e-05,NA,NA,NA,0.095951141841204,NA,NA,NA,0.00102543832351296,25.230339974434,24.0782587374746,24.2379363635303,NA,NA,NA,25.4876580273882,25.5115460767407,25.5345157820809,NA,NA,NA,NA,NA,NA,26.776755695866,26.5875606818944,26.7055631924884,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62988ups|UBIQ_HUMAN_UPS",1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,NA,NA,4.38300201383506e-05,0.00872657202764216,NA,NA,0.000188778858178542,7.92785131388567e-06,NA,NA,0.00153712907383537,0.0979315305324287,NA,NA,0.00618439539392905,0.00019869177355426,23.247229596514,23.2118546297755,23.3114717642136,NA,NA,NA,24.0090273470229,24.0915188077196,23.9019868473857,NA,NA,21.0145248107379,NA,NA,NA,25.2061793261089,25.1870658960397,25.1951982970964,21.3498192281037,21.9977016884279,22.4587015375602,NA,NA,NA,NA,NA,NA
"P63165ups|SUMO1_HUMAN_UPS",3,3,4,0,0,0,6,8,4,0,0,0,0,0,0,8,6,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,0.0598347338806868,NA,NA,0.0138372581225705,0.000300732305148193,NA,NA,NA,0.256637976305376,NA,NA,0.188878573373087,0.00394710257071149,24.894508608519,24.1244129230138,25.1561603378026,NA,NA,NA,25.5629321528644,26.2357281943599,24.8713312666419,NA,NA,NA,NA,NA,NA,26.8981025049165,27.1599952315439,27.1173068660422,23.0348429700286,NA,NA,NA,NA,NA,NA,NA,NA
"P63279ups|UBC9_HUMAN_UPS",2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.668933622972637,NA,NA,NA,0.050649961751735,NA,NA,NA,0.832494282237726,NA,NA,NA,0.142516547910661,23.0649608214039,NA,NA,NA,NA,NA,24.8227058201509,21.6281939167053,24.3508117920981,NA,NA,NA,NA,NA,NA,25.9315011098268,25.8753653346237,26.1733512647694,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P68871ups|HBB_HUMAN_UPS;sp|P02081|CON__HBBF_BOVIN;sp|P02070|CON__HBB_BOVIN;CON__P02070;CON__Q3SX09",6,5,4,0,0,0,5,7,8,0,0,1,0,0,0,10,10,10,0,1,2,0,0,0,0,0,0,NA,NA,1.68010452512649e-09,8.45939416695089e-06,NA,NA,7.9457832480229e-09,1.5706790694274e-08,NA,NA,3.81167092652142e-07,0.00227839682896544,NA,NA,2.16919882671025e-06,4.19894871226924e-06,25.4594475726739,25.6292311452861,25.5863747950488,NA,NA,NA,26.5091192855153,26.6345256253724,26.5482908660343,NA,NA,21.6478967034565,NA,NA,NA,27.7586579490092,27.5877807894607,27.7292750892679,NA,23.0007115205463,22.9515821828829,NA,NA,NA,NA,NA,NA
"P69905ups|HBA_HUMAN_UPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5941493447732,24.1091719055726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P99999ups|CYC_HUMAN_UPS;sp|P62894|CON__CYC_BOVIN;CON__P62894",3,2,2,0,0,0,4,4,5,0,0,1,0,1,0,5,5,6,0,0,0,0,0,0,0,0,0,NA,1.50543510221181e-06,2.90931071743734e-06,8.71553727073077e-05,NA,NA,NA,7.1472553686672e-07,NA,0.00030710876085121,0.000157102778741616,0.00782461568305607,NA,NA,NA,3.85727703042823e-05,23.7610115029705,23.3195793365529,23.2641215997393,NA,NA,NA,24.9164668291356,24.7023471180426,24.8645910841683,NA,NA,20.3159593313026,NA,20.0254375194697,NA,26.304849296039,25.8517319488622,26.2090656880958,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q06830ups|PRDX1_HUMAN_UPS",4,4,3,0,0,0,6,5,6,2,1,0,0,1,0,8,7,10,1,1,1,0,0,0,0,0,1,NA,1.32800026464938e-06,7.32173675309631e-06,0.0014728485575101,1.18686905134495e-06,NA,1.39105406084432e-06,7.01967553463813e-06,NA,0.00030710876085121,0.000370662923125501,0.0351413226321443,0.000107741334994314,NA,0.000189878879305249,0.000184587774537251,25.5623655688048,25.6528797175937,25.3861426707765,NA,NA,NA,26.7303686555801,26.7560120188481,26.8132318101469,23.5492063130715,22.2968393744477,NA,NA,21.5840598740619,NA,27.9007325927135,27.7508176502069,27.9869414218556,22.2398165663798,23.052761941981,22.9700604802639,NA,NA,NA,NA,NA,21.5381928642087
"Q15843ups|NEDD8_HUMAN_UPS",1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,NA,NA,4.28656015450482e-05,0.216841450616965,NA,NA,NA,1.80237549042524e-06,NA,NA,0.00153712907383537,0.47871008770084,NA,NA,NA,6.57047792418655e-05,22.552573081718,23.3530073574448,22.8601119871264,NA,NA,NA,22.5367972241026,22.8401142199501,22.5498925274491,NA,20.5040172176315,NA,NA,NA,NA,25.6006963399724,25.5149496901179,25.5835036395309,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REV__sp|P00978|CON__AMBP_BOVIN;REV__CON__P00978",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,NA,0.590758165492201,0.822795713159425,NA,0.665375258332892,0.649069523792995,0.369781176168719,0.313327071881163,NA,0.949050449553712,0.994092954940937,NA,0.816532088050654,0.963694827310974,0.767966340521886,0.492722179703319,24.4717952330676,NA,22.8392916694572,NA,NA,NA,NA,NA,NA,NA,NA,23.3825481406817,NA,22.9926671028358,NA,NA,NA,22.3689748927231,NA,NA,24.7884327704034,23.2269863632696,NA,23.1715900950676,22.6486542583092,24.1155328109931,25.3889142433353
"REV__sp|P03875|AI1M_YEAST",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8739924707643,NA,NA,NA,NA,23.5797028944301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REV__sp|P16861|PFKA1_YEAST",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7964299192283,NA,NA,NA,21.7469718043667,NA,NA,NA,23.5776773877473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REV__sp|P31379|LDS1_YEAST",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.469427369435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4822574345144,NA,NA
"REV__sp|P32600|TOR2_YEAST;REV__sp|P35169|TOR1_YEAST",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1959222007196,NA,NA,23.4287060862466,NA,NA,NA,22.8189834496381,NA,NA,NA,NA,NA,NA,NA,NA,22.8156270222402,NA,NA,NA,23.7713995234654,20.5655533134971,21.1290274485426,NA
"REV__sp|P32657|CHD1_YEAST",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3158747508773,NA,NA,21.1366740854434,NA,NA,NA,NA,NA,NA,NA,NA,25.695949942295,25.7132484642349,NA,21.3214919257926,NA,NA,27.0295034880352,25.9896041333017
"REV__sp|P47056|IRC18_YEAST",2,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,1,0.282495476094411,0.458367154913012,0.249197287007752,0.228679253004472,0.293936113787828,0.497585593677407,0.264630184315239,NA,0.734968909788226,0.903422753336819,0.823876744801138,0.487854905267931,0.533657344365901,0.91511811173924,0.672655648113529,NA,25.490451852947,NA,NA,23.0777653057556,NA,NA,NA,NA,22.725208353467,NA,22.8685152005988,NA,22.6991899601846,25.5292807135782,NA,NA,NA,NA,22.9687217648032,NA,NA,NA,23.0459553333773,25.4343101898179,NA,NA,23.1441249875642
"REV__sp|Q04411|URC2_YEAST",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.113701858047245,0.119202582183435,NA,NA,NA,0.346134078666251,NA,NA,0.65808010275074,0.634396580696928,NA,NA,NA,0.751946446757717,NA,NA,21.165815095925,21.2476628404253,NA,NA,NA,NA,NA,NA,21.5094523361015,21.6429640088728,NA,NA,NA,21.6689115795163,NA,NA,NA,21.4488654078759,NA,NA,NA,NA,NA,NA,NA,NA
"REV__sp|Q12493|NKP1_YEAST",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,0.0190186241167299,NA,NA,0.853973721883055,NA,NA,NA,NA,0.112974305581235,NA,NA,0.897623754849554,NA,NA,22.710615164417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.634020563736,NA,NA,NA,NA,NA,NA,19.5827539874349,NA,NA
"sp|O13516|RS9A_YEAST",1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.284152402602555,0.468658941241736,0.377300962278404,NA,0.782234337246914,0.916533069034688,NA,0.785328474607913,0.734968909788226,0.908374574948354,0.893762949661254,NA,0.890316468936116,0.998060450431217,NA,0.851126265723711,20.4228944422118,NA,NA,20.5446440029273,20.7953586735178,20.8281850853001,NA,NA,NA,NA,NA,20.7171389001133,NA,20.6597772347868,NA,20.3368162339198,NA,NA,NA,NA,NA,NA,NA,20.4558591482568,NA,NA,20.5102595002304
"sp|O13547|CCW14_YEAST",3,3,2,2,2,3,1,2,2,3,3,2,3,3,3,3,1,2,3,3,2,3,3,2,4,3,3,0.576521228470257,0.689705022617695,0.615470351425454,0.0426953311534365,0.344188547654766,0.602212873977515,0.185151456040212,0.00530304978915578,0.863337091649835,0.964065788589125,0.985988430672831,0.23248190981158,0.570035379094823,0.95094634422613,0.607230733403058,0.0303788995064495,24.6855852327983,26.1885767336795,25.921707353076,25.6313304697343,25.5731636280776,26.4399270348649,23.5484441588939,24.1762044958607,25.834126455258,24.8518445335486,26.1627817375555,25.0186605107421,25.467298233679,25.5076871199488,26.4263216357051,24.5257479039088,23.4828585693628,24.1070479522395,26.3482183435477,26.4288629656005,26.0703460809338,26.0598293991579,26.0451024963288,25.4824750388109,26.4875484525011,25.9066418598264,25.8498449247315
"sp|P43538|YFG6_YEAST;sp|P40105|YRF12_YEAST;sp|P0CX15|YRF17_YEAST;sp|P53819|YRF16_YEAST;sp|P0CX20|YRF11_YEAST;sp|P0CX21|YRF15_YEAST;sp|P0CX22|YRF18_YEAST;sp|P40889|YJW5_YEAST;sp|P40434|YIR7_YEAST;sp|O13559|YRF14_YEAST;sp|P38899|YH18_YEAST;sp|Q03099|YMN3_YEAST;sp|Q07888|YL067_YEAST;sp|Q99208|YL066_YEAST;sp|Q3E7X8|YE077_YEAST;sp|Q08995|YP204_YEAST;sp|Q3E7Y5|YB111_YEAST;sp|P0CX14|YRF13_YEAST;sp|P38721|YHF0_YEAST",1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,0,0.135750300428359,0.91814855674267,0.290097600838874,0.0821115214191592,0.182296533748955,0.0799134921607884,0.279264119135544,0.788318360975137,0.558719657552507,0.978956089334793,0.84993920491707,0.304372233500689,0.392971683569647,0.502655002797935,0.68201781962923,0.853213664645154,23.5259496584828,23.704147796316,25.7780366069954,25.5085314480404,25.5363050735137,25.5276096668493,25.5833546283854,25.8569706724433,25.768114029441,23.7801840247373,25.747700870473,25.9694973110145,23.5636483739504,23.7881789175541,25.8944720106146,25.652428163703,23.3174119542355,23.4155227543196,25.9275164219554,23.6974539330915,25.9308449251258,25.8251774454857,25.7693107831802,25.6470602883835,23.0515062191399,23.2600982657587,NA
"sp|O13563|RPN13_YEAST",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1854247184028,NA,21.6143834489539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7552120818756,NA,21.6579750308606
"sp|O14455|RL36B_YEAST;sp|P05745|RL36A_YEAST",4,4,4,5,5,5,4,4,4,4,5,3,6,6,5,4,4,3,4,3,3,5,5,5,5,4,6,0.614214368260992,0.000857965339256952,0.518571764021729,0.0812310923057966,4.53609484194383e-05,0.0275780767591564,0.535307135742756,0.0833693597722434,0.888168899622126,0.0636454288030612,0.963195942712674,0.303983400351404,0.00168454067539459,0.325723320566144,0.848218877635146,0.198404233048484,26.5470941857511,26.2336054580037,26.4794810237508,26.3569252855167,26.3349174882476,26.7876133322817,26.1864592723525,26.1788277221356,26.1082182720781,26.251879645437,26.4303661258307,26.2965207407898,26.8690868963849,27.1760809068696,26.8946830813768,26.8158087705698,26.7829409620655,26.442199742283,26.4528617398808,26.3358498776478,26.7415995677555,26.7542045242107,26.7984518861933,26.7259555201423,25.6423605585491,25.5416628302953,25.8508396685857
"sp|O14467|MBF1_YEAST",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,2,1,NA,NA,NA,NA,0.00922210710287177,NA,0.611892751402659,0.457805820087684,NA,NA,NA,NA,0.0741293014331497,NA,0.881969234220559,0.610915586872416,21.7045375236948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3214255869533,21.3783912487452,NA,NA,NA,21.9796399828623,NA,NA,NA,23.9479107091438,23.462595991399,22.9523206453191
"sp|O43137|YB085_YEAST",1,3,1,0,1,1,1,1,1,1,2,3,2,1,1,2,0,0,1,1,1,1,2,1,0,1,1,0.987586398049456,0.639814215064185,0.464325745150612,0.413320444214774,NA,0.836070046090571,0.992930070210892,0.0010143753876295,0.997794009398805,0.959721322596278,0.945372191961623,0.65227132602644,NA,0.998060450431217,0.99414392115247,0.00945964024277739,23.1209658238679,23.3161980301917,NA,NA,NA,23.2119438390091,NA,23.234908369107,22.621963446307,23.0364810307695,23.1504738288523,24.1769807807502,23.3135712661717,23.4515386460667,NA,21.2975568034726,NA,NA,23.2382751982331,23.250099624386,23.1589175557713,23.1381905556789,23.1546438625163,NA,NA,NA,NA
"sp|P0C2I3|YD15B_YEAST;sp|P0CX57|YA11A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX70|YD15A_YEAST;sp|P0CX71|YE11A_YEAST;sp|P0CX72|YL12A_YEAST;sp|P0CX73|YP11A_YEAST;sp|Q07793|YD13B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|O74302|YD13A_YEAST;sp|Q12414|YP11B_YEAST;sp|Q03612|YE11B_YEAST;sp|Q12141|YG11B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P47098|YJ11B_YEAST;sp|P47100|YJ12B_YEAST;sp|Q03434|YM12B_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|P0CX76|YM12A_YEAST;sp|P47099|YJ12A_YEAST;sp|Q12085|YG11A_YEAST;sp|P0CX75|YL13A_YEAST;sp|P0CX74|YJ11A_YEAST;sp|P0C2I8|YL14A_YEAST;sp|Q12273|YO11B_YEAST;sp|Q99337|YN12B_YEAST;sp|Q92392|YO11A_YEAST;sp|Q12470|YN12A_YEAST;sp|Q12112|YN11B_YEAST;sp|Q12391|YN11A_YEAST",9,8,7,7,6,8,7,7,8,7,6,8,7,9,7,7,8,8,7,8,9,7,8,7,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5276455366086,22.2226547326051,NA,NA,NA,NA,NA,NA,NA,21.5609854540302,NA,NA,21.7525864908862,22.0860966097523
"sp|P00044|CYC1_YEAST",2,3,2,3,2,2,3,1,2,3,3,3,4,2,3,2,2,2,3,2,2,2,2,2,3,3,4,0.0211716887371178,0.00355770009439095,0.0657489356211833,0.212988039544046,0.00212311461701151,0.18444832240021,0.227662881934922,0.726882400919405,0.286607817103644,0.183322478962878,0.505979684529889,0.475398718098314,0.0255085976779177,0.69195351781264,0.640741925445707,0.810792330371854,22.2859880856121,21.7794184616305,22.0335518161238,23.479691923364,22.9832223836434,NA,23.2105418574011,NA,22.075763961986,NA,22.8936091155981,23.0280581967916,24.3293092355319,23.0634200225916,22.9903360969646,21.6431861577945,21.508569717571,22.4980337818333,22.9629083175917,21.971787327338,22.7479028911142,21.9907874272055,23.4338987205295,22.4247635314418,23.7098877407912,23.306841790021,23.6692968022061
"sp|P00045|CYC7_YEAST",0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.11007302131403,0.108657296624485,NA,NA,NA,0.032502232331551,NA,0.565541248541642,0.503374869401003,0.65808010275074,NA,NA,NA,0.351204677138148,NA,0.693034659320888,NA,NA,20.4291302124526,21.0958243555688,NA,20.8050578589834,NA,NA,NA,NA,NA,NA,20.953572323117,NA,20.9532438977875,NA,20.6108804726045,NA,NA,NA,NA,21.3857808014265,NA,NA,NA,NA,NA
"sp|P00128|QCR7_YEAST",2,2,2,1,1,1,2,2,2,3,3,3,3,2,2,2,1,2,1,3,2,3,1,2,0,1,2,0.00329569945111512,0.6826466561594,0.283583916634722,0.812890363830738,0.213669481292322,0.598866119363249,0.739811831235671,0.198285916705251,0.123134411627328,0.964065788589125,0.848576862816325,0.913512397740246,0.43369674578359,0.95094634422613,0.9238953496929,0.360831058702362,23.2690636681936,23.6652806763753,23.5296414199702,21.3412063426922,21.2372968874753,21.4684741732899,23.2737726451888,23.6210164530389,23.1114289521384,23.9164780216238,24.2712263714257,24.3813820939381,24.1198651426457,23.4577456158248,23.6782844745696,23.4326544416917,21.1554287048797,23.3327387435874,22.7107081575598,24.3590244809561,24.0370035463694,24.425356705213,21.4687447743988,23.5494888837467,NA,21.793868026242,23.3525368200695
