"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"O00115",2,2,2,2,2,2,0.959158085296195,0.972637520343521,24.2171817222192,24.2587337457256,24.6050611984295,24.021966861492,24.4654093211724,24.5615105298259
"O00116",12,13,13,12,12,12,0.402117870562252,0.558185408495179,27.9611838284851,27.8801871353711,28.0731485287675,28.2746322939423,27.8488301262763,28.216385577856
"O00139",6,8,7,7,8,8,0.351668843863662,0.515532561007401,26.238369422681,26.6576262457454,26.7447433593965,26.5125277833135,26.7859210128869,26.9340175388347
"O00148",7,7,8,7,7,7,0.83047088335364,0.888144914634604,29.2539445231341,29.1576200322872,29.1554233037507,29.4719262758487,29.1156221727789,29.078328217666
"O00151",14,15,15,15,15,16,0.198436668308783,0.360930360686951,29.2706172852368,29.6310090657133,29.411631605749,29.9003629457213,29.7128943579859,29.4508074010238
"O00154",8,7,8,8,7,7,0.381652989835635,0.541801363591847,28.0754234486602,28.1093285561637,27.4183275330594,28.4726319116067,27.8684102354737,28.0095939031259
"O00161",5,7,7,6,6,6,0.627823554029646,0.744922896735669,27.4508438095636,27.1077323919428,27.087568021465,27.6392255083657,26.6803405343636,26.8938493373926
"O00165",3,3,3,3,3,2,0.639507068707976,0.752267500132583,24.7009116437738,24.5968542073219,24.4663580203655,25.1531140313784,24.73590846369,23.0591469415306
"O00170",9,8,9,8,9,9,0.629357832428734,0.745235222823436,27.2331116502329,26.8388157820867,27.0225286726698,27.4421827271182,26.9479417895256,26.9962497411916
"O00178",3,4,4,5,4,6,0.00943634189381533,0.0444202822979135,25.4732813054002,24.9348995620674,24.9394852194427,27.1393720180998,26.3774521416773,25.902318538599
"O00186",3,4,2,4,3,2,0.839082422079442,0.894484533275139,25.1708717193394,25.3347838673797,23.9225035526273,25.2004915653805,25.175898607594,23.6868134627101
"O00193",3,3,3,2,3,4,0.299413451790255,0.466035139341449,26.589337132458,26.5619435716024,26.7216086273586,26.5198407228758,26.7450335457672,27.8247682909376
"O00203,Q13367",11,10,9,8,10,10,0.188327862650894,0.350108220187584,26.9733304938758,26.8063115624162,26.7009160539496,26.9878785308207,26.9783594157998,27.0568785983596
"O00217",2,2,3,2,2,3,0.168672379341356,0.327849804279332,24.3932461484824,24.6024035134447,25.8712265437134,26.0214193774688,25.1149701390725,25.9529498247063
"O00231",18,21,22,23,23,23,0.452274722949931,0.599901788427877,30.3699570602144,31.1477879537889,31.2906866522031,30.6034875466874,31.5286651954738,31.5773454430417
"O00232",12,12,14,12,11,13,0.887178175810252,0.926237487808512,28.5330394196864,28.5108617235133,28.9178342019325,28.5061473274294,28.6336620317078,28.9011356230704
"O00233",6,6,6,6,6,5,0.946485709863608,0.962880024274135,27.4130983829152,27.5017260487683,27.4299966292431,27.4907235028883,27.638656752636,27.2448959708705
"O00244",3,3,3,3,2,2,0.265669824628297,0.432298692984653,26.2100902947059,26.6480417693778,26.5902001487575,26.8684258609292,26.6503469952431,26.5603886722872
"O00264",1,1,1,1,1,2,0.00495335114949438,0.026531682562138,27.10977231504,26.7071253991914,27.0777975523323,26.1066403453519,26.1604506397041,26.406924945272
"O00267",15,18,17,18,18,18,0.0546258649209315,0.159853962054557,28.0913144704681,28.3169430885989,28.1528930351051,28.5179718553033,28.3993270433353,28.4984822331231
"O00273",7,10,8,7,8,11,0.38270748635407,0.542383701900787,27.035287572924,27.1520218688478,26.9846245241696,26.7322791551537,27.3221337350897,28.1332104816243
"O00291",2,2,1,1,1,1,0.285541961953416,0.451556809588824,24.4106295195703,24.3989206183423,21.3967679947796,21.6331757276554,22.6961579819869,22.6952545109319
"O00299",14,13,13,13,13,13,0.439302005657737,0.588883872233872,33.5270509920365,33.6661476095898,33.4168450904343,33.7216082555623,33.5687909708196,33.6235189528632
"O00303",7,6,6,8,7,6,0.114574153445867,0.258239200827788,28.6360357698596,28.363055940692,28.79806140427,28.974119885267,28.7486659643509,28.9552781683202
"O00330",3,3,3,2,3,4,0.910708032797793,0.938006988919586,25.0332800316972,24.84118538849,24.8341322192965,24.1097106833725,25.0025957663037,25.4716541360844
"O00410,O60518",21,23,21,23,21,25,0.110734160659923,0.252914115263794,29.232030631358,29.3891980510977,29.5746373403366,29.6736640741957,29.5454710564046,29.7729422132458
"O00411",3,3,2,3,4,3,0.106764813053466,0.246882927672591,24.2812731714078,24.1562183529403,23.7371827938972,24.1068984114471,24.742191005664,24.73771275612
"O00422,Q05902",5,6,8,8,8,6,0.274691048346837,0.440797967619724,26.6506349319489,27.0226577487806,27.7331672832318,27.588550194926,27.3481598443709,27.525339481496
"O00425",13,15,18,16,17,17,0.185197252026779,0.345985771980169,28.5251382594064,28.9925159301136,28.9319651448518,29.0292819348812,29.0627490341446,29.0742842037408
"O00429",14,14,14,15,14,16,0.00543680969418756,0.0286055476722306,27.7240709388139,27.7957943391947,27.7120821759697,28.334459180457,28.1318860420368,28.2387086240724
"O00442",5,5,5,6,6,5,0.137565847434439,0.290608571890988,25.9382204083609,26.0948468423626,25.4323463070131,26.6205329407559,26.4082534972847,25.8550099442301
"O00459",0,1,1,1,1,2,0.342203981043485,0.506307721888732,NA,20.2507627934038,22.3924439407148,22.2271963985129,21.5328532749797,22.4678707688368
"O00471",1,2,2,0,1,3,0.643209855929408,0.755020446734706,23.0914009730161,24.0873541204266,23.379325892706,NA,21.6681135426734,24.4774933092685
"O00483",3,4,4,4,4,4,0.313318410328411,0.479432533770814,26.8725219349764,27.1635288027921,26.7600710852917,26.7707076815081,27.4186872221433,27.3465704121931
"O00487",5,6,6,5,7,8,0.05099164777398,0.151327152118903,26.4823591043366,26.6673817669205,26.2717347423266,26.7100588891575,26.9338885930968,27.3949561092603
"O00505",5,5,5,5,4,6,0.120170417981152,0.266687513718278,27.1253456227678,26.3179732171973,26.6354639431589,26.8500437835397,27.1920520677727,27.8082081302879
"O00541",8,7,9,9,7,8,0.22171921084311,0.38431837130012,27.4687977322743,27.4967903784021,27.5795781341551,27.7674167326075,27.5439880137528,27.7169149027261
"O00560",2,2,2,2,2,2,0.12906619449755,0.277409935492395,24.3771798525668,24.2815655808911,23.9105508784747,24.9633157409774,24.4208562023963,24.3705914861679
"O00566",8,9,11,8,8,11,0.2325186219213,0.395704703276444,27.5435749863809,27.5623215868124,27.8226538374731,27.9541131574836,27.6269204538287,27.9745362740013
"O00567",5,5,8,6,6,7,0.435586782349584,0.586219290764716,26.4499445462274,26.4244022408833,26.7441968218891,26.4787722855954,26.707184342282,26.8269316791949
"O00571,O15523",25,24,25,22,24,25,0.307213054610482,0.472657063307202,30.5708354691551,30.5843113846308,30.6025396856993,30.6776180199139,30.6310760043107,30.8184445840082
"O00584",1,2,1,3,1,3,0.809074190141531,0.876020093120016,23.292182890827,24.8581572525342,25.0425102235035,24.7692262011856,23.345970798448,25.6373520760765
"O00629",9,10,9,9,10,9,0.546549651049534,0.678118960317169,28.8649842078692,28.6753836181906,28.6684747329958,28.8508494159962,28.8818701214063,28.7090963992964
"O00743",6,6,5,5,4,6,0.506571421394762,0.645645281217497,26.167908981885,26.2810451005167,26.1652675383229,25.802892224557,25.8629209522032,26.4951567724708
"O00763",1,1,0,1,1,1,0.100053620405732,0.238045613127344,20.6584380170195,21.7152164036453,NA,22.3716833195712,21.8457008249844,21.7558504199558
"O00764",8,8,7,9,8,6,0.294779304599395,0.46168380388575,27.6460366367849,27.4339359592263,27.4075990811798,27.7948330631885,27.7221039866572,27.468638154402
"O13516",8,7,8,8,8,8,0.000531142092273672,0.00589626089686663,25.3047641330145,25.2271672445121,25.0114887395407,24.2963025849704,24.2858296959098,24.3418324931865
"O13563",2,2,2,2,2,2,0.000919226459554342,0.00794481778239074,25.6799432320905,25.7832554033887,25.95351071344,24.9151511778074,25.0923254162898,25.0042609786185
"O14455",4,4,4,4,3,4,0.000670314014185155,0.00653620865955448,27.8504122300157,27.6543202895442,27.3699754118969,26.2186897513444,26.3393756142203,26.6212245379104
"O14467",5,4,6,6,6,6,0.00718585072092996,0.0356189715323035,29.2328854574851,29.1874558714241,29.5134760192156,28.4792163576824,28.8301979305599,28.6983151716144
"O14497,Q8NFD5",16,15,18,15,15,16,0.433432843649399,0.584272562923169,27.4490274121979,27.5056624633275,27.6888678357356,27.4254445277413,27.8589691668305,27.7645018256933
"O14530",6,6,6,7,6,6,0.705195306575637,0.805140482258938,26.9168769430232,26.8591626793177,27.0388426394515,27.0135074781171,27.1183504667911,26.8364574474474
"O14545",7,7,7,8,8,8,0.0213395086083173,0.0819041474016799,26.1909869191691,26.6112479856707,26.3677063540563,26.7261071720474,26.9678576126706,26.9654691706239
"O14561",2,2,2,2,2,2,0.300035020728365,0.46644410270821,27.4788365753999,28.1929184700804,27.1464961789885,28.0627132038353,26.8982813364124,25.6058433136688
"O14562",1,2,4,3,1,2,0.33956957450123,0.503719800530312,23.617426410835,22.7830564867184,25.2533546572141,25.1984675327233,24.2238916912847,24.3282000228444
"O14579",10,9,8,10,9,9,0.0265486150813944,0.0958687830964113,28.2952826595566,28.2886270578907,28.2331023360683,28.9142533335047,28.5459069554444,28.5993435687069
"O14617",7,5,8,8,7,9,0.147061358006427,0.300932290020573,26.2904991323904,25.7958693520284,25.9997044238091,26.5021306727466,26.2533579223721,26.2067904955969
"O14618",2,1,1,1,1,0,0.541172393336435,0.674262890661651,23.6988750481009,23.217279397386,NA,23.4024522958606,23.1814304032652,NA
"O14646,O14647,P32657,Q9HCK8,Q3L8U1,Q9P2D1",11,9,14,9,10,11,0.543272888193167,0.676197083166031,26.7735669396546,26.2772429647786,27.2236450819544,26.8574526305152,27.2902280644778,26.6922697853589
"O14737",7,7,6,6,7,6,0.0913139168586968,0.224113991279532,28.9591797898429,29.0186230050462,28.8254467519543,29.2715486618008,29.4517220950901,29.0137231492338
"O14744",14,14,15,14,15,14,0.298540070743791,0.465077875781819,29.5538530949197,29.692809990597,29.6321741087286,29.6539910628566,29.85860076317,29.7630605495208
"O14745",7,7,6,6,7,5,0.364519733721625,0.527439751773652,27.392724277239,27.3705221841759,27.1120898564855,27.4182786530579,27.63316981231,27.2740644579522
"O14757",4,3,2,5,3,3,0.634702741754032,0.749738902853044,25.0253611310475,25.0025745296971,24.4109637439614,25.8345727525376,24.8774574662407,24.3506598393432
"O14773",4,4,3,4,4,3,0.618669498110643,0.736657151097798,26.705019717612,26.5742411248835,25.3969571547193,26.7463376569567,26.554874623617,26.0176213089092
"O14776",15,15,14,15,14,14,0.160295198149965,0.319137187960377,28.8386675580051,28.887169659399,28.7919397832357,29.078529815108,28.9873417800738,28.9636074949239
"O14777",9,9,10,9,11,12,0.59253145949496,0.71617047186146,26.6717486844769,26.6262711467066,26.9606420421247,26.5742500047072,27.0372117662943,26.9502991730215
"O14787",6,4,4,7,5,7,0.456442399303694,0.603057954193816,26.2361241696839,25.8716615806294,24.959399426877,26.6005790667079,25.4838718497094,26.0143477628541
"O14802",5,8,7,9,7,6,0.637172318468337,0.750724838018095,24.9220990802562,25.8516770098089,25.3575941306226,25.826304485243,25.4032584099894,25.3194278526803
"O14818,Q8TAA3",12,11,12,12,12,12,0.488044533724212,0.631270919293469,32.2346061440563,32.2463822344568,32.2581822358864,32.1968085146455,32.3889960321142,32.4066937329357
"O14828",5,6,5,6,5,5,0.246961759635525,0.411412878601266,26.9001341661843,26.8966189766241,27.0186471820282,27.3126062464949,26.9945451055714,27.0287634002072
"O14841",6,8,8,6,7,9,0.00692161259928855,0.0346835964672683,25.7816170064402,25.9892536335589,25.9424804021301,26.42790664167,26.311200691558,26.4174811865688
"O14880",3,3,3,3,3,3,0.0719869478686804,0.19256565936993,25.8085804902648,25.692694892664,25.8522407883312,26.2070501288941,26.0132017254508,25.9560950625689
"O14893",1,1,1,1,2,2,0.169077677217353,0.328339618463994,22.7907101186977,23.2704416337944,22.5683933085129,22.5543361192615,24.1851960627096,24.3723388460642
"O14908",0,1,1,0,0,2,0.0247187732555675,0.0912093964564282,NA,23.5431707670656,23.7742315136705,NA,NA,24.8071357817145
"Q5SRD1,O14925",2,2,2,2,2,2,0.331497405990423,0.496083738456409,25.5284841351283,25.3285157696282,25.4601414443243,25.8081535315832,25.3073390418396,25.7529071444551
"O14929",7,7,8,7,6,6,0.259500025218761,0.426255163375598,28.6250843841936,28.5054331339006,28.7785775877566,28.8884884259747,28.6997524463825,28.8002329491215
"O14949",2,2,2,2,2,2,0.841147110857553,0.895450849719723,25.2955907302477,25.4669913954677,25.4488085214907,25.147286240286,25.6419226171679,25.5267971457503
"P19105,O14950,P24844",8,9,9,9,9,9,0.333492163752303,0.497881714523815,28.5721870517346,28.6181732267531,28.6903722842613,28.5619301987259,28.820070184865,28.9403156284711
"O14957",2,1,2,1,2,2,0.158135112049737,0.31584254347055,24.3735364973276,24.3751340767871,24.7902041209223,24.2456383056738,24.3480998599609,24.1711508467167
"O14964",4,4,2,5,4,2,0.417875652546258,0.571074112827692,26.2095386378478,26.0747791210663,25.3649503259424,26.1249651174614,26.4458668724573,25.8243808158665
"O14965",6,6,5,8,6,7,0.013632121660931,0.0583524122960701,25.3280669691765,24.8130406913911,24.398736269412,26.1171833840078,25.8507789701953,25.5557277378464
"O14974",7,10,8,9,8,10,0.221115468541254,0.384306648692559,26.5932425632144,27.0139322070541,26.9817527508986,26.9784215536479,27.1782848280318,27.0846466872266
"O14976",2,3,4,2,3,5,0.0203195078862593,0.0793151733643706,22.8766976109476,23.8483122783649,24.2559947637817,24.7157768741353,24.8170829537025,24.9054035955277
"O14979",7,7,7,7,7,7,0.0734811996868261,0.195652893841939,29.8661027960964,29.9083628338858,29.9305006137687,30.1846694069525,30.0829093589501,30.1158304946327
"O14980",34,35,36,32,35,35,0.190678757239702,0.35279062374276,30.6553123934219,30.6719430050919,30.8771610607433,30.7839619837392,31.0298449556115,30.976871085397
"O15014",2,0,1,1,1,0,0.00310887510828622,0.0186495583989949,23.3133167737556,NA,23.3831502853549,24.3901986657465,24.4959058563107,NA
"O15027",11,9,10,12,10,8,0.953768014621059,0.968143537349471,26.6448129832022,25.8860879430865,26.5573500896072,26.6032755381779,26.530941541335,26.0039993492014
"O15042",10,10,9,10,11,11,0.0847821541137,0.213964325157718,27.9915688561621,27.9084123931528,27.8646441069802,28.1986326417369,28.1311309323857,28.1007816845797
"O15067",25,26,26,24,25,27,0.104239010848482,0.244661358641115,29.3349541390873,29.4986350044877,29.3636557335922,29.6906875123143,29.5405362227084,29.6243702356209
"O15084,Q8N8A2",5,4,4,7,7,9,0.00120335078338165,0.00945276019729502,25.6613275539232,25.2606606130018,25.4950196926299,26.3911621453539,26.2418674080969,26.45225380074
"O15116",4,4,4,4,4,4,0.110166127277088,0.252036852480859,26.3874409620988,25.4027533781673,25.9628610237119,26.7140992768325,26.2227143903231,26.4375155005959
"O15117",2,1,2,2,2,2,0.661803632013845,0.770046105805558,26.8557756579345,22.5897217833915,27.0477284463107,25.5886005938724,26.3065160789577,26.3195410692935
"O15126",2,1,2,1,1,1,0.885701003490575,0.924886452063448,23.3426976972717,22.1527416554507,23.5163276076991,23.9321446252029,22.6090265638557,22.2111593336569
"O15127",2,2,2,0,2,2,0.139129423971088,0.291957922923957,24.9245910403896,25.3602832456583,25.1411921471285,NA,25.5254881788249,25.4063920545479
"O15143,Q92747",7,5,6,6,6,6,0.400341086650944,0.557059600182236,27.6490535660334,26.670541082519,27.5197165438687,27.5728410315419,27.693667518347,27.3589771997671
"O15144",4,4,4,5,4,5,0.00244295171456601,0.0155407419524848,25.7725160173302,26.0025373875193,26.0229252601309,26.6944078149343,26.5111300567539,26.5790183878326
"O15145",3,3,3,2,3,3,0.214426821064256,0.378166855166047,26.4485426530863,25.025932257884,25.1989056913828,24.5358033711603,25.0863925261235,25.2489608854045
"O15160",6,7,7,7,7,7,0.0840865955603523,0.213213551292841,27.6268835185638,27.7928443157763,27.8413763717877,27.8736745418312,28.2785775641064,28.0493403543271
"O15164",6,6,4,7,5,6,0.32968695745957,0.494432548137853,25.1138397586207,25.2050656249424,24.367053338883,25.7998190817541,24.483143693917,25.8292508692133
"O15173",2,3,2,2,2,2,0.93892049431032,0.95865927163158,26.2312407241505,26.213208919369,26.2784390159592,26.0124809963399,26.3827714879744,26.3617913871076
"O15212",4,4,4,4,4,4,0.105948979606485,0.246500657638684,28.1887599380668,28.4449795838925,28.4552610279525,28.6068298351157,28.5429839138548,28.669894653445
"O15213",5,4,6,5,4,2,0.603481476651324,0.72437855003941,24.8237992449497,24.4758474169427,25.455902023964,25.0261904288364,25.5321212711573,24.7348534862205
"O15226",9,11,10,12,11,12,0.0721500238771775,0.192718017241472,27.0833629600675,27.3426982546963,27.0029245632173,27.400015242558,27.3965261617067,27.5379053747068
"O15228",1,1,2,3,3,2,0.00977690218121796,0.0455144082187391,23.6196427218227,23.5254952452341,23.5361640233533,24.1466017524235,24.133325463674,23.8652836610418
"O15234",2,2,1,2,2,2,0.385597505180161,0.544553795091842,23.4917162841426,23.432061827935,22.3738415979301,23.5114825767301,23.398245967945,23.3037508264554
"O15235",2,2,2,2,2,2,0.228807529393848,0.392030811047601,24.896025871882,25.1597533093871,25.2392746520697,25.6728442519437,25.2324960005958,25.1548184796771
"O15247",6,6,6,6,6,6,0.0557784280875158,0.162197374939575,26.9816111769114,27.0515769814393,27.3407018156338,27.5588466007182,27.3384298287676,27.5396420133845
"O15269",2,3,2,2,1,2,0.979935052032973,0.986182894564364,24.4636149135921,24.8510789502035,24.1964466150224,24.8616573207879,24.0864404697302,24.5841434200105
"O15270",5,4,4,4,5,5,0.0968980640039505,0.23326670801489,25.0558702140756,24.6957763471322,24.7846869536608,24.9532783852683,25.2673398174619,25.278447551731
"O15294",16,13,15,12,16,14,0.579797685700395,0.705336731809416,27.6362638338897,27.4480512548426,27.3952593914557,27.3745194661824,27.8775821464119,27.5283512989151
"O15305",2,1,2,2,2,2,0.487355506753193,0.630803921520539,23.959520065306,23.7035655538754,24.8250643387781,24.7308946619658,23.8365399597245,24.8124780793578
"O15347",4,4,4,3,4,4,0.185779138200856,0.346645891042676,26.8740698911774,27.3014022377031,27.4857905008382,27.2574580880225,27.7967447323892,27.6255481061783
"O15355",11,11,11,11,11,12,0.413381277099361,0.567310270460833,29.1912456474998,29.2678017236727,29.0957526635404,29.192510988425,29.3363398601086,29.3282402132541
"O15357",0,1,1,1,0,2,0.0512304911766486,0.151857518153317,NA,22.0652336288624,22.206486428861,22.6795160149791,NA,23.4430488876783
"O15371",10,12,13,14,12,13,0.585637770008408,0.710558822078422,28.4326198678076,28.7140317271058,28.8403539451541,28.8084925454261,28.629267136727,28.8095330514591
"O15372",7,8,9,8,8,7,0.647731794749351,0.758917489046387,28.2610361335311,28.5449251916309,28.7357813853381,28.0779315836178,28.7357327083874,28.4088949312409
"O15379",1,1,1,2,1,1,0.171913475517874,0.331299109057909,20.9275757219056,22.6848929036999,22.0089211805027,23.4713751847319,22.2906317919224,22.4058498265537
"O15381",7,8,12,8,9,9,0.264281980907678,0.430874805426794,25.5710979342457,26.1781217198342,26.6553667303603,26.3214276162535,26.7590425312365,26.4471110243134
"O15382",6,6,6,5,4,4,0.0161685791993567,0.0664503608917417,26.4676020342084,26.4911761294274,26.4848747946564,26.1382936077227,26.0610727396896,25.6865125146074
"O15392",2,1,2,1,1,1,0.0353168275798255,0.117746070036765,23.950353255106,23.0447611943544,24.1260349126548,23.1122744439051,22.4876233038692,22.7565195956817
"O15397",5,6,6,7,7,8,0.71811309832865,0.814732538108268,29.0776083744839,25.87892314342,25.9887277130977,29.3076905825216,26.4913686493802,26.4974460837371
"O15400",5,5,4,5,4,3,0.421623723232324,0.574077940591535,25.8162770349446,26.0967444040349,24.5823449440562,26.3084914747252,26.2243056984282,25.2476695181227
"O15446",6,6,4,6,7,6,0.0505723373802596,0.150259338886877,25.4982554800009,25.6397550487728,25.4383051790509,25.7886018028885,25.7507170051462,26.062243187039
"O15479",7,7,7,6,7,6,0.807128346030438,0.874290687748708,27.259309684007,27.137888408862,27.0241503871187,27.3110798541385,27.5430275849068,26.7436795550627
"O15498",5,5,6,6,6,7,0.0431494419980725,0.135455457757778,26.0672595836079,26.1552664372082,26.3208850044987,26.5920068387255,26.3728601924326,26.6268557243598
"O15504",1,2,1,4,4,3,0.00654558310485141,0.033227879660909,22.3562440897909,23.928697097054,22.9950371186987,24.6927676874381,25.3402001550572,24.7118715845768
"O15511",5,3,3,5,4,3,0.400070528716829,0.557059600182236,26.2259972679874,24.321773844784,25.9150641676125,26.1354905619468,25.7534069377059,25.976978754754
