"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"O14828",-21.1205989409,-21.0883407428,-21.1370231313,-21.1346826358,-20.8749318707,-21.8834784757,6,6,5,5,7,5,0.597011069580219,0.848347107438017,0.182376722400001
"O14841",-24.2934852958,-22.5952305065,-23.1423261088,-23.0512579923,-23.3066095117,-22.7600756609,6,10,7,5,6,8,0.495017970097757,0.796867584243,-0.304366248733334
"O14880",-20.8386704796,-20.7743301482,-22.2460581951,-19.9728043935,-20.4344270809,-20.1829492154,3,3,2,3,3,3,0.0420517538815411,0.246013667425968,-1.08962604436667
"O14893",NA,NA,-22.8384841007,-22.546021648,-22.7559337091,-21.8499694955,1,NA,3,2,2,2,NA,NA,NA
"O14908",NA,NA,NA,NA,NA,-23.4476327715,NA,2,1,2,3,2,NA,NA,NA
"O14925",-22.0700201695,-20.9479724208,-21.0164301732,-20.5767941555,-22.0166627204,-22.8374404764,2,3,2,5,1,2,0.403303622771708,0.747797356828194,0.465491529600001
"O14929",-20.3924022402,-20.7953206655,-20.7402760443,-20.1258772669,-20.1455609544,-20.3708247721,12,10,11,11,11,12,0.162774295572168,0.49119373776908,-0.428578652199999
"O14950",-20.4749481569,-20.0067339998,-20.163526917,-20.294009032,-20.2395048216,-19.9066314902,11,10,15,15,19,17,0.80081497987349,0.920465890183028,-0.0683545766333324
"O14964",-22.4906242881,-22.3783124364,-23.0351306541,-22.0082814951,-21.7579399037,-22.8300602459,11,9,8,7,7,8,0.277092438182864,0.632624113475177,-0.435928577966667
"O14965",-21.3779478777,-22.9449024273,NA,-21.5757791956,NA,-22.5557015689,5,5,1,7,3,2,0.85858798159862,0.940738442444927,-0.0956847702500028
"O14972",NA,NA,-23.682074879,-23.4851145963,NA,-23.8158551216,NA,2,2,1,1,1,NA,NA,NA
"O14974",NA,-23.4434240404,-24.6507692985,-23.5188350719,-23.3256737675,-24.2245415716,7,10,9,11,6,7,0.44889735480161,0.767866193613786,-0.357413199116667
"O14976",NA,NA,-25.3156689053,NA,NA,-23.4368645006,1,2,3,3,2,7,NA,NA,NA
"O14979",-19.9426348049,-20.5241827531,-19.9713403417,-20.2145013557,-20.0191953509,-19.924319552,25,23,26,23,25,25,0.746595744680851,0.904210526315789,-0.0933805470333304
"O14980",-19.9392904564,-19.9860129516,-19.8093342255,-19.52757455,-19.9345095126,-19.5802287595,49,54,65,60,67,79,0.414781052328925,0.752150537634409,-0.230774937133333
"O14981",NA,NA,NA,NA,NA,-26.5263313153,NA,NA,NA,1,NA,1,NA,NA,NA
"O15014",-25.8036803749,NA,NA,NA,NA,-25.7915096586,2,1,2,3,NA,2,NA,NA,NA
"O15027",-23.2971689621,-24.3166099339,-25.6517034359,-23.6518122714,-25.3872626957,-25.24942168,14,8,6,17,15,11,0.567152386428982,0.831407787762088,0.341004771733335
"O15042",-21.0101273114,-21.101538292,-21.0919597933,-20.9547609761,-21.0277386558,-21.1654796571,21,14,15,19,19,16,0.920925819436458,0.960878724044538,-0.0185487025666653
"O15067",-20.9767694234,-20.7731159022,-20.3950962055,-20.6390896434,-20.5311236452,-20.3868842462,25,28,32,29,31,34,0.511057791834388,0.803604436229205,-0.195961332100001
"O15069",NA,NA,NA,NA,-24.9479805854,-25.1936561656,NA,1,NA,3,1,2,NA,NA,NA
"O15084",-22.708303232,-23.2396856365,NA,-22.9798177913,-22.3794540978,-24.6259954183,6,4,1,5,5,7,0.555384128809661,0.826730518067044,0.354428001550001
"O15091",NA,NA,-24.9195392163,NA,NA,-24.9191456887,NA,NA,1,NA,NA,1,NA,NA,NA
"O15116",-20.4036413337,-20.6653133645,-19.3339881403,-19.4221762347,-19.5671162427,-19.9531851456,7,6,7,6,5,8,0.255083525014376,0.611483967188665,-0.486821738500002
"O15127",NA,NA,-22.7795737597,-21.8784530155,-22.4243416896,NA,NA,2,1,3,2,2,NA,NA,NA
"O15143",-22.9051956704,-21.252885815,-20.7901815553,-22.1837169823,-21.732579696,-20.5604532201,4,8,7,7,10,7,0.766482173663025,0.905433287482806,-0.157171047433334
"O15144",-22.5085584123,-23.4757138042,-22.3487679822,-21.0982258368,-22.7625884849,-21.748441252,6,7,6,7,5,7,0.0953576768257619,0.39047619047619,-0.907928208333335
"O15145",NA,-22.8080295479,NA,NA,-22.663043249,NA,2,2,1,2,3,1,NA,NA,NA
"O15160",-20.9678068063,-20.918985053,-21.2053436643,-20.6636040145,-20.4563682224,-21.6443482166,4,5,8,5,8,7,0.759569292696952,0.904712762297902,-0.109271690033331
"O15164",-23.3841485445,-22.567601221,-23.8111956097,-22.8942822862,-23.1417690001,-22.6607559627,6,6,5,4,6,10,0.371301035077631,0.713871154962275,-0.355379375400002
"O15173",NA,NA,NA,NA,NA,-23.0506831241,0,3,2,2,2,2,NA,NA,NA
"O15182",NA,NA,-22.490711626,NA,NA,-22.8364248543,1,NA,2,2,NA,1,NA,NA,NA
"O15198",-24.4174963112,NA,NA,NA,NA,-24.3763874599,1,1,1,3,1,1,NA,NA,NA
"O15212",-20.5187816641,-20.721462593,-20.8533370746,-19.7940957642,-20.4330134513,-20.0544422166,7,4,5,8,7,4,0.0877179413456009,0.368650217706821,-0.604009966533333
"O15213",NA,NA,-23.973928647,-23.9171632648,-23.9542648758,-24.1474559677,3,1,2,2,2,3,NA,NA,NA
"O15226",-22.9752935998,-21.7827935402,-22.2848605301,-22.1484827228,-22.6504020396,-21.315007216,14,20,12,15,12,21,0.486913024726854,0.790206433029285,-0.309685230566664
"O15228",NA,NA,-24.6935702271,NA,-24.2476987356,NA,NA,NA,2,4,4,NA,NA,NA,NA
"O15234",-23.4334046225,NA,NA,-25.1504541032,-22.6379427078,-22.9021261448,2,1,NA,2,4,3,NA,NA,NA
"O15235",-21.693123317,NA,NA,-21.1591075849,NA,-20.8330790513,1,1,2,2,NA,2,NA,NA,NA
"O15247",-20.4348856314,-20.365759888,-20.2104624575,-20.2000848924,-20.6594600086,-20.2938066555,7,6,7,6,5,8,0.848971966647499,0.940127388535032,0.0474145265333341
"O15258",NA,-22.0333814856,-22.2777381912,-21.866393175,NA,-21.9151799377,1,1,1,1,1,1,0.345808510638298,0.700183936235438,-0.264773282050001
"O15260",NA,NA,NA,NA,NA,-23.6162098955,2,1,1,NA,NA,1,NA,NA,NA
"O15269",-23.9648998174,-22.8057849936,-22.7163940218,-22.0663387524,-23.3979533768,-22.1495418918,4,4,4,5,3,4,0.216315267395055,0.549593495934959,-0.624414937266668
"O15270",-23.046275125,-22.8427293055,-22.8136647294,-22.1685503628,-22.2967393984,-23.2188492102,3,2,2,4,5,3,0.365516101207591,0.712609970674487,-0.339510062833334
"O15294",-22.1528442483,-22.0361471767,-22.0354854373,-22.3928643415,-22.6781720424,-22.2779284466,15,15,16,10,13,13,0.19786170212766,0.52997393570808,0.374829322733333
"O15305",-22.7120557992,-22.6097031829,-22.7006342909,-21.975460844,-23.1321461358,-23.1088271861,4,3,3,3,3,4,0.847694795859689,0.940127388535032,0.064680297633334
"O15318",NA,-22.4925946374,-22.4854075228,-22.2166722967,NA,-22.6190236951,1,1,1,1,1,1,0.798543559516964,0.918756268806419,-0.0711530841999988
"O15347",-21.1473103084,-20.1273990208,-20.7994116104,-20.593214058,-20.133768023,-20.1880839203,4,7,7,5,5,6,0.305818861414606,0.665565102445473,-0.3863516461
"O15355",-20.4170520395,-19.8298956335,-20.4067295426,-20.3577030536,-20.4044356629,-20.5057936453,17,18,11,17,16,19,0.500586112708453,0.798496946923438,0.2047517154
"O15357",NA,NA,NA,NA,NA,-24.370463895,NA,2,NA,NA,1,2,NA,NA,NA
"O15371",-20.3972439697,-20.4847960087,-20.5682890866,-20.025342754,-20.1790388789,-20.0872753324,17,16,13,23,18,18,0.151889304197815,0.473684210526316,-0.386224033233333
"O15372",-21.4065156144,-20.4120571352,-20.5070991398,-19.9639870369,-20.145269443,-20.3848881415,13,14,12,14,14,15,0.132960034502588,0.450719822812846,-0.610509089333334
"O15381",-23.3847683103,-23.5885170067,-21.8964992257,-22.9727397359,-23.1447037194,-21.7131074074,6,5,14,7,9,10,0.506334387579068,0.801583605030275,-0.346411226666667
"O15382",-21.2701789119,-21.830103302,-21.8247320584,-23.0884044105,-21.8411856436,-21.6851009816,6,4,7,5,3,8,0.215992380678551,0.549593495934959,0.563225587800002
"O15392",-21.8828367081,-22.1800276902,-22.3619663839,-21.8457788675,NA,-21.8767684235,3,1,4,2,1,2,0.358375071880391,0.710431654676259,-0.280336615233335
"O15397",-22.4893301589,-22.8293492495,-24.1669817677,-23.2277072462,-22.7662609866,-23.4013709435,9,5,6,5,9,7,0.927756900517539,0.962089552238806,-0.0301073332666668
"O15400",-21.3496618707,-21.1440206306,-21.2886292606,-20.70413179,-22.2424866427,-21.7147181299,3,5,6,4,2,3,0.482547297297297,0.786679536679537,0.293008266899999
"O15439",NA,NA,NA,-26.0204814639,NA,NA,1,1,NA,1,NA,2,NA,NA,NA
"O15446",-22.3697883473,-21.879067555,NA,-21.5952619338,-24.0310445353,-21.9308618466,5,4,3,5,5,5,0.54456282346176,0.823346648912561,0.394628154083335
"O15479",-22.3826318297,-21.6791341857,-20.9256554443,-23.5643510723,-21.6429956505,-21.1539200189,11,10,9,9,10,11,0.440545284646348,0.761831275720165,0.457948427333331
"O15498",-21.3771787718,-22.7915685182,-22.2987419018,-21.0513423824,-20.6329810756,-21.1515635127,4,4,7,5,7,4,0.0249712478435883,0.172955974842767,-1.2105340737
"O15511",-20.7193944728,-21.5358757573,-21.4606458032,-22.0863564294,NA,-21.6922698171,5,3,3,3,1,3,0.124079212190914,0.439585730724971,0.650674445483332
"O15514",-20.7259479626,-20.8977791673,-20.7151329755,-21.6210668769,-20.4872273421,-20.7073056576,2,3,3,2,2,4,0.656825761932145,0.867794004611837,0.158913257066665
"O15541",NA,-23.2274247147,-23.4940219661,-23.2664093208,-23.0340573687,-23.3029833687,1,2,2,2,2,3,0.568141460609546,0.831623931623932,-0.159573321
"O43137",-19.3492962211,-19.3267724044,-19.9996238236,NA,-19.8440827916,-20.1325169964,3,4,5,1,2,3,0.243413743530765,0.589939024390244,0.4297357443
"O43143",-21.261823524,-21.8424930151,-20.5620298242,-20.1565212039,-20.5940053323,-20.4280662281,28,25,35,36,32,32,0.0673747843588269,0.325463743676223,-0.829251199666665
"O43148",-23.9430879142,-21.8228297989,-21.4207438183,-21.5386830542,-22.1247259875,-21.7748081728,6,6,8,10,8,10,0.320109114433583,0.677813504823151,-0.582814772299997
"O43156",-24.2882467548,-23.7084322899,-22.8658017206,-23.1091203222,-24.5728257747,-22.5652311769,2,4,6,7,4,6,0.687437464059804,0.876346082435945,-0.205101163833334
"O43159",-22.6853077076,-21.4738324248,-21.8569054706,-21.4368334111,-22.1631605341,-22.1822960981,7,6,6,10,7,8,0.829978579643473,0.9322528363047,-0.077918519899999
"O43164",NA,NA,NA,NA,NA,-24.8939141549,1,NA,1,1,1,1,NA,NA,NA
"O43169",-20.4587648566,-20.5587904012,NA,-20.1958468601,-20.1573987545,-20.42231703,2,2,1,2,2,3,0.361853795284646,0.711995249406176,-0.250256747366667
"O43172",-20.3653790587,-20.5892725287,-20.8385363735,-20.2735177319,-20.7448132017,-20.5980183405,12,12,13,14,14,15,0.827909861989649,0.931707317073171,-0.0589462289333333
"O43175",-20.0144486773,-19.7013003575,-20.2731773019,-19.7195685251,-20.232640118,-19.8620632927,19,23,18,21,20,26,0.834922800460035,0.934712346477052,-0.0582181336333321
"O43181",-22.3666540726,-21.8029921469,-21.9671606117,-21.8639450936,-21.5358660961,-22.23731179,4,2,1,4,2,2,0.609772426682001,0.855686913982878,-0.166561283833332
"O43182",NA,NA,NA,-23.9337686521,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"O43237",NA,NA,NA,NA,-24.1634317429,NA,1,3,2,2,3,1,NA,NA,NA
"O43242",-19.9562697785,-20.0427018204,-19.9314904944,-20.1189080724,-19.5639441735,-19.7770853626,22,24,22,23,28,25,0.58341690626797,0.842016806722689,-0.156841494933332
"O43252",-22.0052379054,-22.0970426169,-22.8048892133,NA,-22.9149313319,-24.1647115641,11,8,7,4,9,5,0.0343100920069005,0.205194805194805,1.23743153613333
"O43264",-22.8169712228,-23.0683997574,-22.3787394455,-21.9841430983,-21.8822567589,-21.6113524648,5,10,10,7,9,15,0.0257208165612421,0.174846625766871,-0.92878603456667
"O43290",-21.0823722617,-20.4718155997,-21.378213906,-20.5328668152,-21.5988493797,-20.9592102226,13,24,19,22,21,21,0.873811817136285,0.940738442444927,0.0528415500333317
"O43314",-24.3169687,-25.209241064,-25.1874924917,NA,-25.3404551997,-23.8845969024,5,4,3,6,5,11,0.560838844163312,0.827720207253886,-0.292041367516671
"O43318",NA,NA,-23.179254402,-23.1756743797,NA,-23.2077605204,3,4,3,5,4,4,NA,NA,NA
"O43324",-19.9537008678,-21.3664557913,-19.9828086345,-20.4237508365,-20.67223452,-20.7403723606,7,5,8,5,9,8,0.663726854514089,0.86885865457294,0.1777974745
"O43390",-19.314047483,-19.2806831501,-19.1050948313,-18.8539635477,-19.2440789221,-19.1302950822,42,45,55,51,38,53,0.565202127659574,0.829394069617533,-0.157162637466666
"O43395",-21.2964925105,-21.8043504026,-22.0535272154,-21.6297292709,-22.0174962474,-21.1988630406,9,6,11,9,12,12,0.759627228292122,0.904712762297902,-0.102760523200001
"O43396",-19.9545384412,-19.6834731493,-19.9907256205,-19.8598943187,-20.0048996651,-19.5454864033,10,13,15,12,16,15,0.784623778033352,0.915087956698241,-0.0728189412999996
"O43399",-19.8997274571,-19.1620137546,-19.4205010581,-19.3595173518,-18.8512007979,-19.8254525019,10,11,10,13,12,13,0.676676394479586,0.870557426112982,-0.1486905394
"O43402",-20.8804716415,-20.9687815389,-22.1723868637,-22.9458099218,-21.6960932189,-22.0076886042,3,5,6,3,4,6,0.0955329212190914,0.39047619047619,0.875983900266665
"O43447",-19.8370514971,-19.2896722769,-19.9114591756,-19.6793452027,-19.3117159331,-19.7384996253,14,12,12,14,12,16,0.733189045428407,0.8984375,-0.102874062833333
"O43464",-23.4738736719,NA,NA,NA,-23.6902032092,NA,5,NA,NA,2,3,3,NA,NA,NA
"O43482",-22.5616749276,-21.5820281713,-22.7734580553,-21.6419117568,-22.6758708698,-22.2971167938,1,2,2,2,1,2,0.795639160437033,0.917252931323283,-0.100753911266668
"O43488",-23.1321507755,-21.9122622709,-21.9255420134,-22.2181350907,-20.827252894,-21.5630660671,7,9,6,8,6,7,0.129944939620472,0.450719822812846,-0.787167002666667
"O43491",-22.4230800192,-21.9431872109,-22.3483941182,-22.5201559057,-22.0881629575,-21.9383153748,9,15,13,9,9,14,0.840848332374928,0.940127388535032,-0.0560090367666675
"O43493",-24.2390386309,-22.8812905353,-23.0000038316,NA,-22.754411049,-23.058890182,2,3,2,1,3,4,0.333447814836113,0.689893283113622,-0.466793717100003
"O43502",NA,NA,NA,NA,NA,-23.8027142742,NA,NA,1,1,NA,3,NA,NA,NA
"O43504",-19.1992850129,-18.4432913878,-18.7594497983,-19.1103907111,-19.611731383,-18.6244143241,3,5,6,6,5,8,0.409126653248994,0.748636859323882,0.314836739733334
"O43583",-19.1547043109,-19.8780743738,-20.003068267,-19.4253645054,-19.6842707188,-19.9173723682,8,8,6,8,6,9,0.971636285221392,0.97298468650679,-0.00294645309999808
"O43592",-21.8106274721,-21.5195287112,-22.0256358901,-21.1085713535,-22.5785089094,-22.4402431443,13,17,19,19,14,15,0.549175675675676,0.826508146191105,0.257177111266667
"O43598",-20.2908917445,-20.6157426761,-19.9037201057,-20.6131085547,-19.6971655815,-20.2650952046,2,2,4,3,3,3,0.812069436457734,0.924422442244224,-0.0783283951666682
"O43615",-20.7300542861,-20.5270420269,-20.7791366843,-20.1333159559,-19.7859456034,-20.3599377462,16,15,17,17,22,16,0.0863375503162737,0.366568914956012,-0.585677897266667
"O43617",NA,NA,-22.3820773327,NA,-22.4838674656,-22.4409791992,5,3,5,7,6,6,NA,NA,NA
"O43633",-21.896174554,NA,-22.0028458226,NA,NA,NA,1,1,3,NA,NA,2,NA,NA,NA
"O43660",-21.1328575215,-20.6696231519,-20.5695108443,-20.4964470595,-20.4568238725,-20.4892739165,12,14,13,16,13,12,0.309804916618746,0.671494404213298,-0.309815556400004
"O43663",-22.5480241529,-23.3098207629,-23.4765378997,-22.5449793212,-24.1473343937,-22.7519968949,3,4,3,6,4,6,0.918133266244968,0.960878724044538,0.036642598100002
"O43665",-22.6724070763,-22.0608153928,-20.7785245405,-22.0722251027,-21.8207364167,-21.4052652569,4,3,6,4,4,6,0.861862564692352,0.940738442444927,-0.0711734110999984
"O43670",NA,NA,-23.2648041667,-23.9518520433,-22.8308930903,-23.0602318809,1,3,3,2,1,5,NA,NA,NA
"O43674",-22.1961524157,NA,-22.367838354,NA,-22.2056856333,NA,4,1,2,NA,1,2,NA,NA,NA
"O43676",-21.5785110901,-21.4026673005,-21.3752321468,NA,NA,-21.465498459,2,3,2,NA,3,3,NA,NA,NA
"O43678",-20.1500132051,-20.1820852626,-20.2395412006,-19.4151037396,-21.1968304126,-20.0215987629,2,4,3,5,3,3,0.942838556641748,0.966166519564578,0.020631082266668
"O43679",NA,NA,NA,NA,NA,-23.7995383706,1,1,1,1,2,1,NA,NA,NA
"O43681",-20.7481813716,-20.5532920635,-20.2893828771,-20.6187951878,-20.6937395631,-20.9128410096,10,7,8,11,9,8,0.465623346751006,0.776843146956952,0.211506482766666
"O43684",-19.454752996,-19.1020475449,-19.3411388486,-18.8042291376,-19.5715262086,-19.1590794123,21,22,19,27,22,23,0.694387722829212,0.878039793662491,-0.121034877
"O43707",-19.3310453898,-19.4143245915,-19.003915749,-19.3484773542,-18.8425406758,-19.2223470215,100,90,109,100,104,104,0.697174238067855,0.878457059679767,-0.111973559600003
"O43709",NA,NA,-23.2067129478,NA,NA,-23.1180228991,1,2,3,2,NA,3,NA,NA,NA
"O43715",NA,NA,-21.3662044443,NA,-20.8774257799,NA,1,1,2,NA,2,2,NA,NA,NA
"O43719",-23.1174639005,-22.3152691228,-22.2173682406,-22.9299463747,-22.9667893517,-22.3623490949,4,5,7,6,6,11,0.576673231742381,0.83790628957366,0.202994519133334
"O43747",-25.1496297932,-22.5732204127,-24.7659100895,-23.5326543532,-24.4630393164,-22.7375130884,10,10,9,9,11,10,0.365282058654399,0.712609970674487,-0.585184512466668
"O43765",-20.1391486815,-19.6691372027,-19.8175043583,-19.6342938459,-19.555181075,-19.677646378,13,13,11,12,14,13,0.378168631397355,0.725028702640643,-0.252889647866667
"O43768",-21.6218768854,-19.7858592139,-20.0483828618,-19.6863494431,-19.7576368252,-19.4624261695,7,8,5,6,7,9,0.108986342725704,0.411764705882353,-0.849902174433335
"O43776",-19.5459594173,-19.3925209509,-19.359973448,-19.5367998273,-18.8997497309,-19.4616903464,27,32,33,31,34,37,0.654273576768258,0.867720786733513,-0.133404637199998
"O43808",NA,-22.919573834,-22.5622197411,-23.1886670064,-23.0823610198,-22.6042936926,4,2,4,3,2,5,0.513960465784934,0.809940174873447,0.217543785383334
"O43809",-19.6160209554,-20.1897291312,-19.8714312635,-20.2201171651,-20.5163291766,-19.7658627957,9,9,9,9,7,13,0.422741518113859,0.75462718138551,0.275042595766664
"O43813",NA,-22.7435862506,-22.8136361812,NA,NA,-23.0530679776,1,3,4,3,2,3,NA,NA,NA
"O43815",-22.4522604164,-23.0579363032,-22.4228273802,-22.6138400705,-23.0746372044,-22.9714560492,8,3,6,7,6,4,0.461813973548016,0.773200992555831,0.242303074766664
"O43818",-22.4080999108,-21.7959007622,-21.817318723,-21.972869616,-20.7888642451,-21.4976211211,7,6,10,6,8,9,0.16632964347326,0.496624879459981,-0.587321471266666
"O43819",-23.0188499622,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"O43823",-22.2265365374,-22.6007464785,-22.3096957325,-22.35339646,-23.6783520853,-23.0008557493,6,5,6,5,4,3,0.142807360552041,0.462845010615711,0.631875182066665
"O43837",-20.0468486579,-20.291911605,-19.993398733,-21.2744767594,-20.4176889892,-20.2300216396,11,11,14,9,12,11,0.17670529039678,0.506046511627907,0.530009464100001
"O43847",-21.643132607,-21.8401028321,-21.8217460233,-21.3362464932,-21.2861407179,-21.5251565985,20,21,24,22,28,22,0.17011313973548,0.498572787821123,-0.385812550933334
"O43852",-19.1977879266,-18.9708754812,-19.0711989415,-18.616355641,-18.66998806,-18.9154216448,26,23,24,28,24,24,0.22259358826912,0.556179775280899,-0.346032334500002
"O43865",-24.0408743863,-22.7893647707,NA,-23.59764082,-23.6866137602,NA,3,5,5,2,3,2,0.634548447383554,0.863582908663269,0.227007711599999
"O43913",-23.5832201419,-24.1885357416,-23.9796137738,NA,-22.7104789147,NA,3,3,4,NA,4,1,NA,NA,NA
"O43920",-21.3571737288,-21.5928776322,-20.6864915896,-21.635358425,NA,-21.5528951103,3,2,4,2,3,4,0.319702558941921,0.677813504823151,0.381945784116667
"O43929",-23.4239310719,NA,-22.6739379161,NA,NA,NA,5,NA,4,3,NA,NA,NA,NA,NA
"O60216",-21.1178492544,-21.2864245548,-20.9164247731,-21.5739229181,-21.0389680729,-21.3160487689,13,12,16,10,14,13,0.497958453133985,0.797450424929179,0.2027470592
"O60220",-21.0598570609,NA,-19.3347335874,NA,-19.9620375741,-19.7781247573,2,1,5,2,2,4,0.578006181713628,0.83790628957366,-0.327214158449998
"O60231",-23.8425723202,-24.251695438,-23.3724303343,-23.2132935658,-22.601554031,-22.8912859226,6,8,6,7,8,8,0.0364837550316274,0.215346534653465,-0.920188191033333
"O60232",-22.2768210582,-21.0608219323,-22.4936653457,-21.1613533639,-21.1167495691,-21.1814200457,3,2,2,2,2,3,0.0922015526164462,0.382228490832158,-0.790595119166667
"O60256",NA,-21.3815907434,-21.8344842013,-22.6405990562,-22.2577687403,-21.4034420968,2,7,7,5,7,5,0.27963269120184,0.639747191011236,0.492565825416669
"O60264",-21.9078606199,-22.2558919848,-22.3902413211,-22.2941350034,-22.5213288473,-21.7515532119,27,22,25,27,27,30,0.968460034502588,0.971643518518518,0.00434104560000037
"O60271",-23.3006473406,-22.1420867922,-22.3962939397,-22.0348258988,-22.3559882626,-21.9053482422,15,14,21,15,17,20,0.205989792984474,0.542056074766355,-0.514288556300002
"O60287",-24.1976849095,-24.6193879815,-23.6018813586,-24.2542608973,NA,-24.6053090895,7,6,9,9,8,14,0.464774008050604,0.774913237481408,0.290133576866666
"O60306",-22.6740405227,-22.5369516843,-22.0555416708,-22.8066767023,-22.7308941288,-21.8939427772,10,11,18,10,12,22,0.862431713628522,0.940738442444927,0.0549932435000002
"O60313",-21.7711530363,-21.9224127368,-21.3428792333,-22.2527908852,-21.6328250584,-21.973176097,16,16,23,14,19,22,0.409896779758482,0.748639825897715,0.274115678066668
"O60341",-20.6870693756,-21.488933523,-21.0408051166,-21.4078593968,-21.6516164075,-20.2447830766,23,23,21,20,16,27,0.926671650373778,0.962089552238806,0.0291502885666652
"O60343",-26.0495922849,NA,-26.3567185342,NA,NA,-26.1649094861,1,1,1,NA,2,3,NA,NA,NA
"O60488",-24.5646821471,NA,-24.5851400698,NA,NA,-24.4795470844,2,3,3,2,NA,1,NA,NA,NA
"O60493",-19.8821601567,-20.0914041788,-20.068467308,-19.8087135357,-19.6882286443,-20.3024640879,8,9,10,8,8,5,0.773836256469235,0.911050290797126,-0.0808751251999986
"O60502",-25.0625398555,-24.2908935067,-24.0413537573,-23.3179990468,-24.7935141881,-24.7222713706,4,9,4,5,4,5,0.675287665324899,0.870086110071134,-0.187000837999999
