"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"Q9BXV9",2,2,NA,3,2,2,20.6338147299165,20.4970857952287,4.69737642406208e-19,0.999999999594513,1
"P46379",15,15,12,17,16,15,21.4628213240883,21.4344526976317,0.0519524887389963,0.283562390576218,0.542261701978724
"Q8TEX9",12,12,14,17,17,17,20.35300447257,20.503489133678,0.412614757882487,0.00018152891277832,0.0010324456914267
"P78344",18,22,23,21,25,25,21.0391730183753,21.009563590276,4.11038364026203e-20,0.999999999408673,1
NA,NA,NA,NA,NA,NA,NA,21.0753664360265,20.5959093370558,-0.253622413322054,0.17599934913164,0.370089468014659
"P10644",5,8,6,7,6,9,21.2174767669947,20.9023553744034,-0.0707914873389253,0.320165933390757,0.600510233275201
"Q9UKK9",10,7,8,10,9,7,21.7179670462106,21.5751514027144,0.0510361522054664,0.395047620122722,0.712066827943183
"O13535,P0C2I2,P0C2I4,P0C2J0,P0CX59,P0CX60,P0CX65,P0CX66,P0CX67,P0CX68,P0CX69,Q03619,Q03855,Q03856,Q04670,Q12088,Q12193,Q12217,Q12316,Q12441,Q92393,Q99231",2,1,NA,NA,1,NA,21.7471417449951,20.6145773482457,-0.92398798935244,0.000304782510723019,0.00161186582324258
"P61163",NA,3,6,3,6,6,21.1966209859461,21.1035749583564,1.40248963502233e-19,0.99999999933896,1
"P29401",22,23,23,28,19,22,21.9802856773858,22.002805065547,0.11533811697326,0.0535013312318768,0.137880872188401
"Q12874",13,13,16,12,15,13,21.4953502588566,21.5900669340089,0.160826662610661,0.0242463383259949,0.0717735130031414
"P35250",10,7,7,11,8,10,21.0333226568831,20.8726547731149,1.61185835505245e-11,0.999991721746384,1
"O00273",8,5,10,7,7,8,21.0887480468999,20.9693732991522,0.0788845024053982,0.158344695561201,0.33945706871325
"Q9UK41",4,5,6,4,5,4,20.3954743973264,20.4242346033824,0.135684957996849,0.059358291681305,0.150404735234723
"Q9H910",8,9,8,11,8,10,21.9578957595654,21.8920685449004,0.0676507440487022,0.324357691930415,0.606218957386845
"Q13111",9,8,5,7,8,7,20.4552794904213,20.4843358365945,0.157995598887847,0.10698728438718,0.244979994358149
"Q8WWM7",18,23,20,20,15,18,21.2219979195218,21.0813305248288,4.61422941337328e-19,0.999999998812483,1
"Q9BWD1",13,17,16,15,14,14,20.6710158544971,20.572726758597,4.95674219507837e-10,0.999956433926767,1
"P31539",40,41,44,34,29,35,22.113661200206,21.1855286771356,-0.805097726095686,5.70543677363591e-34,1.20453181165001e-31
"Q92879",8,7,6,9,7,9,20.6357273488214,20.6355889335199,0.0606214902596617,0.376233141777903,0.684508280697612
"C9JQL5,Q01628",NA,NA,NA,1,NA,NA,18.9300162015522,18.4753934491979,-2.75994893475825e-19,0.999999999406298,1
"P01123",7,6,8,4,4,6,20.1387142027287,19.2457827275344,-0.663544219323369,8.44748242197304e-05,0.000510135151294893
"Q16763",4,1,3,NA,5,3,21.1128065772275,20.805869909235,-1.31744414058426e-19,0.999999999336631,1
"Q9BVC4",3,1,NA,3,3,2,19.1661309575589,19.6681849825892,0.370381791792354,0.0292916858379417,0.0837114648254494
"O15116",4,3,3,4,3,3,20.6585576033114,20.5150274761805,1.90563558926212e-20,0.999999999833301,1
"Q9H2J4",8,11,6,8,9,9,20.7718192297413,20.7848260574801,0.0899364997881718,0.157850032353893,0.338671736082865
"O95639",3,4,3,5,4,5,20.9691425834167,21.0323217271344,9.06208469923103e-05,0.978043225132788,1
"B2RUZ4",1,1,NA,1,NA,1,20.5460166953556,20.4098108513019,1.43248427734661e-20,0.999999999926521,1
"P16861",32,31,34,23,26,28,22.0683222575593,21.0442768082336,-0.832612074108613,3.42946696585247e-38,1.06474862622172e-35
"P40121",7,5,4,5,6,6,20.7230153339236,20.4939740157941,-8.92720120478988e-20,0.999999999409835,1
"P32468",6,5,5,4,5,5,20.8555718569395,19.6867824246477,-0.87202047655311,2.94577006742671e-08,3.48604807530901e-07
"O14745",6,9,10,7,9,9,21.4937652895186,21.4200746222926,0.044733269069138,0.328047500730242,0.61013811830688
"O60664",16,16,13,16,16,17,22.4650476315668,22.4534839185588,0.0873917894730714,0.16978524216566,0.359601327508167
"P10080",13,12,12,10,11,8,22.058953186828,21.003012170775,-0.793930321346355,3.82094422660186e-14,1.03420223733357e-12
"P25567",6,4,8,3,6,5,21.0771993095977,20.3011046652896,-0.545385785136887,0.000998580030527668,0.00444768388280593
"P30519",NA,NA,NA,3,NA,2,19.2404258337662,19.1826069860031,2.21478799006528e-20,0.999999999903096,1
"P56211",4,4,4,4,3,NA,20.5040819177198,20.5363706210419,1.09608278859904e-19,0.99999999949191,1
"P46779",NA,NA,NA,7,6,6,23.7467106518009,23.6404565822905,2.38276841280308e-20,0.999999999746396,1
"Q9UKF6",9,11,10,12,12,13,21.126860142148,21.0062352557559,7.15714810720856e-20,0.999999999284971,1
"P38879",9,7,10,7,7,5,23.1007053866493,21.9740908640615,-0.849096344823829,5.14453886882851e-17,2.02633404102066e-15
"P41567",1,1,1,1,1,1,23.5098802518536,23.7477053339702,0.094175420764215,0.462423455658874,0.810046796869411
"P40159",4,4,4,2,5,4,21.6846620966771,20.7198718925347,-0.7799081324802,7.55093186874476e-07,7.12948450862878e-06
"P32835",2,1,1,1,1,3,23.5530729944347,22.4277084436537,-0.924371273968193,0.000277729068914917,0.0014866673688975
"O95487",4,7,7,5,8,NA,20.1503827996549,20.0154551208065,3.10252185381703e-18,0.999999997674256,1
"P32836",1,1,1,1,NA,NA,21.8464116753926,21.0806339665502,-0.563599057343806,0.0138222031604603,0.0443486858850514
"P80217",4,3,3,6,5,3,19.8287757277415,20.0383215845685,0.194598507352394,0.343237339693677,0.634316064041747
"P35659",11,10,10,10,14,14,23.3092318473187,23.2876834153896,0.147571365747282,0.00747015611584399,0.026145546405454
"P04801",19,19,23,15,15,15,22.3906944724883,21.4058594575546,-0.794840151642704,1.81253500740941e-15,5.69438081494456e-14
"P40075",8,8,9,7,7,7,22.520756450292,21.4287917275957,-0.835547752971387,3.07044474229269e-11,6.002150870304e-10
"P21825",2,2,NA,2,NA,NA,19.6336076835786,18.7215919416135,-0.624954887088762,0.0749567491557945,0.182991051206758
"P0CX51,P0CX52",5,5,6,5,6,6,25.2014456357311,24.1368751544867,-0.939920537418589,1.27412499379751e-08,1.58979473221354e-07
"P04183",9,10,10,9,9,9,21.9538586508976,21.8774820084189,5.40243099308559e-20,0.999999999660317,1
"P06454",3,3,4,4,5,4,22.3891465651521,22.217656804908,-7.27850765182213e-12,0.999993915643784,1
"Q8NDC0",1,1,NA,1,1,1,23.000678928053,23.0863488370859,0.241576273189608,0.112057513477676,0.254930843161712
"P51159",NA,NA,NA,NA,NA,3,19.8548225501344,19.7110153020442,-3.71899082277746e-20,0.99999999982364,1
"P62328",3,3,3,3,3,4,24.8274842633445,24.6623629215456,9.41914920005331e-21,0.999999999903735,1
"Q13177",9,11,11,10,11,10,21.8313275187706,21.673276724223,4.00804898365945e-20,0.99999999962239,1
"P40462",8,4,NA,NA,NA,NA,19.36495965847,18.4582008416996,-0.553409922333578,0.0306963286868436,0.0871518143136957
"Q06677",4,5,4,NA,NA,NA,19.0004971588299,17.942656561912,-0.821217867052716,0.00563891990531295,0.0205398338579998
"P25451",2,5,3,1,1,2,20.1864683334574,19.5188266403248,-0.609327069102156,0.00987068167831494,0.0330358008231745
"P08047",2,4,2,5,2,4,20.8030158995978,20.5740150945462,-1.02950232088876e-20,0.999999999878516,1
"P63165",NA,1,NA,1,1,2,21.5349116525034,21.5395222958013,5.19927674264779e-20,0.999999999761584,1
"P47756",15,14,15,15,14,14,23.0781014168104,22.844118537571,2.77925157053582e-20,0.999999999690274,1
"O60234",3,NA,2,NA,NA,NA,20.6327023656959,20.5380838360247,8.31111227672558e-20,0.999999999650844,1
"O14467",6,4,7,5,5,5,23.9878819683587,22.7791493000657,-1.01979572581611,2.52347231816756e-09,3.56605754354285e-08
"O95747",8,8,5,9,9,6,21.585773882755,21.7367462121147,0.127253385682745,0.203419390689695,0.415498275565096
"P07384",18,21,20,22,20,21,21.3572723619999,21.2407174312422,0.0725068731507671,0.134413739354545,0.296959278490283
"P38166",NA,1,1,NA,NA,NA,21.0525906348503,19.9770752247348,-0.41886873786294,0.230475515595636,0.458864493139859
"Q00955",39,39,48,34,28,29,21.5647003476535,20.5953690495408,-0.773675159264853,1.06506510743086e-24,9.52781972376288e-23
"P10081",22,16,19,13,14,17,22.1934663166973,21.2325878700172,-0.698016766617597,2.52756247448915e-11,5.03414141145424e-10
"P09436",30,30,32,20,25,26,22.0843546226004,21.2039664235006,-0.811742645543635,6.48202296651875e-25,6.00212582759403e-23
"P16403",NA,2,NA,1,1,NA,23.3120915964557,22.5023122505258,-8.62706020478639e-20,0.999999999832211,1
"P10412",NA,NA,NA,NA,NA,1,23.4250289621818,23.3226230920818,1.12339801801238e-19,0.999999999583335,1
"Q04067",7,NA,6,3,1,NA,21.7658649857478,20.724648424867,-0.794496529399999,1.81036538748459e-06,1.56641123199076e-05
"Q12402",3,3,4,2,3,2,22.1663970608502,20.8822110790854,-1.09940265456233,1.36672189363859e-05,9.86806861097742e-05
"O75534",22,26,24,29,23,30,22.0504530022741,22.103261266849,0.189907966218565,0.000136838112240478,0.000795409203089472
"Q07551",14,17,15,10,13,12,22.2491398503909,21.3466904227143,-0.749966769231293,1.79561364206945e-09,2.61081234238087e-08
"Q00245",NA,NA,3,NA,NA,NA,19.5675917881198,19.4621161291476,-1.26403604923922e-20,0.99999999995655,1
"P87108",2,4,2,2,NA,1,20.9696079606596,20.1433930212381,-0.566593590870244,0.000326297430160412,0.00170683630960025
"P21243",8,8,6,5,6,4,21.8114832491304,20.7820232416929,-0.930557099412692,1.11175357211879e-08,1.39710365562929e-07
"Q12996",8,7,7,5,9,4,20.8914812260795,20.9036741269912,6.23107425998716e-20,0.999999999482605,1
"P11387",10,7,7,11,9,8,20.8445329415847,20.7572551753322,3.88117670350576e-20,0.999999999636684,1
"Q9UQ80",29,30,28,32,34,30,23.5756876660285,23.5793814147905,0.113920522995826,0.0174502614370898,0.0544019373094862
"Q15102",7,8,9,6,11,8,22.1179400122405,21.9987670205801,2.02515446770855e-10,0.999967728206928,1
NA,NA,NA,NA,NA,NA,NA,20.1209478635726,20.1379295427264,3.4699125628849e-20,0.999999999810539,1
"P37198",7,6,7,7,8,8,21.6370560280864,21.7579974043424,0.299925282972824,0.0256059657881202,0.0752496032459346
"O15247",6,6,6,6,6,6,21.7078084206483,21.7625363484404,0.221232821486898,0.00143995232992154,0.00617389796695849
"O43719",4,7,9,7,6,9,20.4043963834356,20.3804140617109,0.197860762904252,0.0377341721068248,0.103368341366957
"Q12792",NA,2,NA,3,2,1,19.5167041444319,19.5087973096035,1.1584556952265e-20,0.999999999937349,1
"P43616",8,11,13,8,8,7,22.6046916182937,21.6125792894022,-0.760950584790323,2.0772983111766e-13,5.3223206244612e-12
"P84090",4,4,5,4,4,4,24.1663205414325,24.2248215855522,0.13473742593672,0.0994618340996212,0.231259718228106
"P17649",10,10,8,5,4,8,20.5583954292978,19.6397736332666,-0.651985522475118,0.000113969601096448,0.000675119589884461
"P14020",10,10,9,6,7,9,21.4927483292041,20.4818297207054,-0.74890934727156,3.17593517590015e-07,3.18075632986736e-06
"P49720",6,7,5,9,3,10,21.4840883819969,21.298100222265,9.70648282408246e-17,0.999999994381687,1
"P30613",19,18,18,22,21,19,21.7550520644456,21.8231661068522,0.18459150643915,0.0636839685800853,0.159300467377104
"Q9BZK7",6,5,5,5,4,4,20.3646552085657,20.3388699252534,0.106140063444879,0.177191248735366,0.372299128513241
"P13489",16,20,13,20,20,18,22.3848005410837,22.436658682938,0.228386167486159,0.000441592106081768,0.00221762429676458
"P78406",9,12,11,11,11,12,20.9724771687035,20.8368401346271,5.20629107693498e-20,0.999999999422925,1
"Q9UMS4",14,15,15,16,21,17,21.5786095123083,21.5244711470676,0.162576722186253,0.0166349559512787,0.0522614866136007
"P07277",2,3,3,NA,NA,NA,19.9903977848023,19.0424866421025,-0.58532828170018,0.00281795368755861,0.0111326044632742
"P62306",7,5,5,5,6,6,20.7909402694732,20.9720605659363,0.26702714825456,0.0126386405846526,0.0411008903301272
"P0CX55,P0CX56",8,10,10,7,8,9,25.5722226226219,24.3686706021759,-0.947424003015863,6.34786727658876e-10,9.99022834257785e-09
"Q96I25",10,10,10,10,7,10,21.5378172121599,21.5137428924956,0.151428625415745,0.0852919726388544,0.203194210870198
"Q15717",9,9,10,14,11,14,21.3961991912094,21.535010957446,0.277147976743888,0.00903873389065472,0.0306991232142057
"P21399",10,11,12,11,9,11,20.6861805055322,20.6574660216833,0.194449524002642,0.00555868376185788,0.0202755583241782
"P39015",9,8,9,8,8,8,23.4115645723282,22.5127703611201,-0.715944795580234,1.23827849110671e-11,2.58325449646688e-10
"Q99496",5,5,4,3,5,4,20.3076777843037,20.0912766830685,-5.16344285818495e-20,0.999999999598787,1
"P68402",4,4,5,6,5,5,22.3813667305989,22.3693667793787,8.35950369364701e-20,0.999999999378688,1
"P46988",3,3,NA,NA,NA,NA,19.3220854315631,18.5435587522319,-0.494476669841511,0.0371160372606504,0.102030439927975
"P26785",6,4,4,5,5,5,24.4718709687201,23.5094271960273,-0.792450222006924,5.24260610214866e-05,0.000333781363174194
NA,NA,NA,NA,NA,NA,NA,18.0315089709953,18.9834094964079,1.21306514336946,0.000693472313718101,0.00323906802814525
"P32356",10,7,8,NA,NA,NA,20.4512483540613,19.327560418865,-1.00552619926846,1.52501215492898e-06,1.35050573048912e-05
"P14832",9,7,7,8,8,7,23.9006009876707,22.9293028778612,-0.8672913161631,9.55713434656689e-12,2.02580542494699e-10
"P15454",8,8,7,7,7,5,22.3287183410721,21.2369064206365,-0.931940313121011,2.52552949726718e-15,7.79517233133109e-14
"P36421",7,6,6,7,5,8,22.0926343264716,20.9330158349151,-0.870593486927499,1.88073145019388e-06,1.61406513725582e-05
"P22203",13,12,13,12,9,10,23.5388052746503,22.6945006682226,-0.65886468113543,1.11990580541307e-07,1.19895797991281e-06
"P41920",3,6,4,4,NA,4,21.4730966249195,20.3879826816094,-0.872321259329759,4.60207577779519e-06,3.6636132662448e-05
"Q9Y2V2",2,2,2,2,3,2,21.8514845030197,22.0118991326354,0.220368248537881,0.472216827598693,0.824465900121038
"P16152",4,7,8,6,7,5,20.6189862854878,20.6664164434338,0.139078034359104,0.161434128848487,0.345098959928033
"P25788",9,9,9,9,8,8,23.0552201977666,22.9353663247565,0.0733962194077641,0.189211887655162,0.39240092064595
"P62820",4,4,4,4,5,3,19.3280017771435,19.4131380032567,7.78332029285594e-20,0.999999999549355,1
"P06787",7,7,7,7,6,6,23.4305418142667,22.4436118217859,-0.773211253964667,1.85192930239245e-08,2.25218499032888e-07
"P22515",25,26,29,24,19,25,22.1703574979551,21.0958267923375,-0.877936545839347,1.76186222209062e-32,3.20658924420492e-30
"P47095",2,1,2,NA,NA,NA,19.6133718656539,18.9028382724186,-0.499929461865694,0.0989915103159244,0.230267603105971
"P31109",NA,NA,NA,NA,1,1,20.9898385090087,19.859800523041,-0.87592445349864,0.000699012475474446,0.00325342843523292
"P38115",4,5,7,6,6,8,21.9717957485944,21.0526550069565,-0.840679575407673,9.33707240326354e-10,1.4161226478283e-08
"Q00341",20,19,19,23,24,25,20.955917966271,20.9601935799567,0.157560214706717,0.00261309620534119,0.0103854832618907
"P49959",9,14,13,11,14,13,20.4188124290119,20.414229174368,0.0691627116768238,0.30373180418826,0.573969374330696
"Q01662",7,6,4,3,5,5,21.1423758017646,20.1537947473508,-0.787556728183252,0.000145048851105601,0.000839438416815088
"Q9Y241",1,1,1,NA,1,1,22.3622936602337,22.5218521512344,0.213618201456631,0.181805930439372,0.379877949667064
"O94742",1,1,2,1,NA,NA,20.7279058595988,20.7257306373772,1.21938098424344e-19,0.999999999821271,1
"P21965",7,7,7,NA,3,5,21.3104280776146,20.434529361045,-0.668375772158855,1.66930651306568e-05,0.000117788767058298
"P0CX47,P0CX48",9,9,9,8,9,9,24.8535887649693,23.6340490737596,-0.922666465227022,1.93422954288391e-10,3.32536271248902e-09
"Q08971",NA,4,1,2,4,4,22.220815874221,21.1513499970495,-0.943258472443587,1.70075031510242e-06,1.48618545746863e-05
"P38197",8,6,7,5,3,6,21.1208777710104,20.0170581793441,-0.853241914462516,2.27921306677508e-09,3.26007766028154e-08
"P28496",NA,NA,2,3,NA,NA,20.5467211567634,19.674500785225,-0.719449560685449,7.9979188116813e-05,0.000485765425639285
"P26640",31,33,30,32,36,33,22.5181891743483,22.5659482716745,0.179302786545674,5.99368653867598e-07,5.76223634811144e-06
"Q06672",NA,1,1,NA,NA,NA,19.4654141735982,19.1467154312505,-0.130666491123306,0.519144224923253,0.890202475355728
"Q12285",4,4,5,4,3,4,21.4833862439907,20.5193083743731,-0.760519177196841,4.29002123093795e-06,3.45163598428209e-05
"P13029",NA,4,NA,7,8,10,19.3536940758427,21.0165543342328,1.78260974828582,1.99097317526724e-16,7.34850099234999e-15
"Q92522",4,4,3,3,4,3,20.8680117160017,20.8295577370948,4.77255617794439e-20,0.999999999612329,1
"P26784",5,6,6,4,6,5,23.394945174247,22.4400616016445,-0.78788045056925,3.90783020716871e-09,5.30219224509935e-08
"P32342",1,NA,NA,NA,NA,NA,20.6843993250286,20.1475471297535,-0.272567749384401,0.209537083162175,0.425687730919924
NA,NA,NA,NA,NA,NA,NA,19.3915997639501,18.567607061973,-0.0913122429581608,0.545731658848751,0.928553093295843
"Q92598",33,32,30,30,30,31,22.2373664709954,22.2226084940905,0.0687183551840985,0.0700075543703542,0.173148955935675
"P07274",4,3,4,4,3,NA,23.0153484577219,21.8571022843496,-0.956926902396351,2.42337878332857e-07,2.50795945458984e-06
"Q01130",6,6,5,5,4,6,21.0595896795185,21.256854117172,0.240918562228735,0.0295491525986423,0.0843029337381806
"Q9Y262",18,16,15,15,16,14,21.5937982626942,21.5748602816221,0.138570071209832,0.100982705511168,0.234074097359659
"P40510",4,4,5,4,5,2,20.7504080192605,19.7931319940996,-0.849451824417656,1.80246219643998e-06,1.56213390358131e-05
"O15400",4,5,5,5,3,2,20.8890257262324,20.9678633838774,0.275364679115436,0.0283518493792538,0.0815038458734757
"Q16658",25,29,29,27,28,30,23.261103429733,23.130707309281,0.0690180329486506,0.0738390425305336,0.180929650174632
"P05141",5,5,6,6,5,6,23.7808273385222,23.8158125379927,0.124077915560656,0.0482352048843165,0.126507487195662
"P43598",3,4,NA,NA,NA,NA,19.8280162608409,19.0077494491306,-0.607939016136815,0.0529633236312994,0.136694582946699
"P46976",NA,3,5,4,4,3,20.7912235440446,20.7911645225911,0.0174744544924323,0.736473766252286,1
"P38972",30,33,31,19,18,20,21.6328588852813,20.8054282045114,-0.746103434703953,1.0762862904864e-25,1.0924305848437e-23
"P62253",NA,2,3,4,2,5,20.6686437133007,20.6294461509638,1.47939546376906e-19,0.999999999339746,1
"P12236",NA,2,NA,2,3,2,23.3525262650818,23.380862737192,0.165562121383736,0.09826614740921,0.229186357059572
"P47912",8,7,6,NA,5,5,20.1822644183956,19.1473267728951,-0.913868604224389,1.00513627509708e-08,1.27983187872757e-07
"P46782",7,6,7,6,9,8,24.1456593172903,23.9721716652075,4.86023595339582e-20,0.999999999574115,1
NA,NA,NA,NA,NA,NA,NA,19.9809322153247,19.9512067672209,1.04198544167004e-19,0.999999999363465,1
"Q9GZS3",7,6,4,8,5,4,21.0987310892707,21.1017004384958,1.00527519940028e-06,0.997719921527671,1
"O95777",5,5,5,5,5,4,22.9958758896749,23.146401249956,0.262389636930174,0.174386240666209,0.367576109519269
"P11277",12,9,14,14,13,16,20.0019374867594,20.0253965436213,0.028040709430966,0.559648350071696,0.949477335801482
"P21242",6,6,5,4,6,5,21.6639854908212,20.6000234393989,-0.698662400746854,1.80725922546287e-05,0.000126844603616929
"O95071",13,13,16,16,12,13,20.2995481458535,20.3182757968661,0.1675226909095,0.0211700309231854,0.0640435996386308
"O00151",12,12,15,14,12,15,22.0952475111109,21.9978089491843,0.104831727688323,0.0164950294291813,0.0519145887461056
"P15104",5,6,9,6,7,10,21.5768136244478,21.6164549533593,0.186719513454695,0.0322269972159765,0.0906684921673368
"Q16186",6,5,5,7,9,5,22.2506234692966,22.2356681432596,0.0723374024753829,0.205635847391022,0.419052510629271
"Q15436",1,NA,3,3,NA,3,19.6731835705043,19.6398205151071,7.75015680156625e-20,0.999999999672113,1
"O75190",4,3,3,3,3,2,19.945105728628,19.7625189371354,1.7995496396716e-20,0.999999999925981,1
"P62937",18,17,18,20,19,20,23.230444053502,23.2048697858338,0.0737449496686627,0.321107362342423,0.601848245185834
"P55735",9,7,8,8,9,7,22.5061190698611,22.526634539973,0.195505371068507,0.00106267519063515,0.00470142469084015
"Q92945",28,30,32,31,33,28,21.9910592981655,21.8369197508236,0.0910120055521926,0.0223476384337655,0.0668276689254473
"Q5VTL8",6,5,3,3,NA,NA,18.9420525142777,18.958001836097,0.0791144418527748,0.231121439360794,0.459284245838204
"Q68E01",5,10,NA,7,6,4,20.0079088621698,20.0075929804682,4.87156579008948e-20,0.99999999980416,1
"Q8IYB3",13,11,8,13,10,10,20.1566381819225,20.1312345969765,6.28612008358359e-20,0.999999999386253,1
"Q9P258",17,18,17,19,17,17,22.7265637691513,22.5657068527106,-3.50221688483808e-21,0.999999999944463,1
"Q14103",15,13,15,14,14,15,21.8127423567696,21.7650753293029,0.135267017881827,0.037057180391767,0.101937410459722
"Q9UQ35",34,31,31,36,31,37,21.5107372304734,21.3947009967986,1.17120911359827e-20,0.999999999819479,1
