"protein_name","n_indistinguishable_proteins","Normalized.spectral.abundance.factor_A_1","Normalized.spectral.abundance.factor_A_2","Normalized.spectral.abundance.factor_A_3","Normalized.spectral.abundance.factor_B_1","Normalized.spectral.abundance.factor_B_2","Normalized.spectral.abundance.factor_B_3","Normalized.spectral.index_A_1","Normalized.spectral.index_A_2","Normalized.spectral.index_A_3","Normalized.spectral.index_B_1","Normalized.spectral.index_B_2","Normalized.spectral.index_B_3","number.of.quantified.peptides_A_1","number.of.quantified.peptides_A_2","number.of.quantified.peptides_A_3","number.of.quantified.peptides_B_1","number.of.quantified.peptides_B_2","number.of.quantified.peptides_B_3","probability_A_1","probability_A_2","probability_A_3","probability_B_1","probability_B_2","probability_B_3","Spectral.index_A_1","Spectral.index_A_2","Spectral.index_A_3","Spectral.index_B_1","Spectral.index_B_2","Spectral.index_B_3","total_number_distinct_peptides_A_1","total_number_distinct_peptides_A_2","total_number_distinct_peptides_A_3","total_number_distinct_peptides_B_1","total_number_distinct_peptides_B_2","total_number_distinct_peptides_B_3","total_number_peptides_A_1","total_number_peptides_A_2","total_number_peptides_A_3","total_number_peptides_B_1","total_number_peptides_B_2","total_number_peptides_B_3"
"B2RTY4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"B2RXH4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"B2RXH8",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,10,10,12,12,13,11,10,10,12,12,13,11
"B4DXR9",3,NA,NA,NA,NA,-14.3095724554,NA,NA,NA,NA,NA,-23.2682963808,NA,NA,NA,NA,NA,1,NA,0.9951,NA,0.9945,0.9984,0.8432,0.9999,NA,NA,NA,NA,152.1940483477,NA,2,NA,2,2,1,2,2,NA,2,2,1,2
"B5MCN3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"B5MCY1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"B5ME19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,21,21,25,21,21,23,21,21,25,21,21,23
"B7ZAP0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"C0HM01",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0
"C9JLW8",1,NA,-11.7491551807,NA,NA,-11.7171924831,NA,NA,-20.1377887541,NA,NA,-20.068136141,NA,NA,1,NA,NA,1,NA,0.6964,0.999,0.9985,0.9853,0.9958,0.9514,NA,231.1842052574,NA,NA,231.9304446849,NA,2,3,5,2,2,2,2,3,5,2,2,2
"Cont_A2I7N0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,5,3,3,4,6,3,5,3,3,4,6
"Cont_A2I7N1",1,-12.8268218198,NA,NA,-13.9138338635,-13.8002742246,-13.9767296092,-21.5009367646,NA,NA,-22.4271266412,-22.4278164479,-22.8170424038,2,NA,NA,1,1,1,1,1,1,1,1,1,353.0618910833,NA,NA,198.7025351212,191.4667192265,169.0517301369,5,6,5,4,7,9,5,6,5,4,7,9
"Cont_A2I7N2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,0,3,NA,2,1,NA,0,3
"Cont_A2I7N3",1,-13.8477308096,-13.8531459119,-12.98319076,-13.9347428533,NA,NA,-22.7177346332,-22.9138060912,-22.0961299387,-22.6654498784,NA,NA,1,1,2,1,NA,NA,0.999,0.9997,1,0.9994,1,0.2107,154.1176644826,145.0968529799,288.1523645311,170.90516899,NA,NA,2,2,2,2,1,1,2,2,2,2,1,1
"Cont_A6QPQ2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"Cont_O76013",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,1,NA,1,1,0,0
"Cont_O77727",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,4,NA,3,3,1,2,4,NA,3
"Cont_O95678",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,4,4,4,3,4,4
"Cont_P00004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,5,4,5,5,6,5,5,4,5,5,6
"Cont_P00330",2,-9.2648426371,-9.1998684116,-9.2627990638,-9.9733430575,-9.8597834186,-9.6492156801,-17.8728322058,-17.8012636219,-17.8815237207,-18.5540442057,-18.4682905205,-18.3081034815,20,21,22,13,13,17,1,1,1,1,1,1,3696.209379154,4189.1876972827,4464.658733433,2465.2150980379,2522.1260659271,3258.9890865265,75,63,79,49,50,50,75,63,79,49,50,50
"Cont_P00366",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,15,12,17,17,17,16,15,12,17,17,17,16
"Cont_P00722",2,NA,NA,-15.2792871865,-13.6458767791,-14.1172796409,-13.7087725248,NA,NA,-24.2384176381,-22.4246085557,-22.7871987884,-22.442264794,NA,NA,1,3,2,3,0.4848,0.803,0.9306,1,1,1,NA,NA,160.2851295191,495.9290652985,371.8489556462,546.1312864668,2,2,1,4,9,11,2,2,1,4,9,11
"Cont_P00735",1,-14.4315396157,-12.8519922173,-12.9820370654,-12.9335891587,-12.8200295198,-12.581447405,-22.5164742959,-20.9742796702,-21.2947215586,-21.2128475719,-21.0190678996,-20.9818313572,1,3,3,3,3,4,1,1,1,1,1,1,265.571691585,834.1757981378,752.6864732124,701.0936384882,773.0490674137,917.2999898555,15,19,13,11,16,14,15,19,13,11,16,14
"Cont_P00761",1,-8.1882213555,-8.1430103848,-8.131036228,-8.2752333992,-8.3251724926,-8.3381291448,-16.1038795544,-16.2288143866,-16.2185956975,-16.1445693317,-16.3498055278,-16.322743018,28,29,32,28,25,28,1,1,1,1,1,1,8361.7486677449,8270.2177012046,9384.5233607563,8693.8424508943,7269.8768601309,8565.8150655899,51,46,52,49,47,54,51,46,52,49,47,54
"Cont_P00883",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,50,56,59,57,61,66,50,56,59,57,61,66
"Cont_P01017",1,-14.0386449995,NA,-14.1741049498,-14.1256570431,NA,-14.1885527888,-23.213477149,NA,-23.2880612657,-23.3353764634,NA,-23.3295946461,1,NA,1,1,NA,1,0.999,0.8762,0.9995,0.9993,0.7507,0.9983,124.7641894291,NA,143.9746406511,122.6190928424,NA,137.2432997934,2,2,3,3,1,4,2,2,3,3,1,4
"Cont_P01030",1,-14.9893172871,NA,-15.1247772375,-13.4913668301,-14.9627696919,-14.1392250764,-23.4678726724,NA,-24.3669032002,-22.2861394032,-23.4648277038,-23.114458997,1,NA,1,3,1,2,0.9998,0.9565,0.9992,1,1,0.9997,202.1576315128,NA,131.735582155,490.445553134,208.8660277559,307.917455703,3,3,5,5,3,4,3,3,5,5,3,4
"Cont_P01044",1,-14.4222766944,-14.4276917967,-14.5577366448,-14.509288738,-14.3957290992,-14.5721844837,-23.2055247979,-23.0518642886,-23.3343476895,-23.5002410673,-23.0048605517,-23.1911440149,1,1,1,1,1,1,0.9999,0.9999,0.9999,0.9999,0.9999,1,163.6697778976,196.3603871572,181.9018218252,142.6965769649,193.9257545767,197.0850091215,2,3,3,2,2,4,2,3,3,2,2,4
"Cont_P01045",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999,0.9999,0.9999,0.9999,0.9999,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,1,2,2,1,1,3
"Cont_P01966",1,-9.4862194336,-9.298989458,-9.621679384,-9.7956238986,-9.4596718384,-9.6361272229,-17.9220750879,-17.7214626829,-18.0925842068,-18.2501356498,-17.8445452651,-18.1121085176,7,8,7,6,7,7,1,1,1,1,1,1,1457.6124884291,1806.5974637502,1573.8445388427,1241.7938668265,1585.7762987509,1523.3242990245,31,29,34,32,31,36,31,29,34,32,31,36
"Cont_P02070",1,NA,-12.3291514285,-12.4591962766,-12.4107483698,-12.2971887309,-11.4736441155,NA,-21.4608315414,-21.5762271927,-21.5424089448,-21.2777530522,-20.6844000999,NA,1,1,1,1,2,0.7899,1,1,1,1,1,NA,138.1270901239,143.6681357419,129.4363187115,149.9073942373,261.5381838911,1,13,19,16,16,4,1,13,19,16,16,4
"Cont_P02081",1,-10.0018082313,-8.7441889278,-9.2892712751,-9.088820275,-8.8377571123,-8.8886816148,-18.756058866,-17.4352296256,-17.9064767416,-17.6037050108,-17.4694357167,-17.5899840129,5,12,9,10,11,12,1,1,1,1,1,1,834.9637198933,2249.6025210491,1828.3756075068,1984.8339548304,2100.1040193563,2233.8148049533,21,29,35,31,30,28,21,29,35,31,30,28
"Cont_P02533",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,NA,2,2,3,1,1
"Cont_P02535",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Cont_P02538",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,3,3,5,4,8,5,3,3,5,4,8
"Cont_P02584",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.8636,1,1,1,NA,NA,NA,NA,NA,NA,24,25,1,29,30,32,24,25,1,29,30,32
"Cont_P02769",1,-10.219454941,-10.2248700433,-9.9398773921,-9.7759522679,-9.8392703911,-9.954325231,-18.9457830589,-19.0491320475,-18.724404727,-18.5238503777,-18.5798677375,-18.6929580306,18,18,24,26,23,24,1,1,1,1,1,1,3064.6128707272,3076.758717704,4341.7543657839,4390.8996711929,4071.8160371125,4353.5104376057,39,35,45,43,39,45,39,35,45,43,39,45
"Cont_P04264",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA
"Cont_P05783",2,-12.8920200858,-12.3124726874,-13.0274800361,-12.3940696287,-13.8654724905,-13.0419278751,-21.78120027,-21.1277417364,-21.7027924446,-21.0157640093,-22.4837141793,-22.0466930315,2,3,2,3,1,2,1,1,1,1,1,1,304.1653615489,515.9995687466,390.2662293851,552.9584876923,192.7050232606,301.678612355,16,15,15,19,19,17,16,15,15,19,19,17
"Cont_P05784",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,6,6,4,6,8,5,6,6,4,6,8,5
"Cont_P05787",2,-11.059706615,-11.7431936224,-11.6102040647,-12.1467186587,-11.7112309249,-11.0396894029,-19.8140951392,-20.4409737238,-20.3526932325,-20.7955780907,-20.2619143148,-19.6428666866,8,5,6,4,5,9,1,1,1,1,1,1,1335.8142717316,932.9659325721,1117.5321023209,723.5253799663,1009.7180370669,1793.2755660069,36,27,37,29,34,38,36,27,37,29,34,38
"Cont_P07224",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,0,NA
"Cont_P07744",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,2,2,1,2,2,3
"Cont_P08169",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,4,3,5,5,5,5,4,3,5,5,5
"Cont_P08727",2,-10.7876834259,-11.2081360275,-11.1157884543,-10.7047704682,-11.17617333,-11.1302362932,-19.3214806655,-19.7476548383,-19.7975354053,-19.3769310365,-19.901425464,-19.7615133739,8,6,7,9,6,7,1,1,1,1,1,1,1556.505546418,1249.3623879947,1359.8531964591,1601.8503745618,1073.571396951,1367.8663941984,16,17,16,21,13,16,16,17,16,21,13,16
"Cont_P08729",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,3,3,2,NA,NA,NA
"Cont_P08730",1,NA,NA,-14.050776656,NA,-13.8887691104,NA,NA,NA,-23.1028802863,NA,-22.8736077053,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,NA,150.2814985077,NA,149.4639207642,NA,5,2,5,5,4,3,5,2,5,5,4,3
"Cont_P12763",1,-11.0467047693,-10.6370823723,-10.9597722983,-10.7186793136,-11.020157174,-10.6116500579,-19.5848046153,-19.1214235464,-19.3552340402,-19.2444528445,-19.480639194,-19.0767103779,6,8,7,8,6,9,1,1,1,1,1,1,1163.9028251287,1730.7617461288,1658.3357441194,1575.9277899915,1289.8365472193,1973.4420599756,20,14,13,18,20,21,20,14,13,18,20,21
"Cont_P13645",2,-13.333651795,-14.3390668974,-13.4691117454,-13.4206638387,-12.7221416991,-13.4835595844,-22.2395898439,-23.0309289064,-22.4540305788,-22.4130077123,-21.5792719672,-22.4814725302,2,1,2,2,3,2,1,1,1,1,1,1,300.6527184655,187.3601841931,314.8909300794,285.118012095,489.8934832305,303.1148703169,6,2,4,8,5,6,6,2,4,8,5,6
"Cont_P13646",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
"Cont_P15497",1,-11.6087132849,-10.8771627931,-11.329135736,-10.2806878293,-10.3597732683,-10.3435835749,-20.0407927942,-19.6356823327,-20.1922869079,-18.9584369192,-19.1956358557,-19.0771290521,3,5,4,8,7,8,1,1,1,1,1,1,626.3282897573,894.5021584582,685.2449851981,1418.3620806964,1160.0605484163,1456.2963866338,12,13,15,15,14,15,12,13,15,15,14,15
"Cont_P17690",1,-13.5742797878,-13.5796948902,-13.7097397382,-13.6612918315,NA,NA,-22.7949676623,-22.4418556461,-22.7994656112,-22.4564154428,NA,NA,1,1,1,1,NA,NA,0.9894,0.9638,0.9994,0.9478,NA,0.9923,120.860949203,166.4992469595,146.4131530283,163.4420772926,NA,NA,1,1,3,1,NA,2,1,1,3,1,NA,2
"Cont_P19001",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,3,NA,8,3,NA,4,3,NA,8,3,NA
"Cont_P19012",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA
"Cont_P19013",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"Cont_P28800",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318,0.2587,0.6271,0.6521,0.2922,0.5183,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1
"Cont_P32503",1,-11.7458632502,-11.7512783526,-12.6886781227,-13.0552677152,-12.9417080764,-13.1181634609,-20.1672449365,-20.2209795389,-21.0500808961,-21.4153289198,-21.5199623408,-21.6346071478,7,7,4,3,3,3,1,1,1,1,1,1,1472.3097194853,1529.8625593859,970.2578924823,662.9060193729,594.3629156899,634.7974750868,15,16,15,6,6,12,15,16,15,6,6,12
"Cont_P33433",1,-12.7731838562,-12.7785989586,-12.3236813059,-12.2752333992,-12.1616737603,-12.3381291448,-21.2107131778,-21.5652682731,-21.1333777239,-21.0280211246,-20.9785554667,-21.2801618693,2,2,3,3,3,3,1,1,1,1,1,0.9997,415.9778560035,350.887144793,533.3331930268,504.9280525417,503.7530477374,472.6287372782,4,4,5,5,5,3,4,4,5,5,5,3
"Cont_P34955",1,-12.8442669543,-12.8496820566,-11.6577988098,-12.931278998,-11.4957912642,-12.4092122429,-21.4670217931,-21.8265636605,-20.4719505069,-21.5367039248,-20.402363134,-21.4706214373,2,2,5,2,5,3,1,1,1,1,1,1,365.8573425645,307.5444208748,886.147855135,372.8197090838,788.9818393239,435.0951340266,8,15,12,8,14,11,8,15,12,8,14,11
"Cont_P35527",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,0
"Cont_P35900",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1,NA,NA
"Cont_P41361",1,-13.0049141422,-13.0103292445,-13.1403740925,-13.0919261858,-11.9783665469,-12.1548219315,-21.8896138806,-21.8795348093,-21.78943411,-22.0173205087,-20.6161500142,-20.8723003711,2,2,2,2,4,4,1,1,1,1,1,1,305.1114483646,331.3763961476,397.4328211791,298.6609741658,760.4494768236,736.3027737638,8,6,9,6,7,9,8,6,9,6,7,9
"Cont_P50448",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8989,NA,0.7357,0.7167,0.5677,0.9662,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,2,2,NA,1,1,1,2
"Cont_P60412",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Cont_P60712",3,-10.8872190995,-10.378061029,-10.8300339719,-10.7815860652,-10.4981014249,-10.522553716,-18.8084069599,-18.3196517498,-19.0115119062,-18.7871171918,-18.5036564082,-18.6585271702,7,10,8,8,9,10,1,1,1,1,1,1,2082.4401300885,3151.6027250279,2198.2645348606,2260.1896541665,2651.9945138165,2754.5260786604,236,241,273,255,259,284,236,241,273,255,259,284
"Cont_P62894",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA
"Cont_P63103",2,-9.1735745796,-9.3854405594,-10.0460001241,-9.0800143776,-9.4689550792,-9.1429101232,-17.5995800822,-17.6931316323,-18.6551388369,-17.5953124527,-17.9732525871,-17.9884062676,15,13,9,17,12,17,1,1,1,1,1,1,3144.8540189787,3178.8324097849,1838.6275086809,3373.2511316761,2502.5046777019,2863.5725950234,26,86,80,84,87,92,26,86,80,84,87,92
"Cont_P67983",6,NA,NA,NA,-10.1615766174,NA,NA,NA,NA,NA,-19.8873584114,NA,NA,NA,NA,NA,2,NA,NA,0.6459,NA,NA,0.9895,0.7891,0.4952,NA,NA,NA,171.4896209288,NA,NA,1,NA,NA,2,1,1,1,NA,NA,2,1,1
"Cont_P68103",3,-12.4106137769,-12.4160288792,-13.131036228,-13.0825883212,-12.9690286824,-12.5605215662,-20.7247266922,-21.4670451271,-21.3881390972,-21.3998317978,-21.9294733354,-21.1064426658,3,3,2,2,2,3,1,1,1,1,1,1,679.6941177622,438.2100771295,521.5003307515,455.2501776669,304.0252641076,621.9587832135,46,91,58,53,94,64,46,91,58,53,94,64
"Cont_P68138",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,225,232,264,237,249,273,225,232,264,237,249,273
"Cont_P81187",1,-14.7155798797,NA,NA,NA,NA,NA,-24.3142473403,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0.8297,NA,0.6466,NA,NA,93.004252707,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,4,2,NA,2,NA,NA
"Cont_P81948",2,-12.3662196575,-12.9565972606,-13.0866421086,-12.0381942019,-12.924634563,-14.1010899475,-20.9809923381,-21.6870841123,-21.6781207089,-20.7310522983,-21.6635470761,-22.7587972351,3,2,2,4,2,1,1,1,1,1,1,1,551.8307580864,364.8211971272,413.6161266914,701.7927094037,354.4846986242,191.8621712112,97,87,109,105,104,118,97,87,109,105,104,118
"Cont_Q03247",1,-13.4476079843,NA,-13.5830679347,-13.534620028,NA,-12.5975157737,-22.2878542037,NA,-22.3491268266,-22.0985714865,NA,-21.3929948764,1,NA,1,1,NA,2,1,1,1,0.9996,0.9996,1,157.3295681248,NA,183.2371647486,191.8463874001,NA,348.7754450794,7,5,6,4,4,6,7,5,6,4,4,6
"Cont_Q05443",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
"Cont_Q28065",1,-14.3964926686,-13.4019077709,-12.9469901183,-12.1615766174,-14.3699450734,-12.9614379572,-23.1106120118,-22.0559579431,-22.0047348511,-21.1548675358,-22.6849872322,-21.6007327758,1,2,3,5,1,3,1,1,1,1,1,1,171.7031740651,384.6713108456,449.0850839847,712.3272755816,237.7744516558,582.9795424429,4,5,6,7,3,4,4,5,6,7,3,4
"Cont_Q28085",1,-15.4152902641,-15.4207053664,-15.5507502144,-13.917339807,-14.3887426688,-14.5651980534,-24.8565575767,-24.3667175667,-24.6804044494,-22.8405172513,-23.3058340503,-23.6316015133,1,1,1,3,2,2,0.9532,0.9999,0.9489,1,0.9998,1,103.7253653968,157.09793402,142.4165492767,448.680384457,313.2999384508,289.0610284428,2,3,1,5,3,5,2,3,1,5,3,5
"Cont_Q28107",1,-14.6693480453,-15.2597256483,-14.3897704964,-14.3413225896,-15.2277629508,-14.8192558346,-23.0825466213,-23.7533543849,-22.9675671462,-22.9764991172,-24.2296240192,-23.3949428326,3,2,4,4,2,3,1,1,1,1,1,1,634.5790868755,429.9138747465,835.1147156381,730.4201317518,295.4214946369,609.2579108787,12,8,9,12,10,11,12,8,9,12,10,11
"Cont_Q28178",2,NA,-15.341535153,NA,NA,-15.3095724554,-15.4860278399,NA,-24.5837971053,NA,NA,-24.4281867296,-24.6301716116,NA,1,NA,NA,1,1,0.9982,0.9985,1,0.999,1,1,NA,127.935305967,NA,NA,136.2278424437,136.9485322831,4,3,6,3,6,5,4,3,6,3,6,5
"Cont_Q29443",1,-11.4333338534,-11.6086739571,-11.5687938037,-10.9898311803,-10.9917487589,-10.6657038029,-20.093990138,-20.1627438188,-20.1819282727,-19.6173330389,-19.6687499831,-19.2281152496,9,8,9,13,12,17,1,1,1,1,1,1,1603.6693070073,1649.0995045081,1833.5422046967,2386.5272697519,2220.1683077866,3484.3773565685,21,32,26,26,27,32,21,32,26,26,27,32
"Cont_Q2HJ86",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,123,108,123,124,125,130,123,108,123,124,125,130
"Cont_Q2KIG3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3688,NA,0.4246,NA,NA,0.2819,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1
"Cont_Q2KJD0",2,-9.6903155891,-10.1363032828,-10.0737030529,-9.7773276327,-9.824232666,-9.695833469,-18.2777803783,-18.6743411346,-18.6469512137,-18.3157844837,-18.3461833132,-18.275477753,19,14,16,19,17,21,1,1,1,1,1,1,3561.7115472534,2918.1729385449,3351.007188389,3710.0679868833,3502.0992412813,4253.1231229541,218,199,233,235,236,251,218,199,233,235,236,251
"Cont_Q2KJF1",1,NA,-13.1236569283,-14.2537017763,-14.2052538696,NA,-14.2681496153,NA,-22.5601547279,-23.230654297,-23.0664352469,NA,-23.2307436656,NA,2,1,1,NA,1,0.9898,1,0.9988,0.9979,0.946,1,NA,223.6400555786,158.3172564187,156.1271760243,NA,155.3135312235,3,4,3,3,2,3,3,4,3,3,2,3
"Cont_Q2UVX4",1,-14.2567010934,-13.2621161957,-13.1697686224,-13.9286756378,-13.493187904,-13.6696432886,-22.896192981,-22.0289578368,-21.9464908073,-22.728434536,-22.2229705537,-22.2442565192,3,6,7,4,5,5,1,1,1,1,1,1,542.4562044143,1067.2285548616,1273.2146650108,651.6711642122,891.8377778893,1016.1858957393,19,19,20,21,18,23,19,19,20,21,18,23
