"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"O00303",7,6,6,7,7,6,0.159280765580211,0.312503442581199,28.6413922906287,28.3216225144382,28.772799450013,28.788650414833,28.751711896208,28.9682653513628
"O00410,O60518",20,20,18,23,17,22,0.0772124798712308,0.196065185889329,29.1719070073274,29.1630803077814,29.4945663527942,29.7530638414473,29.4100474789371,29.7089370762105
"O00411",2,2,2,2,3,3,0.148441136383196,0.298320909330458,24.1310209089838,23.8418944460466,23.7119208396401,23.8036237384029,24.5200217738171,24.7506999391627
"O00422",3,4,5,5,5,3,0.253950512524989,0.413905765680242,25.5798865923804,25.8817993531052,26.4801414483375,26.424774647009,26.5403325539871,26.0224708109924
"O00425",12,12,13,13,13,14,0.00871972440046187,0.040467327278644,28.4207041755045,28.5386255324834,28.5887949072208,28.9041444442352,28.9666030186614,28.94444072888
"O00429",12,12,12,13,12,12,0.0676842378705348,0.180037607056679,27.8100420500057,27.9051184544923,27.7249898590153,28.2659783488895,27.9929209786765,28.0474274799249
"O00442",4,4,3,5,5,4,0.349718183772089,0.505707395860309,25.5837641122944,25.7051368941156,24.645325513042,25.9407496701721,25.6891718682016,25.3193518249443
"O00471",1,2,2,0,1,3,0.646150474347124,0.753897305363575,23.1247003165739,24.0771386337334,23.354063938449,NA,21.6711594745305,24.4904804923111
"O00483",3,4,3,3,4,4,0.308773097535926,0.467670275882768,26.9058212785342,27.1533133160989,26.7348091310347,26.7653989965541,27.4217331540005,27.3595575952358
"O00487",5,6,6,6,5,7,0.376998225653541,0.530089798039803,26.1210938657872,26.6571662802274,26.2464727880696,26.8629787945985,26.0163233145344,27.0435301017881
"O00505",4,4,4,4,4,5,0.424050156879873,0.574215991357782,26.4080027159189,25.964287132466,26.3126172198666,26.5039037181513,26.0001435770911,26.8275782940095
"O00507",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,23.1533826370125
"O00541",7,7,8,8,6,8,0.244602674999847,0.404743345429562,27.2489149858704,27.4865748917089,27.4157706671196,27.6512488807647,27.3525048263959,27.7299020857687
"O00560",2,2,2,2,2,2,0.128964512622506,0.27541781248101,24.4104791961246,24.2713500941979,23.8852889242177,24.9580070560234,24.4239021342534,24.3835786692105
"O00566",8,9,10,9,9,10,0.0923178514574158,0.223062864027611,27.5768743299387,27.5560692912908,27.9340150359318,27.9836521616517,27.8992774999292,28.0888999271751
"O00567",3,3,4,4,4,4,0.612991214680498,0.727677835381845,25.9693476871184,26.0227164424623,26.1645209304843,25.8654123699728,26.2487823099033,26.2964845878562
"O00571,O15523,Q9NQI0",24,24,24,21,24,25,0.313442725092756,0.47225964638341,30.6041348127129,30.5670213721774,30.5739571994644,30.6679593980114,30.6222614175892,30.8256261453696
"O00584",1,0,0,2,0,2,0.0150819345340704,0.0611589203061592,23.3254822343848,NA,NA,24.7941911105222,NA,24.5597621805587
"O00629",9,10,9,8,10,9,0.549374715802379,0.680306040578299,28.898283551427,28.6651681314974,28.560521855359,28.6054555307168,28.8650289646151,28.9502494318277
"O00743",2,2,2,1,1,2,0.163456878247175,0.317315012154729,24.6658640939801,24.9188334061648,25.0127247614806,23.3036111101015,23.3517854969792,25.2731816435113
"O00763",1,1,0,1,1,1,0.091154050798427,0.220958969044859,20.6917373605773,21.7050009169521,NA,22.3663746346172,21.8487467568416,21.7688376029985
"O00764",6,6,6,6,6,6,0.221053100262451,0.381264364233384,27.3698684006503,27.2159660171283,27.2237999033006,27.4669590706487,27.4014077680641,27.3908816564476
"O13516",7,6,7,6,7,7,0.000713831905263834,0.00648705408727811,25.3380634765723,25.216951757819,24.9862267852837,24.2909939000164,24.2888756277669,24.3548196762291
"O13563",2,2,2,2,2,2,0.000701078677260117,0.00643329247800911,25.7132425756483,25.7730399166956,25.9282487591829,24.9098424928534,25.095371348147,25.0172481616611
"O14455",4,4,4,3,3,4,0.000973960804973579,0.008047905782882,27.8449256847138,27.5724353353777,27.2843045046772,26.1504610109872,26.3424215460774,26.5741968123176
"O14467",4,4,4,4,4,4,0.000298337332704995,0.00423992184361429,29.2661848010429,29.1772403847309,29.1451894522324,28.0674678419276,28.3554483393877,28.2552407765081
"O14497,Q8NFD5",16,15,19,14,17,16,0.709784655127967,0.803483274613843,27.6365783852669,27.6140656107356,27.7459039398274,27.4665037463461,27.9790135148468,27.7409722718189
"O14530",4,4,4,5,3,4,0.123696776674417,0.268972685981264,26.3625893423371,26.3052034545001,26.6158494730311,25.6901447138798,26.2227254355771,26.2800746095187
"O14545",5,7,7,7,8,9,0.0814757938221328,0.203444209861286,25.5771661142377,26.110750367284,26.4250484807076,26.3678265643653,26.6204417560498,26.6481837149723
"O14561",2,2,2,2,2,2,0.851716371682262,0.901305981817323,25.7129475520198,27.4767189784045,25.6690145697605,27.3925990345931,25.4759199897134,25.563846011341
"O14562",1,2,4,3,0,2,0.316205480450415,0.475454647928409,23.6507257543928,22.7728410000252,25.2280927029571,25.1931588477693,NA,24.3411872058871
"O14579",8,8,7,8,8,7,0.0214853903805305,0.0798178753387459,28.0842395586941,28.2180321188894,28.1747840279204,28.6869040611487,28.5772211977718,28.3962689747737
"O14617",4,2,3,5,4,4,0.0822307017322573,0.204768810754671,25.3880732893384,23.9354263404087,24.6401158073051,25.9964887050264,25.3006439694012,25.2755726931583
"O14646",7,7,7,6,7,6,0.381483021066995,0.533842190830561,25.5544913181944,25.7079894580132,25.9603432210493,24.9919146135519,25.8992774999292,25.5859399496958
"O14647",1,0,1,0,0,1,0.523223195097343,0.65974135324325,23.7308927727212,NA,24.6961023348775,NA,NA,24.613089900219
"O14737",7,7,6,6,7,6,0.289090829023902,0.450044882288469,28.9764072643798,29.008407518353,28.5654854876162,29.2662399768468,29.2560354786139,28.7585338369639
"O14744",14,14,15,14,15,16,0.107689367469103,0.245639447197024,29.5698048703815,29.634364389412,29.5996569093887,29.7358807609521,29.7772170914317,29.9245679950632
"O14745",7,7,6,6,7,5,0.364186721024631,0.517964600060911,27.4260236207968,27.3603066974827,27.0868279022285,27.4129699681039,27.6362157441671,27.2870516409948
"O14757",4,3,2,4,2,1,0.111235203811436,0.250116706993847,25.0586604746053,24.9923590430039,25.0694578387713,25.1235662716038,24.1696774821483,23.3543099800426
"O14773",3,3,2,2,3,3,0.544637990437626,0.676276132927721,26.358219305317,26.1461531113323,24.6640261495358,25.8726060842993,26.1544502861624,26.0306084919518
"O14776",13,13,12,13,12,11,0.0579868924454428,0.163293952676611,28.5507818468572,28.5370031863098,28.4883102777679,28.8684003245236,28.7777564688342,28.6974603749958
"O14777",6,6,7,6,8,9,0.224304208638036,0.384690150303278,25.2085724022387,25.8047299763989,26.5252273531282,25.738345897003,26.7506739124769,26.8841750632324
"O14787",5,3,3,5,3,4,0.842224101412584,0.89469647186418,26.0303601657847,25.594245171616,24.3113706055686,26.2585177176412,24.7470616711523,25.2898696824702
"O14802",3,5,4,3,4,3,0.696696297668158,0.792996135220094,24.1295185157766,25.111400314675,24.367126179443,24.8637812218804,24.8440258324776,24.2813822337781
"O14818,Q8TAA3",10,9,9,10,9,10,0.217715998835959,0.378285642603771,30.3531404276857,30.4612207784605,30.2594707918177,30.6659778098407,30.3768688968909,30.5759739514565
"O14828",5,5,5,6,5,5,0.223236245655822,0.383868734520113,26.9334335097421,26.8864034899309,26.9933852277712,27.3072975615409,26.9975910374286,27.0417505832499
"O14841",6,6,7,6,6,8,0.00376073294538927,0.0211286498729875,25.814916349998,25.6424963151571,25.7863640931123,26.422597956716,26.2138462048871,26.2927321075301
"O14880",3,3,3,3,3,3,0.0658185264628383,0.177206879244602,25.8418798338226,25.6824794059708,25.8269788340742,26.2017414439401,26.0162476573079,25.9690822456115
"O14893",1,1,2,1,2,2,0.504837137760951,0.646384239615391,22.8240094622555,23.2602261471012,23.8548870848568,22.5490274343075,24.1882419945667,24.3853260291069
"O14908",1,1,2,0,1,1,0.763602630056819,0.843271652945827,23.6477653668132,23.5329552803724,24.4322146419918,NA,22.95882436999,24.4392516759515
"Q5SRD1,O14925",2,2,2,2,2,2,0.86888798587149,0.913333408190262,25.8002159917898,25.5127184163026,25.6090462383434,25.949065239822,25.3103849736967,25.7658943274977
"O14929",6,6,6,6,6,6,0.0806301225823468,0.202106933637729,28.6269804111464,28.4355497020945,28.5464828560208,28.8648803760193,28.7027983782397,28.7780829303782
"P19105,O14950,P24844",8,9,9,9,9,9,0.134156604012982,0.282165344341511,28.5438318773787,28.6131299422975,28.6630661686283,28.7308278646574,28.7559470011962,28.9533028115137
"O14964",2,4,2,4,2,2,0.476594495720116,0.623229572983131,25.0245948348389,25.9187356937127,25.3396883716854,26.0025063951002,25.1732557427219,25.8373679989091
"O14965",4,2,2,4,2,3,0.340390777466602,0.499312773891523,25.1086779385738,23.5290688175405,23.836785077479,25.7986836402213,23.7641022881806,24.9181752547287
"O14974",7,10,8,8,7,7,0.289599783431257,0.450291142472187,26.6551549768273,26.9057594879312,26.9564907966416,26.5633312191979,26.7745768143367,26.7035071864515
"O14976",2,2,2,0,1,3,0.700429310264313,0.796251809974034,22.9099969545054,22.7800019904892,22.9002066441881,NA,21.8867628683599,24.4762626144063
"O14979",7,7,7,7,7,7,0.0365173446099643,0.117816213656759,29.8766828348273,29.865821607461,29.8846750383771,30.1963476114001,30.1387740015779,30.114662599601
"O14980",27,28,28,26,28,28,0.11312713936862,0.25255159350519,30.4855471308892,30.4090484018831,30.6275008559179,30.6375415091555,30.7504995791989,30.8048655034984
"O15027",7,5,5,7,6,4,0.592986116179034,0.714716687452775,26.2023016745022,25.1006213309228,25.7477055126518,26.0645705370623,26.1310476628758,25.4317220924579
"O15042",9,11,9,10,11,12,0.0246424187206018,0.0878271204713949,27.8157546108838,27.8981969064596,27.8393821527232,28.1933239567829,28.1341768642429,28.1510662081536
"O15063",0,0,2,0,0,2,0.526213924001027,0.661857431501565,NA,NA,24.1301407960864,NA,NA,24.3731756278792
"O15067",24,24,24,23,23,26,0.0884560988818465,0.216257622239541,29.3056540639836,29.3966131054229,29.2635802082486,29.6299170893217,29.4664907271096,29.5541730486175
"O15078",1,1,1,0,2,1,0.239815166088467,0.401186940849134,25.886225710209,25.7879880293055,25.5573275848595,NA,27.568003215661,25.5674786194215
"O15084,Q8N8A2",4,3,4,6,5,6,0.0158306058433683,0.0635732604378926,25.4750556080306,24.9322933669309,25.4697577383729,26.2239796233522,25.7300019069433,26.2004116448056
"O15105",1,2,1,1,1,1,0.0750401535676818,0.192972480595132,29.2224479561474,28.4730305365272,28.4908415753098,26.787936285109,27.5945113999107,28.5964572959793
"O15116",3,3,2,3,3,3,0.119100726635931,0.262481891262375,26.2419180842892,25.0256592732416,25.1903309139219,26.4827875473887,25.968220477693,25.9901710000594
"O15126",2,1,2,1,1,1,0.89017987750447,0.927482933034186,23.3759970408295,22.1425261687575,23.4910656534421,23.9268359402489,22.6120724957129,22.2241465166995
"O15127",2,1,2,0,2,2,0.0217824033862948,0.0805297578147195,24.9578903839474,24.8534731859886,25.1159301928715,NA,25.528534110682,25.4193792375905
"O15143,Q92747",6,6,6,6,6,5,0.326283537374443,0.486917074747205,27.5605706753495,26.8460726836578,27.4944545896117,27.5675323465879,27.6967134502042,27.3719643828098
"O15144",4,3,4,4,4,5,0.0144376924255855,0.0593911206902803,25.9782619047157,26.0380188013513,26.1062164966381,26.3104875903945,26.5680892362937,26.6870305634102
"O15145",3,3,3,2,3,3,0.226503127070331,0.387151467101854,26.4818419966441,25.0157167711908,25.1736437371258,24.5304946862063,25.0894384579806,25.2619480684471
"O15160",5,6,6,6,6,6,0.0569917894257729,0.161188185592297,27.3421897224511,27.4325073747071,27.5103336686525,27.6563682298167,27.6540738336487,27.7688495552872
"O15164",4,5,2,4,4,4,0.463851228399804,0.611168217708256,24.5856345176433,24.8182029749489,22.7183049996731,24.3902771978099,24.1450701604251,25.0041894476588
"O15212",5,5,5,5,5,5,0.106688227177959,0.244210583234244,28.4282267925589,28.6526787067741,28.6782147894436,28.755712255256,28.8070612415369,28.9149061235112
"O15213",2,1,4,3,3,2,0.283475749031047,0.444251586080259,23.8886309868301,22.8484917595474,25.3077987497968,24.5702980650837,24.8827736588544,24.7478406692631
"O15226",4,5,6,6,6,7,0.0591942836662033,0.165773064509036,26.2463486370014,26.5765909053169,26.5484221073573,26.6087686441898,26.9200497348657,27.1074026739355
"O15235",2,2,2,2,2,2,0.199479728364165,0.358276025576605,24.9293252154398,25.1495378226939,25.2140126978126,25.6675355669896,25.2355419324529,25.1678056627197
"O15247",6,6,6,6,6,6,0.0447762775166986,0.135727161482511,27.0149105204692,27.0413614947461,27.3154398613768,27.5535379157642,27.3414757606248,27.5526291964272
"O15269",2,2,2,2,1,2,0.967536048663281,0.979560464714134,24.4969142571499,24.8408634635103,24.1711846607654,24.8563486358339,24.0894864015873,24.5971306030531
"O15270",5,4,4,4,5,5,0.10737686357079,0.245294567656456,25.0891695576334,24.685560860439,24.7594249994038,24.9479697003143,25.2703857493191,25.2914347347736
"O15294",12,10,11,8,12,10,0.64066036951854,0.749024245449405,27.2611743454245,27.165223495872,26.7517935918927,27.0041888677718,27.4090153622522,27.0533765435099
"O15305",1,1,2,2,2,1,0.321632909875079,0.481078470442659,23.4166518619464,23.6933500671822,24.7998023845211,24.7255859770118,24.8137585936385,23.8335332272242
"O15347",4,4,4,3,4,4,0.165299000990111,0.319666825992745,26.9073692347352,27.2911867510099,27.4605285465811,27.2521494030685,27.7997906642463,27.6385352892209
"O15355",11,11,11,11,11,12,0.408805984220722,0.559044634297042,29.2245449910576,29.2575862369795,29.0704907092834,29.187202303471,29.3393857919657,29.3412273962967
"O15371",9,10,10,10,9,10,0.654145203108691,0.75934107292159,28.3083173288237,28.5361754052246,28.6378161755718,28.5583317801579,28.460710783797,28.6565734779502
"O15372",7,8,9,8,8,7,0.65049324261937,0.756835035151636,28.294335477089,28.5347097049378,28.7105194310811,28.0726228986638,28.7387786402446,28.4218821142835
"O15381",5,6,8,5,6,7,0.224276122161638,0.384690150303278,25.0753733756702,25.7920477484798,26.1482291528915,25.8844891988287,26.0996146420283,26.2305448896355
"O15382",5,5,4,4,3,2,0.0140295695321851,0.0583536670024265,26.2309157467766,26.1561840547499,26.0771032449977,25.7439776083293,25.6718896838612,25.20312089881
"O15392",2,1,2,1,1,1,0.0347903081964654,0.11369153724375,23.9836525986638,23.0345457076612,24.1007729583977,23.106965758951,22.4906692357264,22.7695067787244
"O15397",5,6,6,6,7,8,0.481909747612228,0.627955518025417,29.1109077180417,25.8687076567268,25.9634657588406,25.8847891155892,26.4944145812373,26.5104332667797
"O15400",3,4,3,4,4,3,0.233560077720307,0.394483922458364,25.4525779698678,25.8546790853924,24.5570829897992,26.0373101002662,26.2273516302853,25.2606567011653
"O15446",6,5,4,6,6,6,0.022412969065844,0.0822590224283026,25.5315548235587,25.414630293587,25.4130432247939,25.7832931179345,25.7537629370034,26.0752303700816
"O15479",6,6,5,5,6,4,0.869438011183739,0.913701038244694,27.1705110758776,27.1212334433913,26.7978577445971,27.2166337997108,27.2912953476127,26.4450377534852
"O15498",3,4,3,4,4,5,0.0530195586760003,0.153263197357397,25.2700653707351,25.9554931375063,25.4125295648502,26.1653732450542,25.9145937730282,26.0859384481116
"O15504",0,2,1,2,3,2,0.0398292199407105,0.125397447459987,NA,23.765105258244,22.9697751644417,23.9399102228921,24.3489045873536,24.3265804562921
"O15511",4,2,2,4,2,2,0.76055691970599,0.840782389077162,25.4165069257356,24.3115583580908,24.2153153010724,25.4980700402311,24.3529042989281,24.5231016781738
"O15514",1,2,2,1,1,2,0.835822078427065,0.890648194235295,23.7121211647556,22.7760031199542,25.0115827393726,23.3909530267298,23.4844405509499,25.0907656978858
"O15525",1,1,1,2,1,2,0.12676197555235,0.272507290115031,23.6147937542343,23.8262267905408,21.6186368188853,23.9656055104134,23.7782101336608,24.7922171484203
"O43137",4,4,4,4,3,3,0.00389280970132521,0.0216309352709447,27.2801172250048,27.193929923395,27.2428580368946,26.5487624819114,25.5750912910632,25.6001969061009
"O43143",20,19,21,21,19,22,0.0598574324528344,0.166686633501792,29.4682808443715,29.4271077077725,29.5394427446825,29.7230912985605,29.6826795333645,29.761149730651
"O43148",5,6,6,6,5,6,0.806408648008364,0.871555615307784,26.0756717068258,26.0664171929336,26.7019993094641,26.3855644840732,26.1845212222598,26.4367863008938
"O43156",4,1,3,3,2,4,0.358368393063638,0.513408901682574,25.2440840173401,23.577606268658,25.0353773901166,24.9876560314305,24.7371193723528,25.6305067402581
"O43159",5,5,3,5,4,7,0.148779855394953,0.29886996931386,25.628905121047,25.8149095084278,24.781200667761,25.9361266539229,25.5940045686949,26.4535694929541
"O43169",2,2,2,2,2,2,0.217948936896466,0.378373784208204,25.2098274654243,24.9054439378336,24.9732330618439,25.2496322929613,25.2118215547324,25.1556807267262
"O43172",11,11,11,10,7,10,0.711000370243753,0.804192839925372,28.1686835866652,27.8525834446748,27.6921204588896,28.1044605291624,27.4581138392742,27.8931946864929
"O43175",15,15,15,15,14,15,0.987244580868218,0.991810125065142,29.7442572321265,30.0292841370604,29.9970187958768,29.7896517870077,29.7296174240796,30.2606694505703
"O43182",0,1,1,2,0,0,0.243857724963778,0.404542881140599,NA,22.6430216362719,21.7016010255283,22.9658529497487,NA,NA
"O43237",1,1,1,1,1,1,0.182550566194561,0.339639348686619,22.4193594905421,22.2454423747315,22.4173723225672,22.6124611015203,22.3522011532774,22.8914699220791
"O43242",16,15,18,17,18,18,0.632058000686227,0.742009418201381,29.6377445136135,29.6858996486275,29.733916767411,29.5132584734686,29.9111597266331,29.8530852004968
"O43252",5,4,3,5,5,6,0.0434284167165335,0.13332465481886,25.976247481834,25.9658768583741,25.3391194631876,26.5874186425848,26.1958998309919,26.2486392940295
"O43264",8,7,10,6,9,13,0.219414563633141,0.380018693733633,26.5006621191885,26.2668432493735,26.8715063557788,26.58720085833,26.7716217249252,27.4068684303208
"O43290",13,14,13,14,12,14,0.202719248774084,0.361817375941851,27.8437135056416,28.2035870914288,28.3105872968611,28.2330560781166,28.2524803618871,29.2353536609462
"O43314",2,2,3,2,2,3,0.30961826188209,0.468639187361014,24.0455055348966,23.715298827726,24.1940166044419,23.9333878920707,24.1171227176077,24.8073318809266
"O43318",3,2,2,3,3,2,0.0711920027095674,0.186439676441473,24.1519788289633,23.4082134283626,23.6473949482928,25.0147161585868,24.4716959416394,23.9318615785965
"O43324",8,8,8,8,7,6,0.194512571022777,0.351989825071761,28.8346234509519,28.4120364282268,28.5416078392674,28.5004828497449,28.1469026958841,28.3991288587272
"O43390",21,21,22,21,21,21,0.999374951043665,0.999374951043665,30.8060712480087,30.4684984715995,30.4235063158992,30.7100143530531,30.4296607218422,30.5580168209824
"O43395",8,8,8,8,9,9,0.165567631345756,0.320050650084465,26.9622658065043,26.9442855288243,27.0273304576287,26.9663013254034,27.4134266905948,27.2649341727119
"O43396",12,12,12,12,12,11,0.11858931329707,0.261607566373904,29.1287114383751,29.1375094934367,29.0394628823068,29.3328273007077,29.2670990227402,29.2763716324164
"O43399",9,10,9,10,10,10,0.033063763367326,0.109143913517902,28.6679659716087,28.7897254916982,28.7978059896495,29.0953303535466,29.010973408117,29.044122787195
"O43402",3,3,3,2,3,3,0.16026843985054,0.313795975364018,25.4418296727159,24.9416334798079,25.2341944582912,25.2640827459148,25.5132827785125,25.922780451562
"O43432",0,1,0,0,1,1,0.00259693274167686,0.0158385122560559,NA,19.0932176419078,NA,NA,21.985368344424,21.7088598280674
"O43447",6,6,6,6,6,6,0.310229852459046,0.469253510251382,28.8330293313619,28.7915675881526,28.6580000810142,28.8837595955246,28.8587488167544,28.9033292555181
"O43482",2,2,2,2,2,2,0.105465667912845,0.242263029717219,24.4337961329892,24.7008247154405,24.2960921240246,23.8219643005601,24.1850148886187,24.3348714576603
"O43488,Q8NHP1",4,4,4,4,4,4,0.938676493567203,0.959068793651417,26.6652085348546,26.8219278971278,26.771324193835,27.120467032945,26.4765067045285,26.6145271922259
"O43491",8,8,8,9,7,10,0.131116172409812,0.277693583348914,26.111568146634,26.3331427886205,26.38150854738,26.5835942656293,26.3364547400465,26.6989979779298
"O43493",2,3,3,3,3,3,0.0356693423426019,0.115982565764041,26.2124804199057,25.6906286259284,26.3536133426646,23.1202910555571,23.6004113119051,25.7601821021059
"O43502",1,1,2,1,1,2,0.434114108015261,0.582821824828022,22.8585396557961,22.1866930792671,23.3565397027773,23.2554551571403,22.6998572628252,23.3053124827059
