"protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","log_fold_change_","differential_abundance_pvalue_","differential_abundance_qvalue_"
"P04406",17,17,15,13,26,13,17,13,21,19,16,18,16,12,19,20,17,22,28,23,18,17,22,20,17,17,15,16,16,14,10,21,11,17,18,17,18,18,26.4553531605429,25.5278058366974,25.9493125590095,26.4834932900872,27.8435753498222,24.6043592028127,25.6237897944075,26.1664912415054,26.5281695775262,25.4057087644567,25.3714000048325,26.1482864359333,25.8220121679708,26.3581831891439,26.0049220826972,24.5968338700114,26.587295360016,26.0497141501062,24.9671183221978,25.6763010872884,26.3345281722512,25.7903158222031,24.9982500677071,25.4647657564526,24.6638077530748,26.0884280491365,25.0072833700622,24.5144539129807,25.5160300992692,25.5782084953135,24.3928264589389,24.3706939494073,25.8974654577105,25.557516985792,25.0051178066801,25.6492341451507,25.8390124285606,24.8704656500247,-0.233023190877757,0.103211706243953,0.187528006516748
"P05091",20,23,23,27,24,28,24,25,30,25,21,21,20,27,23,20,23,24,17,24,24,24,23,31,23,25,27,23,19,21,23,31,19,25,25,27,15,26,20.9239058843813,24.9438927449664,23.9619752852682,23.4707168335948,24.0335929195797,23.3477304534486,24.9164036077645,25.159340146953,25.3255222157649,25.1848529767162,25.6653154621184,23.4694014387254,23.0747255239477,24.5334322702422,24.824738039758,24.8302913964611,24.3386765382761,24.2807185218506,22.5826106066159,25.6061814950882,25.0790090719662,25.8015651527914,23.5551589017801,25.677007850168,22.6049427475706,25.8691847051477,23.9212050384383,24.6340939548407,24.293032661502,21.401317376035,23.8343099100065,24.2778169285707,24.6361361365103,24.9701625823874,24.8743096259727,25.1764635466988,22.9796661819283,24.2787677233962,1.26627201009568,3.64043953664586e-06,3.17150156243385e-05
"Q8WX93",3,NA,NA,NA,2,2,4,2,NA,NA,6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,4,NA,NA,3,1,NA,2,NA,11,NA,NA,NA,2,NA,17.4585592387266,17.8939815565288,17.0623851315243,19.0059706917639,19.4598201615605,16.3295085860629,-Inf,15.7552897875947,-Inf,17.3301409734059,-Inf,16.6321098973054,17.8131596221876,15.9220818977154,17.1659955165309,15.0320967751724,19.0965494859891,-Inf,19.7332586836233,15.1410304449065,16.9530539532066,17.2337404920251,17.5655360074057,17.3732282076778,17.2337940442821,15.6036672272599,16.5939834170322,16.0684058403982,16.7999261337095,14.9895694369268,17.0853837331852,15.3921757561775,15.1052548882285,14.7533226663899,17.4393738908057,15.8000452802206,18.2774218949716,14.3440234924455,-0.413421534638822,0.0543309242226711,0.107682978983356
"P19623",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,18.5399156986505,-Inf,15.6187015722392,18.5153325644087,18.3737084109315,14.3700745819799,-Inf,15.1531399471344,17.4097104841135,16.4178977379602,-Inf,17.7454664693985,17.1430047842823,16.7671139288209,-Inf,14.5974110713248,16.4260076593818,-Inf,16.4207530121956,16.2022092601793,-Inf,15.2470152318999,16.8181484554665,15.8084179673293,16.4616836223503,-Inf,15.3035336554907,14.5966635657433,16.7491901370292,16.8932681849249,15.0827714409895,14.187419680869,15.1804567489256,15.2976994614762,14.7117392606207,15.7112053010494,18.1787376285486,15.1168690247229,-1.09322787425984,0.000188690201225917,0.000943910106375878
"Q13576",24,39,52,40,34,39,59,26,42,46,12,37,38,34,42,38,37,28,13,35,15,36,23,35,43,47,32,41,45,41,20,40,22,37,42,43,NA,43,17.7626181104095,20.7737776778196,19.382233978548,20.2145659416945,21.4566702097281,19.2680490084592,20.5902210065562,21.054074741257,22.3822798491411,20.7570325295221,20.6990220435352,20.9154851013231,20.6419199694828,19.4612952958513,21.0770501894899,21.0341929308589,23.1174894227584,20.3307689362519,18.917265562374,20.6757493038733,21.5010848177697,21.5746285883661,20.2656940417791,21.1694464880179,20.9987388322125,21.0672624341117,20.4587209631099,20.5653651408339,21.0815647625109,19.5246803074141,18.6388606573115,20.0927959098213,20.632331617799,20.463579724314,20.6453307358236,21.2906972558478,18.8610317994272,20.2313358220996,0.492072698771941,0.0225006605052532,0.0526295312841873
"Q9BZV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,17.1699322215107,15.1976867602934,15.7948491229774,16.5261568879827,16.6393041612856,14.6133801575961,15.459320509207,15.8903102744102,16.5170572317638,-Inf,15.1977041066943,15.2932821178861,15.6423888312466,16.1541391622956,16.546158046432,-Inf,18.9179452186789,-Inf,15.8481203059913,15.3132419436268,16.0253132458692,-Inf,15.6289226388607,16.1376004615109,15.375258603573,16.0954393630304,14.2296970297815,14.9466468268784,15.9281366762078,15.9820559652616,13.9975347994457,14.5594333711788,15.3482203969115,14.3304523768898,15.1191572411774,15.8680410193861,14.7299557516807,14.7900565122864,-0.0675231708458182,0.461681115724942,0.679954422586304
"Q9NSD9",3,NA,3,2,4,3,3,2,NA,1,2,NA,9,NA,2,NA,3,NA,3,2,NA,2,8,1,6,1,3,NA,6,NA,NA,NA,NA,NA,4,3,4,3,18.6037619903302,18.3174329248135,18.7011286100896,18.7105441846956,20.0480612776672,16.8824842684379,16.5167429701015,15.7725190424489,18.5574484235134,17.7734835530666,17.766115697174,19.0298913960838,19.1410265399158,18.043140846159,17.2404753450302,16.7438580895421,19.6288290187605,13.734201112234,17.5972090569204,18.1368811628824,18.911187117609,17.8809985060087,17.6151512668757,17.3913130372348,18.4088476027703,16.992659871972,18.355733059214,17.7710040966174,18.1939132032414,18.7805699299897,15.8489915407205,16.4012641946304,15.824478395633,14.4704707273384,17.4507835364548,16.7029754507538,18.3722847588787,17.2618650875711,-0.804699649248777,1.47029365331583e-07,2.11393269315899e-06
"O95786",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,16.9988030776219,15.0892799130833,-Inf,-Inf,-Inf,14.2923999292387,-Inf,-Inf,14.9967558444631,15.4474080037123,-Inf,-Inf,16.3532968660538,-Inf,-Inf,-Inf,-Inf,-Inf,14.2234373098755,14.4530880435683,14.3358287150185,-Inf,13.6646544164753,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.34191315628953e-19,0.999999999610169,1
"P22102",8,NA,4,2,7,1,NA,2,NA,1,3,NA,4,1,2,NA,3,NA,5,3,5,3,6,1,3,3,2,4,3,2,4,4,3,3,4,3,3,2,16.7655904200952,17.725672584843,18.1097697737355,18.7004427315185,19.7637331410368,16.6730986654,17.7488327528545,16.9160049302429,18.220869935291,17.7133687010164,17.936895614733,17.432897830765,18.5855659914053,18.981563233699,17.4935714652325,17.0960472126615,18.5423585409812,15.811085554355,16.9392545602067,18.0646607878152,18.605574166448,17.9460449922724,17.388817269596,17.6803961297511,17.6872827848885,17.7747982802741,17.4750435674289,17.174507590661,18.1665686929616,17.6671263885555,17.3098334423036,16.9282591973452,16.7581234463933,17.9255942505906,17.5385433548305,17.4873544448056,17.2734840510012,17.159446965239,-0.43799028675131,0.00100238731861241,0.00391807666742799
"P46926",4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,2,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,2,NA,NA,1,7,NA,20.5659562482746,18.3209544341251,17.3887392661194,18.2523040796741,19.3921605780409,15.987086559534,16.9940914127082,18.5469920630249,17.9895629520501,17.6551006547599,17.3300990735428,18.5711613956977,18.9923857443312,15.9656462223082,18.4748815400939,16.6268145995507,19.7257207058519,17.9641898520872,17.9617581204686,17.9764428033973,19.6211523631543,17.9323875812593,18.7234879325223,18.6862575551141,17.7232016135325,17.6668802034962,16.8210414713013,16.2988734564241,18.2218361330354,17.9044530614342,16.5252496047795,16.8079581659618,17.89814943609,17.5023688485832,16.8838494370249,18.0559053505336,16.906912075235,16.4315594667974,-0.116385231523703,0.369746491925593,0.558722690448249
"P28838",13,16,19,14,15,15,18,17,21,18,9,18,18,11,19,18,16,16,11,16,4,16,12,16,19,20,16,18,14,18,15,21,14,15,15,15,13,19,21.6251517497476,22.1384779375537,20.5804343183454,22.0618867186389,21.939234001221,22.3420596055262,22.4597916414653,22.6991864136959,23.0894491896537,22.6124450881189,21.8697264120275,23.3561346105797,22.9489233111886,19.2359092461566,22.7248032460932,21.9403042790696,23.5541314907378,21.7324576306608,21.0935318493249,22.4127832412614,23.1326422123764,22.122720686805,21.8191791279534,22.3597025966891,21.0861114284393,22.7151908929508,21.2695952809874,21.6925761712029,22.8334208088479,19.4920159534338,21.1805399172834,22.2331784461784,22.7309863105006,22.0304800929349,21.9329631765153,22.9015861081018,20.7352087842284,21.0512048828958,0.620675456944209,0.0105076632690926,0.0280568255600707
"O75369",44,13,54,56,58,51,57,44,49,14,63,7,36,36,54,20,48,NA,43,51,58,57,54,43,32,40,50,53,46,40,46,34,46,45,44,45,45,52,20.5662891460697,21.3145093243677,20.8014942400113,21.0367451133297,22.5117141963635,19.8743922914159,18.9292345799352,19.5331272585437,21.5097774309234,20.9656264555764,20.6443405314234,20.2881344882516,20.3875922301605,21.860889909659,19.6174901514995,20.6332389119287,22.2577675341643,18.1556296098417,20.6955147559144,21.4910686666141,21.6528513104953,21.6263272466196,20.5900264194259,21.7468182732912,20.2329724067664,20.2424458299184,20.6421525249658,20.8550859282539,21.0036595889534,20.9275982748141,19.6488371180917,20.1430034807069,18.3539130671876,20.5306000783409,20.9896921135607,20.8490406403641,21.5559459814239,20.0239023122495,-1.08677719643568e-05,0.991921694977822,1
"Q9BZE9",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9722892933103,16.8661363465129,16.2692163410018,16.8510148220966,18.1641301896559,14.4968210620439,16.1409694974042,15.4737241900852,17.843064522181,14.8522604312482,-Inf,16.3887045906675,17.1173776738454,18.3727798247569,16.5332537349127,14.9941810466225,19.3172703895238,16.0035123807412,14.5437857921125,16.1189379026606,17.0515759434213,15.9291973462298,15.5505671393769,16.5070542830463,16.2518979549694,16.9176406333643,16.8709069831058,15.3397079659523,17.0782463283598,-Inf,15.6327413994719,15.7995863128512,15.7483100465254,15.636130458113,15.339054095101,15.9818699950988,15.8017445363467,15.5475505877704,-0.568222121428564,9.70708021499827e-05,0.000523825640998332
"Q9UBN7",NA,NA,NA,2,NA,3,6,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,3,NA,2,NA,1,NA,4,NA,2,NA,2,NA,4,NA,NA,NA,NA,17.0545014568257,17.4980587413055,-Inf,16.9890149821166,18.1662995639328,16.3632406632088,16.1134244733826,16.7256993344992,15.599745025483,17.0449826226792,17.851759824946,15.2513378660992,15.4927948020869,17.8858937412439,16.8796447240798,16.120566800375,20.1383325907146,16.6270605075487,16.5573775644897,18.3949035052229,18.3342822564389,18.2023809734118,17.2341137220355,18.159905429884,15.7281606766005,18.5222325925872,16.9005162626232,17.7577659252761,17.8974535143827,14.5109020665855,15.7438961244918,17.6541956618417,15.842817136564,18.0185107845753,17.9842346690052,17.9149631371308,15.9017073472109,17.0943445560015,0.441534639495912,0.0244263053349945,0.0562379437499985
"P98160",31,3,19,13,46,9,24,13,31,2,22,4,9,15,17,NA,13,NA,38,NA,20,8,17,5,26,4,20,14,22,NA,16,NA,35,8,35,8,25,9,20.6665188247805,19.5695847463034,19.341931716923,20.786548429966,22.2911665896673,17.9200490801081,16.0782706905809,18.3735484365285,20.4849285897872,18.3991730178412,17.8680500473834,19.9916666628408,18.7569252618003,19.7795795803442,17.9449849848667,19.1212426139838,20.8600237842162,15.8294359668398,20.5479113888927,20.3692084456562,18.6265717124103,19.4208640476806,18.75395618947,19.1839112596029,19.123429531404,18.4549008704001,20.2699378553568,18.1153188497021,19.146960862233,20.9553204474501,19.1573759968464,16.9240047749316,17.5219436256445,18.7725765408529,18.473895995689,17.9326704418452,20.1751138643799,17.9910849631686,-1.49681483923905,1.76136703321316e-13,3.01780885023855e-11
"P08319",10,20,12,19,6,20,10,9,15,22,7,20,9,20,11,13,10,17,5,15,NA,16,6,21,11,18,21,17,2,18,10,14,9,13,7,16,NA,19,18.4326253230849,25.2504143561001,20.4198028202889,23.3484804160447,20.2314291472223,23.379526897346,24.9632081009028,25.3793314589445,24.2166600666516,24.6226501088713,25.5194699577486,23.3400139673466,22.7620987318716,18.4723980430852,24.4251245965927,25.1739814200928,24.4646228601169,24.1617886493179,20.4366206066916,23.9837368530891,25.7282929111679,25.6264496405981,22.0115789504033,24.9319304403304,18.7732456614288,25.3330695729467,19.9603071383667,24.8700939376232,23.447593529206,19.6835625864815,22.7561572601643,24.7988557592271,24.9390363372759,24.6950823532049,24.7444140029812,25.306194604974,21.7853163546354,24.5045446768856,2.54211473218657,4.18087177312414e-08,7.54023891714319e-07
"P35637",4,3,1,NA,4,2,5,NA,1,3,2,3,3,NA,3,1,3,3,8,NA,3,NA,3,NA,4,NA,3,5,3,NA,2,3,4,NA,5,NA,4,1,18.7896479543771,17.5338188831435,17.8662613624902,19.4334251435888,20.3602420296853,16.1210240312604,16.7456136296704,18.6490646634302,17.9373368358257,16.2168970343688,16.3494900110415,18.0492449918562,19.0907073666229,18.6390979202888,17.2331941871733,15.0002969140174,20.1302091373641,17.0352583871558,18.1523305668202,17.5206543928245,17.6156521445526,16.2413658353736,16.909877410328,17.5343596207921,18.181785420843,17.7031700706382,18.1839734502438,16.1687308017144,17.0651447273159,19.5925367559212,17.2072045334476,14.8536382218064,17.7525663277006,17.0493718446234,16.8474176937427,16.9515531587299,17.9417221281142,15.8761124838938,-1.18382705550567,1.44293771845894e-08,3.18997843994793e-07
"Q9Y2W6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,15.3172211757881,-Inf,-Inf,-Inf,-Inf,15.0590961413382,-Inf,-Inf,15.3190429631933,-Inf,15.3223561705102,-Inf,18.0254735071402,-Inf,-Inf,16.7543634118407,-Inf,-Inf,16.0121225762029,-Inf,14.6759869609629,15.3403343424133,-Inf,14.8300956301782,-Inf,14.9400898121257,-Inf,15.5528733801969,16.2289412023523,14.9727994696832,-Inf,16.4904621685888,-Inf,14.4494381599659,15.7504527257211,15.1665763986303,-Inf,-0.464382321625923,0.0574644407935135,0.112413787127939
"Q9P2E9",31,24,25,26,42,28,27,28,39,30,21,24,14,25,32,25,28,27,25,32,29,31,26,29,22,24,32,24,30,24,23,35,24,36,34,31,15,31,20.7673835996303,22.6230153896468,21.2397379977346,22.6089110199219,23.4119030571969,21.4449183086369,21.7254760441377,22.1243208159911,22.2002768140311,22.081017774565,21.7669527190097,21.0031617892914,19.8615819525682,22.4373670211849,22.4942426707141,21.7783896282548,22.1859949145694,21.1171365907097,21.0841214254432,22.1485936367515,22.5457511151008,21.9689270015629,21.7864177061356,22.0602438956238,21.6811656032535,22.2341917600729,21.7871452863057,20.9095181657975,21.8413978401715,21.6369252500381,19.9781902470657,21.0045361635647,21.7426974720671,22.1373618626985,21.7019435067159,21.9128135286627,20.7933445735308,21.0643802677835,9.52101439705874e-06,0.993791590443754,1
"P00505",13,12,17,15,8,16,9,10,20,13,17,15,12,11,13,16,13,17,6,16,16,13,9,16,10,15,17,15,9,15,11,17,8,17,20,18,12,15,22.0915939081005,23.9388534990117,21.9138075683252,24.2333525201157,22.3409983579891,22.2480242742005,22.9601045847912,24.1326200698715,24.8452729311864,23.651631698579,23.8211546978485,21.8038109240383,22.1295613047133,24.3509436146361,23.9304190259993,23.4083326564968,22.9400208990216,23.987991420667,21.7215484727299,23.6182565331373,24.2498993426328,24.6062229662082,22.8349057189642,24.4066483235284,21.7447540128913,23.8827728437851,23.8735578732702,23.5649175395043,23.033157210033,20.793648556188,22.7732719358411,22.9467136075674,23.6989458412063,23.8033338249002,23.3432839670219,23.7207268854477,24.2987405582427,22.9452971922612,0.702188486708179,0.00286914711348236,0.00946864601174916
"Q9HA77",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.7047559301403,15.7608346429438,15.1820527033664,15.2424114024072,15.6697615495298,15.7702963187079,14.5253134546127,16.1727543792796,18.6875288921957,16.2140599167668,17.31449576105,17.614860863861,18.3208410881144,16.7341249704512,16.5382588514363,17.0588324206531,17.4536752081609,16.7644098086554,15.4381694153812,15.6579407805033,18.0133353294603,17.2577789324565,16.3809344671989,15.9008198322057,15.0007261107265,16.9264120343046,-Inf,15.2411333165054,15.968225274591,15.1965784946187,14.3785269798979,15.0240051327466,15.0579024771216,17.0900106982675,15.8665879994143,16.8886104893398,16.4039429305802,14.0065934632549,-0.00873116860411092,0.8102020465776,1
"Q14195",7,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,7,NA,NA,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,8,NA,NA,NA,4,NA,19.6946269405248,16.9534195998038,16.5351829847374,20.6384922771643,20.0555948491257,16.7778618836563,-Inf,18.6991078415358,15.8243442939239,-Inf,16.4609364864453,15.622547051727,-Inf,17.1890905426501,17.0684967849488,15.6079229362634,-Inf,15.3024060900519,20.6044663707706,17.3404618506131,-Inf,15.1320617100924,18.2047688513948,19.0783926131619,17.6908667823196,15.7261618145034,15.0615153888648,16.4073188528033,17.3359758867475,19.9749828339286,14.5484510946851,16.8791127236347,17.0831911452189,17.8565707068323,18.2737239942729,15.4532743162181,19.0536872048783,-Inf,-0.469693546925682,0.127423582863486,0.224119300571644
"P15428",NA,5,NA,3,8,5,NA,5,NA,6,NA,6,NA,5,NA,5,5,5,NA,8,4,5,5,6,NA,6,8,6,NA,3,3,2,2,6,8,5,NA,7,-Inf,22.2543366598685,19.8090607427258,15.2616749716359,22.052319568565,18.1447822059859,20.4236315507482,19.1329760123816,-Inf,21.2388722320091,19.8821102945024,-Inf,-Inf,19.8185119135558,20.8166308929141,19.8488145424932,-Inf,20.5524357547517,18.4781603141513,-Inf,22.575157145007,19.3364218881251,19.301972969845,19.6658734873126,13.7969028775135,19.1520272690519,20.856202264141,18.9513021650347,-Inf,16.2999940641608,17.6458279217947,17.9406572456437,19.9787285245009,20.2980585789916,19.7795128851875,20.9585281350118,14.4551983840875,19.6163337149077,3.50368408420239e-07,0.999147055439936,1
"P09417",6,6,5,5,6,6,4,5,7,6,7,5,5,5,5,6,4,6,2,6,4,6,5,7,5,4,5,5,4,6,3,8,2,5,6,7,2,5,19.1329662151146,21.3747170266239,20.2717884491646,21.3350035537982,20.7884021978973,19.8512912000967,21.9034857875,22.0458534824339,21.7747215497389,21.7476152498355,22.0993753415789,20.5771500019091,20.7425285334424,19.7531569434138,22.2423505392769,21.4755352199064,22.323658782662,22.2242441098682,19.3835962586084,20.9931241928262,22.6381787333448,21.5980453646023,19.9558743341855,21.6337900133788,19.2318242633292,22.034391627427,20.517510113553,21.4113686780192,21.4977355037985,17.9424472441429,19.4991369366258,20.8863057501697,21.9167325431255,21.6992648949812,21.3226327506707,21.0932544752123,20.754760691234,20.928759625655,1.24887666077696,1.12475552485729e-07,1.70036570522544e-06
"Q8NFW8",6,NA,2,1,6,2,NA,1,2,3,1,1,1,1,4,2,2,1,1,2,8,1,1,3,2,1,1,1,1,4,1,2,3,1,2,1,NA,2,15.5497552523044,17.7704730560306,16.7783041439575,20.2064062487116,20.9007218747349,16.5265668715043,18.2460597902152,18.0642018882244,18.1251782372903,18.8126314422262,17.8003552229442,17.6709513678241,17.9850758177641,21.1706039907751,18.1857576437651,17.7571877408146,17.7465150363038,18.5969386009623,17.5494787045466,17.0793175141676,19.8926802512117,18.1143287474218,18.3177305885106,18.271661557674,16.4539039539216,19.4631395784183,19.2945561852952,17.900921889629,19.0867280018023,18.1411029490296,17.3968518649955,17.6587587356294,17.6536152820986,17.6075089248324,17.3132562305512,18.3480593104443,19.334693820356,16.966919752969,-4.91530023701346e-12,0.999996533102701,1
"Q9H0D6",3,NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,3,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,17.9493230138067,18.0632052370831,17.6371806729859,18.2956056650755,20.2578432438165,15.3842118263151,15.9384183761258,16.1450200353936,18.2553585545693,16.0113597728572,16.0706246473686,17.5394174550988,17.8035253388792,18.3000734908933,14.5196485094755,15.8149195042547,19.0056243859402,15.1630373943978,17.4507933611295,17.3127006733924,18.5836675664773,15.8051300963554,17.7107155878459,16.6753694349731,16.7076323595923,17.6036032699469,17.1310611918414,15.8501833746644,17.3499685323824,18.5765994592291,14.4669319407832,15.7703238546991,16.2485430959293,15.1769717418848,16.0630969199027,15.314850363149,16.3805022766116,15.5964807601692,-0.747890752841295,1.32108969838693e-05,9.11158398745474e-05
"P09601",NA,3,2,1,NA,1,NA,1,2,1,NA,4,NA,1,1,1,1,2,NA,3,NA,2,1,1,NA,2,1,2,2,1,2,NA,NA,NA,NA,1,4,3,18.4281477765482,17.5417001913895,15.9396143393816,16.0773567543113,17.3636295056171,14.3196937085868,14.3936713569025,18.4019168166256,17.5344227755167,17.6051736313928,16.0851114120562,16.5603054283593,15.8250605000091,-Inf,17.4992923724554,16.5603313939993,-Inf,15.5802836868506,13.9556320104037,17.1782414083969,18.7301197520869,17.2264946319363,17.0913659441439,18.0838515020476,17.2178056082022,16.6694421087067,13.6620669329169,15.962697339824,16.4183728560602,-Inf,14.5660286435145,14.7364488313472,18.033369315725,15.3540276651385,16.2725261981718,18.4237389040213,-Inf,16.2296021665879,0.462767724006154,0.0185587914181162,0.0451560652729549
"P11172",3,2,5,4,5,4,2,1,1,1,3,3,3,3,3,4,3,NA,2,4,3,2,6,2,2,2,2,5,2,2,3,2,1,2,4,2,4,3,18.3887952421187,18.2526393396649,18.6411997678577,18.520461462286,20.0100069780418,16.9557153402613,17.4258358084228,18.0001156388251,19.014080554546,18.2095824308491,18.0569800479638,17.9468627560945,18.3889898064105,18.9395729196431,18.029718800709,17.6460150358394,19.4042023331454,17.2068897713622,17.4923326848454,18.3619014964747,18.6146076594128,18.6101461663904,17.888964071611,18.1364993854903,17.5722126176582,18.0485836687755,18.1694567267327,17.6492285242303,18.0489206896144,18.1108028681945,17.4824983024862,17.4495286242784,17.8248361154284,18.3935445974938,17.7708110610451,17.7916793043868,18.2178378607134,17.5563605617836,-0.312999945592018,0.00039715186012444,0.00178284765156299
